Sector_Economic,año,consumo,fecha,findesemana,festivos,lectivos,COVID,tmed,prec,velmedia,poblacion,PIB,Rentanetamediaporpersona,Rentanetamediaporhogar,bono_social
Residencial,2020.0,5012837,2020-06-14,1,0,0,1,18.14782608695652,0.0,2.747058823529412,5702583,57734,14676.0,38226.0,1
Residencial,2020.0,5418544,2020-06-15,0,0,1,1,19.343478260869563,57.4,2.8117647058823527,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,5452847,2020-06-16,0,0,1,1,17.117391304347827,120.5,1.8176470588235292,5702583,57734,14676.0,38226.0,1
Residencial,2020.0,5367043,2020-06-17,0,0,1,1,17.847826086956523,139.8,2.552941176470588,5702583,57449,14676.0,38226.0,1
Residencial,2020.0,5375193,2020-06-18,0,0,1,1,17.31304347826087,84.0,2.4705882352941178,5702583,57449,14676.0,38226.0,1
Residencial,2020.0,5277445,2020-06-19,0,0,1,1,18.64782608695652,0.0,2.2,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,4999915,2020-06-20,1,0,0,1,19.782608695652176,62.9,2.3705882352941177,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,4997005,2020-06-21,1,0,0,1,21.773913043478263,2.9,2.052941176470588,5702583,57449,14676.0,38226.0,1
Residencial,2020.0,5581342,2020-06-22,0,0,0,0,22.354545454545452,0.0,2.0588235294117645,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,5635386,2020-06-23,0,0,0,0,22.35909090909091,0.0,2.994117647058824,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,5396337,2020-06-24,0,1,0,0,22.09090909090909,0.0,2.33125,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,5886765,2020-06-25,0,0,0,0,23.38571428571429,16.4,2.0352941176470587,5702583,57734,14676.0,38226.0,1
Residencial,2020.0,5946425,2020-06-26,0,0,0,0,23.563636363636363,0.0,2.023529411764706,5702583,57734,14676.0,38226.0,1
Residencial,2020.0,5553168,2020-06-27,1,0,0,0,23.05454545454545,16.6,2.3000000000000003,5702583,49301,14676.0,38226.0,1
Residencial,2020.0,5730715,2020-06-28,1,0,0,0,23.895454545454548,0.0,2.4588235294117644,5702583,57734,14676.0,38226.0,1
Residencial,2020.0,6532974,2020-06-29,0,0,0,0,23.35909090909091,0.4,2.447058823529412,5702583,57449,14676.0,38226.0,1
Residencial,2020.0,6153251,2020-06-30,0,0,0,0,23.704545454545453,1.2,2.294117647058824,5702583,57734,14676.0,38226.0,1
Residencial,2020.0,6748349,2020-07-01,0,0,0,2,25.071428571428573,4.0,2.123529411764706,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6825444,2020-07-02,0,0,0,2,23.535,453.2,2.788235294117647,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5793393,2020-07-03,0,0,0,2,21.085,15.0,3.0352941176470587,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5225936,2020-07-04,1,0,0,2,21.623809523809523,0.0,2.6882352941176477,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5513482,2020-07-05,1,0,0,2,23.280952380952375,0.0,2.388235294117647,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6550702,2020-07-06,0,0,0,2,24.54285714285714,0.0,2.2058823529411766,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6320932,2020-07-07,0,0,0,2,22.99047619047619,0.0,2.294117647058824,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6371265,2020-07-08,0,0,0,2,23.305,0.0,2.2764705882352945,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6498873,2020-07-09,0,0,0,2,25.104761904761908,0.0,1.947058823529412,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6224351,2020-07-10,0,0,0,2,24.609523809523807,0.1,2.4722222222222223,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5734843,2020-07-11,1,0,0,2,23.73333333333333,0.0,2.4388888888888887,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5527304,2020-07-12,1,0,0,2,23.585,2.2,1.9888888888888887,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6344378,2020-07-13,0,0,0,2,23.88095238095238,176.6,1.7777777777777777,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6257381,2020-07-14,0,0,0,2,22.63809523809524,32.800000000000004,2.561111111111112,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6121142,2020-07-15,0,0,0,2,21.78181818181818,119.2,2.477777777777778,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5757575,2020-07-16,0,0,0,2,21.154545454545453,1.2,2.6,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5681531,2020-07-17,0,0,0,2,22.422727272727272,4.1,2.4833333333333334,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5469058,2020-07-18,1,0,0,2,23.40909090909091,0.0,2.333333333333333,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5671693,2020-07-19,1,0,0,2,23.84090909090909,0.0,2.9388888888888887,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6382285,2020-07-20,0,0,0,2,23.23809523809524,0.5,2.272222222222222,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6521726,2020-07-21,0,0,0,2,24.1,0.0,2.205555555555556,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6399890,2020-07-22,0,0,0,2,24.29047619047619,0.2,2.288235294117647,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6640898,2020-07-23,0,0,0,2,25.563636363636363,9.9,2.011111111111111,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6619071,2020-07-24,0,0,0,2,24.94545454545454,3.4000000000000004,2.5166666666666666,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6174221,2020-07-25,1,0,0,2,24.39090909090909,0.0,2.7666666666666666,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6176714,2020-07-26,1,0,0,2,24.85454545454545,0.0,2.077777777777777,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,7080552,2020-07-27,0,0,0,2,25.94545454545454,0.0,2.5277777777777777,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7098302,2020-07-28,0,0,0,2,26.518181818181816,0.0,2.1500000000000004,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,7030398,2020-07-29,0,0,0,2,25.922727272727272,0.0,2.011111111111111,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7175968,2020-07-30,0,0,0,2,26.890476190476196,0.0,1.9388888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6916344,2020-07-31,0,0,0,2,27.277272727272727,0.0,2.272222222222222,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6714538,2020-08-01,1,0,0,2,27.40952380952381,0.0,2.25,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6334230,2020-08-02,1,0,0,2,25.94545454545454,115.6,3.1722222222222225,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5911819,2020-08-03,0,0,0,2,22.19090909090909,71.7,2.733333333333333,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5602622,2020-08-04,0,0,0,2,21.93636363636364,2.3,2.761111111111111,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5756172,2020-08-05,0,0,0,2,23.05,0.0,2.458823529411765,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6075196,2020-08-06,0,0,0,2,24.75909090909091,0.0,2.5166666666666666,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6160793,2020-08-07,0,0,0,2,25.604761904761908,0.0,2.955555555555556,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5845720,2020-08-08,1,0,0,2,26.61818181818182,0.0,2.427777777777778,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6044074,2020-08-09,1,0,0,2,27.24761904761905,6.4,2.164705882352941,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6547147,2020-08-10,0,0,0,2,25.96190476190477,0.2,2.2764705882352945,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6485598,2020-08-11,0,0,0,2,26.305,0.2,1.9823529411764709,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6513481,2020-08-12,0,0,0,2,25.9,7.7,2.711764705882353,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6558857,2020-08-13,0,0,0,2,24.91428571428572,166.8,2.0823529411764703,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6137622,2020-08-14,0,0,0,2,24.571428571428573,12.4,2.2588235294117647,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5744057,2020-08-15,1,1,0,2,24.3,20.6,2.617647058823529,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5569989,2020-08-16,1,0,0,2,23.914285714285715,11.6,2.476470588235294,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5845716,2020-08-17,0,0,0,2,22.96666666666667,0.0,2.5058823529411764,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5747826,2020-08-18,0,0,0,2,23.666666666666668,6.3,1.7823529411764707,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6023746,2020-08-19,0,0,0,2,24.5,0.0,3.0055555555555555,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6330643,2020-08-20,0,0,0,2,25.363636363636363,0.0,2.344444444444445,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6430996,2020-08-21,0,0,0,2,26.204545454545453,0.0,1.9777777777777776,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6124763,2020-08-22,1,0,0,2,25.895454545454548,0.0,2.7,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5573822,2020-08-23,1,0,0,2,24.21818181818181,3.4,2.911111111111111,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5918210,2020-08-24,0,0,0,2,23.09090909090909,0.0,2.816666666666667,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6385547,2020-08-25,0,0,0,2,24.60454545454546,0.0,3.2555555555555555,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6716488,2020-08-26,0,0,0,2,25.781818181818185,0.0,2.5,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6726370,2020-08-27,0,0,0,2,25.24090909090909,0.2,2.388888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6518886,2020-08-28,0,0,0,2,23.76363636363636,653.4,2.4944444444444445,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5016387,2020-08-29,1,0,0,2,17.47142857142857,116.1,1.911764705882353,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,4750339,2020-08-30,1,0,0,2,17.73333333333333,86.0,2.617647058823529,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,4992990,2020-08-31,0,0,0,2,18.15714285714286,0.0,2.541176470588236,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5203371,2020-09-01,0,0,0,2,19.30952380952381,30.700000000000003,1.9764705882352944,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5250125,2020-09-02,0,0,0,2,20.081818181818186,0.0,2.35,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5341746,2020-09-03,0,0,0,2,21.395454545454545,0.0,2.1500000000000004,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5458949,2020-09-04,0,0,0,2,22.495454545454542,0.0,1.9777777777777776,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5186914,2020-09-05,1,0,0,2,22.454545454545453,0.0,2.05,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5234616,2020-09-06,1,0,0,2,22.422727272727272,206.6,2.805555555555556,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5412424,2020-09-07,0,0,0,2,18.219047619047625,179.70000000000002,2.394117647058824,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5236677,2020-09-08,0,0,0,2,18.795454545454547,162.2,2.6444444444444444,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5308835,2020-09-09,0,0,0,2,18.845454545454547,159.9,1.7944444444444445,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5215459,2020-09-10,0,0,0,2,20.37272727272727,135.8,1.877777777777777,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,4931974,2020-09-11,0,1,0,2,22.723809523809525,3.2,1.838888888888889,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,4983231,2020-09-12,1,0,0,2,23.05454545454545,0.0,1.5388888888888888,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5303901,2020-09-13,1,0,0,2,23.73636363636364,0.0,1.6388888888888888,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6000608,2020-09-14,0,0,1,2,22.92727272727273,0.0,1.7333333333333334,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6082847,2020-09-15,0,0,1,2,22.37727272727273,0.0,1.876470588235294,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6239812,2020-09-16,0,0,1,2,23.217391304347824,1.4,1.7444444444444445,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,6111118,2020-09-17,0,0,1,2,23.231818181818184,0.0,1.6722222222222225,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5783016,2020-09-18,0,0,1,2,20.465217391304343,157.1,1.5333333333333334,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5532853,2020-09-19,1,0,0,2,21.61304347826087,37.8,1.9055555555555557,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5323204,2020-09-20,1,0,0,2,20.83478260869565,1.9,2.105555555555556,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5643443,2020-09-21,0,0,1,2,19.4,226.0,1.6444444444444446,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5556122,2020-09-22,0,0,1,2,19.85217391304348,66.6,1.95,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5546618,2020-09-23,0,0,1,2,20.57391304347826,0.1,2.455555555555556,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5280101,2020-09-24,0,1,0,2,20.717391304347824,0.4,2.838888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5137595,2020-09-25,0,0,1,2,15.422727272727274,0.0,5.141176470588236,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,4785994,2020-09-26,1,0,0,2,14.590909090909092,6.5,3.288235294117648,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,4919333,2020-09-27,1,0,0,2,13.577272727272726,0.0,2.323529411764706,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5304646,2020-09-28,0,0,1,2,16.077272727272728,0.0,2.123529411764706,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5327887,2020-09-29,0,0,1,2,17.313636363636363,0.2,1.588235294117647,5702423,57449,14676.0,38226.0,1
Residencial,2020.0,5140757,2020-09-30,0,0,1,2,17.539130434782606,0.6000000000000001,2.072222222222222,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5304675,2020-10-01,0,0,1,2,19.454545454545453,4.8,2.466666666666667,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5310595,2020-10-02,0,0,1,2,13.191304347826089,123.5,3.05,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5009796,2020-10-03,1,0,0,2,11.986363636363636,9.8,3.588888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5001743,2020-10-04,1,0,0,2,13.656521739130437,0.0,3.1333333333333333,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5323560,2020-10-05,0,0,1,2,13.791304347826086,0.2,2.038888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5307251,2020-10-06,0,0,1,2,16.152173913043477,0.0,2.4444444444444446,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5354249,2020-10-07,0,0,1,2,18.44782608695652,1.7999999999999998,2.177777777777778,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5340426,2020-10-08,0,0,1,2,18.691304347826087,3.4000000000000004,1.7000000000000002,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5247950,2020-10-09,0,0,1,2,18.89130434782609,9.0,1.8176470588235292,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5065604,2020-10-10,1,0,0,2,16.05909090909091,480.6,1.7705882352941178,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,4718604,2020-10-11,1,0,0,2,13.61904761904762,0.8,2.176470588235294,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,4999655,2020-10-12,0,1,0,2,14.090909090909092,0.2,2.2,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5382142,2020-10-13,0,0,1,2,14.013636363636364,129.8,2.147058823529412,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5495418,2020-10-14,0,0,1,2,10.777272727272727,57.8,2.10625,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5616104,2020-10-15,0,0,1,2,10.709090909090907,10.1,2.2625,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5781212,2020-10-16,0,0,1,2,10.660869565217393,0.0,1.7999999999999998,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5577239,2020-10-17,1,0,0,2,11.408695652173911,0.2,1.6388888888888888,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5553859,2020-10-18,1,0,0,2,12.43913043478261,0.2,1.5722222222222222,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5817174,2020-10-19,0,0,1,2,13.417391304347827,0.0,2.076470588235294,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5708792,2020-10-20,0,0,1,2,16.07391304347826,0.0,1.9944444444444445,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5608770,2020-10-21,0,0,1,2,18.691304347826087,7.2,1.6722222222222225,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5614031,2020-10-22,0,0,1,2,16.747826086956522,66.3,1.6944444444444444,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5480106,2020-10-23,0,0,1,2,16.308695652173913,0.8,2.355555555555556,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5266550,2020-10-24,1,0,0,2,14.11304347826087,0.0,2.2444444444444445,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5272127,2020-10-25,1,0,0,2,15.117391304347825,0.7,2.933333333333333,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5677924,2020-10-26,0,0,1,2,12.31304347826087,27.4,2.716666666666667,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5801574,2020-10-27,0,0,1,2,11.247826086956522,0.0,1.7777777777777777,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5773092,2020-10-28,0,0,1,2,13.808695652173911,0.0,1.9944444444444445,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5692073,2020-10-29,0,0,1,2,14.595652173913043,0.2,1.7333333333333334,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5667371,2020-10-30,0,0,1,2,15.565217391304348,0.0,1.577777777777778,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5464606,2020-10-31,1,0,0,2,15.873913043478264,0.0,2.0,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5466194,2020-11-01,1,0,0,2,16.06086956521739,0.0,1.7833333333333334,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5620058,2020-11-02,0,0,1,2,16.717391304347824,0.0,2.0,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5706895,2020-11-03,0,0,1,2,14.417391304347827,346.4,1.1777777777777778,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5920609,2020-11-04,0,0,1,2,10.878260869565215,30.7,1.5499999999999998,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5899105,2020-11-05,0,0,1,2,12.604347826086956,21.1,3.0166666666666666,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5864653,2020-11-06,0,0,1,2,15.045833333333334,0.8,3.355555555555556,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5838292,2020-11-07,1,0,0,2,14.126086956521736,292.0,2.638888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5607778,2020-11-08,1,0,0,2,14.152173913043478,0.6000000000000001,1.4055555555555557,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5797960,2020-11-09,0,0,1,2,13.682608695652174,0.4,1.5444444444444445,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5824503,2020-11-10,0,0,1,2,13.669565217391304,2.8,1.3444444444444443,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5831276,2020-11-11,0,0,1,2,13.104166666666666,0.7000000000000001,2.055555555555556,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5837813,2020-11-12,0,0,1,2,12.845833333333331,0.3,1.1777777777777778,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5814922,2020-11-13,0,0,1,2,13.095833333333331,0.4,1.1555555555555557,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5720685,2020-11-14,1,0,0,2,13.23913043478261,0.1,1.5833333333333333,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5591693,2020-11-15,1,0,0,2,14.654166666666669,0.0,2.388888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5824794,2020-11-16,0,0,1,2,13.55,7.7,1.3722222222222222,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5834779,2020-11-17,0,0,1,2,12.717391304347826,0.4,1.0823529411764703,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5895979,2020-11-18,0,0,1,2,12.421739130434782,0.5,1.25625,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,5867225,2020-11-19,0,0,1,2,13.121739130434785,0.0,1.5941176470588236,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6116951,2020-11-20,0,0,1,2,9.69090909090909,0.2,1.588888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6263671,2020-11-21,1,0,0,2,8.131818181818183,0.0,1.5705882352941176,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6461232,2020-11-22,1,0,0,2,8.391666666666667,0.3,1.363157894736842,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6659585,2020-11-23,0,0,1,2,9.341666666666669,0.0,1.5789473684210529,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6718893,2020-11-24,0,0,1,2,9.221739130434782,0.7000000000000001,1.661111111111111,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6566010,2020-11-25,0,0,1,2,10.854166666666666,63.3,1.1421052631578947,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6438563,2020-11-26,0,0,1,2,11.730434782608697,111.2,1.563157894736842,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6379470,2020-11-27,0,0,1,2,12.0375,576.7,3.721052631578948,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6551746,2020-11-28,1,0,0,2,10.478260869565217,180.5,2.847368421052632,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6220497,2020-11-29,1,0,0,2,12.369565217391305,0.5,1.305263157894737,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6256770,2020-11-30,0,0,1,2,10.995833333333332,0.3,1.4263157894736842,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6800004,2020-12-01,0,0,1,2,8.404166666666667,1.9,1.5947368421052632,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6979928,2020-12-02,0,0,1,2,7.004347826086956,0.0,1.9,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7336142,2020-12-03,0,0,1,2,5.895833333333333,1.1,2.0789473684210527,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7373007,2020-12-04,0,0,1,2,5.747826086956521,0.0,2.5105263157894737,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7619291,2020-12-05,1,0,0,2,4.5625,0.0,2.126315789473684,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7680477,2020-12-06,1,0,0,2,5.356521739130435,0.0,2.794736842105263,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7884922,2020-12-07,0,0,1,2,5.895833333333333,30.4,1.831578947368421,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7916606,2020-12-08,0,1,0,2,5.752173913043479,0.0,2.289473684210526,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,8322245,2020-12-09,0,0,1,2,5.882608695652174,3.6,2.7789473684210524,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7970539,2020-12-10,0,0,1,2,7.5375,24.7,2.1894736842105265,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7805096,2020-12-11,0,0,1,2,8.069565217391304,15.7,1.6526315789473685,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7300494,2020-12-12,1,0,0,2,9.483333333333333,0.0,2.673684210526316,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7360350,2020-12-13,1,0,0,2,7.7,0.2,1.4157894736842105,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7566465,2020-12-14,0,0,1,2,9.465217391304348,0.5,1.1263157894736842,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7106056,2020-12-15,0,0,1,2,11.5,0.2,1.894736842105263,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7101956,2020-12-16,0,0,1,2,9.845454545454546,0.0,1.5789473684210529,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7124729,2020-12-17,0,0,1,2,10.509090909090908,157.3,1.4105263157894736,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7029807,2020-12-18,0,0,1,2,11.395652173913044,183.0,0.8526315789473684,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6619105,2020-12-19,1,0,0,2,11.215,10.0,1.838888888888889,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6668512,2020-12-20,1,0,0,2,10.0,0.6000000000000001,1.4277777777777778,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6971692,2020-12-21,0,0,1,2,9.336363636363636,0.2,1.5777777777777775,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7035734,2020-12-22,0,0,0,2,10.777272727272727,0.0,1.6578947368421053,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,6991050,2020-12-23,0,0,0,2,10.91304347826087,0.0,1.5052631578947366,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7250183,2020-12-24,0,0,0,2,8.027272727272727,0.2,1.5473684210526315,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7048531,2020-12-25,0,1,0,2,5.8,2.3,2.810526315789473,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7380013,2020-12-26,1,1,0,2,5.1695652173913045,0.0,2.147368421052632,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7862314,2020-12-27,1,0,0,2,3.1090909090909093,0.0,2.272222222222222,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,8043355,2020-12-28,0,0,0,2,6.709090909090909,0.2,4.527777777777778,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7900451,2020-12-29,0,0,0,2,6.021739130434782,0.0,2.6789473684210527,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,8143412,2020-12-30,0,0,0,2,5.079166666666667,0.2,2.857894736842105,5702423,57734,14676.0,38226.0,1
Residencial,2020.0,7753225,2020-12-31,0,0,0,2,5.747619047619048,0.0,2.433333333333333,5702423,57734,14676.0,38226.0,1
Residencial,2021.0,7694620,2021-01-01,0,1,0,2,4.326086956521739,15.0,1.68125,5702262,58124,15297.0,39511.0,1
Residencial,2021.0,7875422,2021-01-02,1,0,0,2,2.9086956521739133,0.0,1.9058823529411764,5702262,58124,15297.0,39511.0,1
Residencial,2021.0,8202716,2021-01-03,1,0,0,2,3.0043478260869563,0.0,1.9666666666666663,5702262,58124,15297.0,39511.0,1
