Sector_Economic,Valor,año,fecha,findesemana,festivos,lectivos,COVID,tmed,prec,velmedia,poblacion,PIB
Serveis,7974352,2020.0,2020-05-29,0,0,1,1,19.472727272727276,208.4,2.055555555555556,5702583,39194
Serveis,6746447,2020.0,2020-05-30,1,0,0,1,18.0,27.4,2.161111111111111,5702583,39039
Serveis,5953972,2020.0,2020-05-31,1,0,0,1,18.42727272727273,12.8,2.3666666666666667,5702583,39194
Serveis,6747541,2020.0,2020-06-01,0,1,0,1,18.613043478260867,129.70000000000002,1.7111111111111112,5702583,39194
Serveis,8318010,2020.0,2020-06-02,0,0,1,1,18.630434782608692,19.0,1.8722222222222225,5702583,34127
Serveis,8672497,2020.0,2020-06-03,0,0,1,1,19.895238095238096,284.0,2.429411764705882,5702583,39194
Serveis,8286560,2020.0,2020-06-04,0,0,1,1,15.871428571428572,47.1,2.7823529411764705,5702583,34127
Serveis,8244616,2020.0,2020-06-05,0,0,1,1,17.061904761904763,0.2,2.7588235294117647,5702583,39194
Serveis,7258820,2020.0,2020-06-06,1,0,0,1,18.728571428571428,27.3,2.28125,5702583,39194
Serveis,6407742,2020.0,2020-06-07,1,0,0,1,16.4,347.6,2.13125,5702583,34127
Serveis,8229525,2020.0,2020-06-08,0,0,1,1,14.676190476190476,62.4,2.30625,5702583,34127
Serveis,8412960,2020.0,2020-06-09,0,0,1,1,15.095,211.0,1.8882352941176472,5702583,39194
Serveis,8558593,2020.0,2020-06-10,0,0,1,1,15.856521739130434,36.5,1.9235294117647064,5702583,39194
Serveis,8749530,2020.0,2020-06-11,0,0,1,1,16.991304347826087,65.3,1.8294117647058823,5702583,34127
Serveis,8937604,2020.0,2020-06-12,0,0,1,1,18.847826086956523,30.6,3.388235294117647,5702583,39194
Serveis,7618527,2020.0,2020-06-13,1,0,0,1,18.643478260869564,0.1,3.4588235294117644,5702583,34127
Serveis,6711561,2020.0,2020-06-14,1,0,0,1,18.14782608695652,0.0,2.747058823529412,5702583,34127
Serveis,9018360,2020.0,2020-06-15,0,0,1,1,19.343478260869563,57.4,2.8117647058823527,5702583,39194
Serveis,8999135,2020.0,2020-06-16,0,0,1,1,17.117391304347827,120.5,1.8176470588235292,5702583,39194
Serveis,9010995,2020.0,2020-06-17,0,0,1,1,17.847826086956523,139.8,2.552941176470588,5702583,39039
Serveis,8981945,2020.0,2020-06-18,0,0,1,1,17.31304347826087,84.0,2.4705882352941178,5702583,39039
Serveis,9037588,2020.0,2020-06-19,0,0,1,1,18.64782608695652,0.0,2.2,5702583,39039
Serveis,7907008,2020.0,2020-06-20,1,0,0,1,19.782608695652176,62.9,2.3705882352941177,5702583,39194
Serveis,7061855,2020.0,2020-06-21,1,0,0,1,21.773913043478263,2.9,2.052941176470588,5702583,39039
Serveis,9770960,2020.0,2020-06-22,0,0,0,0,22.354545454545452,0.0,2.0588235294117645,5702583,39039
Serveis,9965307,2020.0,2020-06-23,0,0,0,0,22.35909090909091,0.0,2.994117647058824,5702583,39194
Serveis,8084765,2020.0,2020-06-24,0,1,0,0,22.09090909090909,0.0,2.33125,5702583,34127
Serveis,10239295,2020.0,2020-06-25,0,0,0,0,23.38571428571429,16.4,2.0352941176470587,5702583,39194
Serveis,10281624,2020.0,2020-06-26,0,0,0,0,23.563636363636363,0.0,2.023529411764706,5702583,34127
Serveis,8661340,2020.0,2020-06-27,1,0,0,0,23.05454545454545,16.6,2.3000000000000003,5702583,39039
Serveis,7649220,2020.0,2020-06-28,1,0,0,0,23.895454545454548,0.0,2.4588235294117644,5702583,39194
Serveis,10729021,2020.0,2020-06-29,0,0,0,0,23.35909090909091,0.4,2.447058823529412,5702583,39194
Serveis,10809357,2020.0,2020-06-30,0,0,0,0,23.704545454545453,1.2,2.294117647058824,5702583,39194
Serveis,11331505,2020.0,2020-07-01,0,0,0,2,25.071428571428573,4.0,2.123529411764706,5702423,39039
Serveis,11457986,2020.0,2020-07-02,0,0,0,2,23.535,453.2,2.788235294117647,5702423,39039
Serveis,10609483,2020.0,2020-07-03,0,0,0,2,21.085,15.0,3.0352941176470587,5702423,39039
Serveis,8814266,2020.0,2020-07-04,1,0,0,2,21.623809523809523,0.0,2.6882352941176477,5702423,39194
Serveis,8164590,2020.0,2020-07-05,1,0,0,2,23.280952380952375,0.0,2.388235294117647,5702423,39039
Serveis,11226088,2020.0,2020-07-06,0,0,0,2,24.54285714285714,0.0,2.2058823529411766,5702423,39039
Serveis,11212354,2020.0,2020-07-07,0,0,0,2,22.99047619047619,0.0,2.294117647058824,5702423,39194
Serveis,11253917,2020.0,2020-07-08,0,0,0,2,23.305,0.0,2.2764705882352945,5702423,39039
Serveis,11368360,2020.0,2020-07-09,0,0,0,2,25.104761904761908,0.0,1.947058823529412,5702423,39039
Serveis,11096603,2020.0,2020-07-10,0,0,0,2,24.609523809523807,0.1,2.4722222222222223,5702423,39194
Serveis,9192555,2020.0,2020-07-11,1,0,0,2,23.73333333333333,0.0,2.4388888888888887,5702423,39194
Serveis,7929090,2020.0,2020-07-12,1,0,0,2,23.585,2.2,1.9888888888888887,5702423,39039
Serveis,11098218,2020.0,2020-07-13,0,0,0,2,23.88095238095238,176.6,1.7777777777777777,5702423,39194
Serveis,11127686,2020.0,2020-07-14,0,0,0,2,22.63809523809524,32.800000000000004,2.561111111111112,5702423,39039
Serveis,11030164,2020.0,2020-07-15,0,0,0,2,21.78181818181818,119.2,2.477777777777778,5702423,39194
Serveis,10786594,2020.0,2020-07-16,0,0,0,2,21.154545454545453,1.2,2.6,5702423,39039
Serveis,10784433,2020.0,2020-07-17,0,0,0,2,22.422727272727272,4.1,2.4833333333333334,5702423,39194
Serveis,9062087,2020.0,2020-07-18,1,0,0,2,23.40909090909091,0.0,2.333333333333333,5702423,39194
Serveis,7995159,2020.0,2020-07-19,1,0,0,2,23.84090909090909,0.0,2.9388888888888887,5702423,39194
Serveis,11090962,2020.0,2020-07-20,0,0,0,2,23.23809523809524,0.5,2.272222222222222,5702423,39039
Serveis,11271953,2020.0,2020-07-21,0,0,0,2,24.1,0.0,2.205555555555556,5702423,39039
Serveis,11160067,2020.0,2020-07-22,0,0,0,2,24.29047619047619,0.2,2.288235294117647,5702423,39194
Serveis,11356856,2020.0,2020-07-23,0,0,0,2,25.563636363636363,9.9,2.011111111111111,5702423,39039
Serveis,11361617,2020.0,2020-07-24,0,0,0,2,24.94545454545454,3.4000000000000004,2.5166666666666666,5702423,39039
Serveis,9330233,2020.0,2020-07-25,1,0,0,2,24.39090909090909,0.0,2.7666666666666666,5702423,39194
Serveis,8173901,2020.0,2020-07-26,1,0,0,2,24.85454545454545,0.0,2.077777777777777,5702423,39194
Serveis,11518509,2020.0,2020-07-27,0,0,0,2,25.94545454545454,0.0,2.5277777777777777,5702423,39039
Serveis,11649845,2020.0,2020-07-28,0,0,0,2,26.518181818181816,0.0,2.1500000000000004,5702423,39039
Serveis,11625706,2020.0,2020-07-29,0,0,0,2,25.922727272727272,0.0,2.011111111111111,5702423,39194
Serveis,11808394,2020.0,2020-07-30,0,0,0,2,26.890476190476196,0.0,1.9388888888888889,5702423,39194
Serveis,11658568,2020.0,2020-07-31,0,0,0,2,27.277272727272727,0.0,2.272222222222222,5702423,39039
Serveis,9458547,2020.0,2020-08-01,1,0,0,2,27.40952380952381,0.0,2.25,5702423,39194
Serveis,8226352,2020.0,2020-08-02,1,0,0,2,25.94545454545454,115.6,3.1722222222222225,5702423,39194
Serveis,10443657,2020.0,2020-08-03,0,0,0,2,22.19090909090909,71.7,2.733333333333333,5702423,39194
Serveis,10463206,2020.0,2020-08-04,0,0,0,2,21.93636363636364,2.3,2.761111111111111,5702423,39039
Serveis,10643238,2020.0,2020-08-05,0,0,0,2,23.05,0.0,2.458823529411765,5702423,39039
Serveis,10866577,2020.0,2020-08-06,0,0,0,2,24.75909090909091,0.0,2.5166666666666666,5702423,39194
Serveis,10766271,2020.0,2020-08-07,0,0,0,2,25.604761904761908,0.0,2.955555555555556,5702423,39039
Serveis,9083945,2020.0,2020-08-08,1,0,0,2,26.61818181818182,0.0,2.427777777777778,5702423,39039
Serveis,8085704,2020.0,2020-08-09,1,0,0,2,27.24761904761905,6.4,2.164705882352941,5702423,39039
Serveis,10645239,2020.0,2020-08-10,0,0,0,2,25.96190476190477,0.2,2.2764705882352945,5702423,39194
Serveis,10746768,2020.0,2020-08-11,0,0,0,2,26.305,0.2,1.9823529411764709,5702423,39039
Serveis,10829213,2020.0,2020-08-12,0,0,0,2,25.9,7.7,2.711764705882353,5702423,39039
Serveis,10904786,2020.0,2020-08-13,0,0,0,2,24.91428571428572,166.8,2.0823529411764703,5702423,39194
Serveis,10554010,2020.0,2020-08-14,0,0,0,2,24.571428571428573,12.4,2.2588235294117647,5702423,39039
Serveis,8613404,2020.0,2020-08-15,1,1,0,2,24.3,20.6,2.617647058823529,5702423,39194
Serveis,7915831,2020.0,2020-08-16,1,0,0,2,23.914285714285715,11.6,2.476470588235294,5702423,39194
Serveis,10254336,2020.0,2020-08-17,0,0,0,2,22.96666666666667,0.0,2.5058823529411764,5702423,39039
Serveis,10320377,2020.0,2020-08-18,0,0,0,2,23.666666666666668,6.3,1.7823529411764707,5702423,39194
Serveis,10605041,2020.0,2020-08-19,0,0,0,2,24.5,0.0,3.0055555555555555,5702423,39194
Serveis,10797178,2020.0,2020-08-20,0,0,0,2,25.363636363636363,0.0,2.344444444444445,5702423,39194
Serveis,10869671,2020.0,2020-08-21,0,0,0,2,26.204545454545453,0.0,1.9777777777777776,5702423,39194
Serveis,9297740,2020.0,2020-08-22,1,0,0,2,25.895454545454548,0.0,2.7,5702423,39194
Serveis,7925089,2020.0,2020-08-23,1,0,0,2,24.21818181818181,3.4,2.911111111111111,5702423,39194
Serveis,10527386,2020.0,2020-08-24,0,0,0,2,23.09090909090909,0.0,2.816666666666667,5702423,39039
Serveis,11053343,2020.0,2020-08-25,0,0,0,2,24.60454545454546,0.0,3.2555555555555555,5702423,39039
Serveis,11245379,2020.0,2020-08-26,0,0,0,2,25.781818181818185,0.0,2.5,5702423,39039
Serveis,11244368,2020.0,2020-08-27,0,0,0,2,25.24090909090909,0.2,2.388888888888889,5702423,39039
Serveis,11059326,2020.0,2020-08-28,0,0,0,2,23.76363636363636,653.4,2.4944444444444445,5702423,39039
Serveis,8299959,2020.0,2020-08-29,1,0,0,2,17.47142857142857,116.1,1.911764705882353,5702423,39194
Serveis,7193142,2020.0,2020-08-30,1,0,0,2,17.73333333333333,86.0,2.617647058823529,5702423,39039
Serveis,9491126,2020.0,2020-08-31,0,0,0,2,18.15714285714286,0.0,2.541176470588236,5702423,39194
Serveis,9876310,2020.0,2020-09-01,0,0,0,2,19.30952380952381,30.700000000000003,1.9764705882352944,5702423,39039
Serveis,10020544,2020.0,2020-09-02,0,0,0,2,20.081818181818186,0.0,2.35,5702423,39194
Serveis,10250631,2020.0,2020-09-03,0,0,0,2,21.395454545454545,0.0,2.1500000000000004,5702423,39194
Serveis,10398585,2020.0,2020-09-04,0,0,0,2,22.495454545454542,0.0,1.9777777777777776,5702423,39194
Serveis,8677658,2020.0,2020-09-05,1,0,0,2,22.454545454545453,0.0,2.05,5702423,39194
Serveis,7552104,2020.0,2020-09-06,1,0,0,2,22.422727272727272,206.6,2.805555555555556,5702423,39194
Serveis,9793545,2020.0,2020-09-07,0,0,0,2,18.219047619047625,179.70000000000002,2.394117647058824,5702423,39039
Serveis,9717860,2020.0,2020-09-08,0,0,0,2,18.795454545454547,162.2,2.6444444444444444,5702423,39039
Serveis,9784926,2020.0,2020-09-09,0,0,0,2,18.845454545454547,159.9,1.7944444444444445,5702423,39194
Serveis,9942946,2020.0,2020-09-10,0,0,0,2,20.37272727272727,135.8,1.877777777777777,5702423,39039
Serveis,8221357,2020.0,2020-09-11,0,1,0,2,22.723809523809525,3.2,1.838888888888889,5702423,39039
Serveis,8431824,2020.0,2020-09-12,1,0,0,2,23.05454545454545,0.0,1.5388888888888888,5702423,39039
Serveis,7457377,2020.0,2020-09-13,1,0,0,2,23.73636363636364,0.0,1.6388888888888888,5702423,39039
Serveis,10569327,2020.0,2020-09-14,0,0,1,2,22.92727272727273,0.0,1.7333333333333334,5702423,39194
Serveis,10865580,2020.0,2020-09-15,0,0,1,2,22.37727272727273,0.0,1.876470588235294,5702423,39194
Serveis,11018146,2020.0,2020-09-16,0,0,1,2,23.217391304347824,1.4,1.7444444444444445,5702423,39194
Serveis,10904534,2020.0,2020-09-17,0,0,1,2,23.231818181818184,0.0,1.6722222222222225,5702423,39194
Serveis,10577683,2020.0,2020-09-18,0,0,1,2,20.465217391304343,157.1,1.5333333333333334,5702423,39039
Serveis,8850391,2020.0,2020-09-19,1,0,0,2,21.61304347826087,37.8,1.9055555555555557,5702423,39194
Serveis,7487490,2020.0,2020-09-20,1,0,0,2,20.83478260869565,1.9,2.105555555555556,5702423,39039
Serveis,10337615,2020.0,2020-09-21,0,0,1,2,19.4,226.0,1.6444444444444446,5702423,39039
Serveis,10488351,2020.0,2020-09-22,0,0,1,2,19.85217391304348,66.6,1.95,5702423,39039
Serveis,10582449,2020.0,2020-09-23,0,0,1,2,20.57391304347826,0.1,2.455555555555556,5702423,39194
Serveis,8431809,2020.0,2020-09-24,0,1,0,2,20.717391304347824,0.4,2.838888888888889,5702423,39039
Serveis,9488742,2020.0,2020-09-25,0,0,1,2,15.422727272727274,0.0,5.141176470588236,5702423,39194
Serveis,7754486,2020.0,2020-09-26,1,0,0,2,14.590909090909092,6.5,3.288235294117648,5702423,39194
Serveis,6808644,2020.0,2020-09-27,1,0,0,2,13.577272727272726,0.0,2.323529411764706,5702423,39039
Serveis,9287648,2020.0,2020-09-28,0,0,1,2,16.077272727272728,0.0,2.123529411764706,5702423,39194
Serveis,9587717,2020.0,2020-09-29,0,0,1,2,17.313636363636363,0.2,1.588235294117647,5702423,39194
Serveis,9621603,2020.0,2020-09-30,0,0,1,2,17.539130434782606,0.6000000000000001,2.072222222222222,5702423,39039
Serveis,9712128,2020.0,2020-10-01,0,0,1,2,19.454545454545453,4.8,2.466666666666667,5702423,39039
Serveis,9335053,2020.0,2020-10-02,0,0,1,2,13.191304347826089,123.5,3.05,5702423,39039
Serveis,7426148,2020.0,2020-10-03,1,0,0,2,11.986363636363636,9.8,3.588888888888889,5702423,39039
Serveis,6652576,2020.0,2020-10-04,1,0,0,2,13.656521739130437,0.0,3.1333333333333333,5702423,39039
Serveis,9012969,2020.0,2020-10-05,0,0,1,2,13.791304347826086,0.2,2.038888888888889,5702423,39039
Serveis,9248073,2020.0,2020-10-06,0,0,1,2,16.152173913043477,0.0,2.4444444444444446,5702423,39039
Serveis,9523217,2020.0,2020-10-07,0,0,1,2,18.44782608695652,1.7999999999999998,2.177777777777778,5702423,39039
Serveis,9644182,2020.0,2020-10-08,0,0,1,2,18.691304347826087,3.4000000000000004,1.7000000000000002,5702423,39039
Serveis,9672220,2020.0,2020-10-09,0,0,1,2,18.89130434782609,9.0,1.8176470588235292,5702423,39039
Serveis,7890532,2020.0,2020-10-10,1,0,0,2,16.05909090909091,480.6,1.7705882352941178,5702423,39039
Serveis,6759218,2020.0,2020-10-11,1,0,0,2,13.61904761904762,0.8,2.176470588235294,5702423,39039
Serveis,7150446,2020.0,2020-10-12,0,1,0,2,14.090909090909092,0.2,2.2,5702423,39039
Serveis,9141071,2020.0,2020-10-13,0,0,1,2,14.013636363636364,129.8,2.147058823529412,5702423,39039
Serveis,9190777,2020.0,2020-10-14,0,0,1,2,10.777272727272727,57.8,2.10625,5702423,39039
Serveis,9189687,2020.0,2020-10-15,0,0,1,2,10.709090909090907,10.1,2.2625,5702423,39039
Serveis,8979563,2020.0,2020-10-16,0,0,1,2,10.660869565217393,0.0,1.7999999999999998,5702423,39039
Serveis,7281124,2020.0,2020-10-17,1,0,0,2,11.408695652173911,0.2,1.6388888888888888,5702423,39039
Serveis,6473580,2020.0,2020-10-18,1,0,0,2,12.43913043478261,0.2,1.5722222222222222,5702423,39039
Serveis,8922166,2020.0,2020-10-19,0,0,1,2,13.417391304347827,0.0,2.076470588235294,5702423,39039
Serveis,9071835,2020.0,2020-10-20,0,0,1,2,16.07391304347826,0.0,1.9944444444444445,5702423,39039
Serveis,9173065,2020.0,2020-10-21,0,0,1,2,18.691304347826087,7.2,1.6722222222222225,5702423,39039
Serveis,9156213,2020.0,2020-10-22,0,0,1,2,16.747826086956522,66.3,1.6944444444444444,5702423,39039
Serveis,8951603,2020.0,2020-10-23,0,0,1,2,16.308695652173913,0.8,2.355555555555556,5702423,39039
Serveis,7270152,2020.0,2020-10-24,1,0,0,2,14.11304347826087,0.0,2.2444444444444445,5702423,39039
Serveis,6369322,2020.0,2020-10-25,1,0,0,2,15.117391304347825,0.7,2.933333333333333,5702423,39039
Serveis,8685464,2020.0,2020-10-26,0,0,1,2,12.31304347826087,27.4,2.716666666666667,5702423,39039
Serveis,8818867,2020.0,2020-10-27,0,0,1,2,11.247826086956522,0.0,1.7777777777777777,5702423,39039
Serveis,8832309,2020.0,2020-10-28,0,0,1,2,13.808695652173911,0.0,1.9944444444444445,5702423,39039
Serveis,8852801,2020.0,2020-10-29,0,0,1,2,14.595652173913043,0.2,1.7333333333333334,5702423,39039
Serveis,8624471,2020.0,2020-10-30,0,0,1,2,15.565217391304348,0.0,1.577777777777778,5702423,39039
Serveis,6991877,2020.0,2020-10-31,1,0,0,2,15.873913043478264,0.0,2.0,5702423,39039
Serveis,6222131,2020.0,2020-11-01,1,0,0,2,16.06086956521739,0.0,1.7833333333333334,5702423,39039
Serveis,8444290,2020.0,2020-11-02,0,0,1,2,16.717391304347824,0.0,2.0,5702423,39039
Serveis,8551747,2020.0,2020-11-03,0,0,1,2,14.417391304347827,346.4,1.1777777777777778,5702423,39039
Serveis,8514033,2020.0,2020-11-04,0,0,1,2,10.878260869565215,30.7,1.5499999999999998,5702423,39039
Serveis,8480181,2020.0,2020-11-05,0,0,1,2,12.604347826086956,21.1,3.0166666666666666,5702423,39039
Serveis,8413625,2020.0,2020-11-06,0,0,1,2,15.045833333333334,0.8,3.355555555555556,5702423,39039
Serveis,6948457,2020.0,2020-11-07,1,0,0,2,14.126086956521736,292.0,2.638888888888889,5702423,39039
Serveis,6140463,2020.0,2020-11-08,1,0,0,2,14.152173913043478,0.6000000000000001,1.4055555555555557,5702423,39039
Serveis,8392929,2020.0,2020-11-09,0,0,1,2,13.682608695652174,0.4,1.5444444444444445,5702423,39039
Serveis,8529394,2020.0,2020-11-10,0,0,1,2,13.669565217391304,2.8,1.3444444444444443,5702423,39039
Serveis,8528534,2020.0,2020-11-11,0,0,1,2,13.104166666666666,0.7000000000000001,2.055555555555556,5702423,39039
Serveis,8469515,2020.0,2020-11-12,0,0,1,2,12.845833333333331,0.3,1.1777777777777778,5702423,39039
Serveis,8325433,2020.0,2020-11-13,0,0,1,2,13.095833333333331,0.4,1.1555555555555557,5702423,39039
Serveis,6882747,2020.0,2020-11-14,1,0,0,2,13.23913043478261,0.1,1.5833333333333333,5702423,39039
Serveis,6112610,2020.0,2020-11-15,1,0,0,2,14.654166666666669,0.0,2.388888888888889,5702423,39039
Serveis,8371533,2020.0,2020-11-16,0,0,1,2,13.55,7.7,1.3722222222222222,5702423,39039
Serveis,8435208,2020.0,2020-11-17,0,0,1,2,12.717391304347826,0.4,1.0823529411764703,5702423,39039
Serveis,8469542,2020.0,2020-11-18,0,0,1,2,12.421739130434782,0.5,1.25625,5702423,39039
Serveis,8479743,2020.0,2020-11-19,0,0,1,2,13.121739130434785,0.0,1.5941176470588236,5702423,39039
Serveis,8438704,2020.0,2020-11-20,0,0,1,2,9.69090909090909,0.2,1.588888888888889,5702423,39039
Serveis,6903632,2020.0,2020-11-21,1,0,0,2,8.131818181818183,0.0,1.5705882352941176,5702423,39039
Serveis,6155890,2020.0,2020-11-22,1,0,0,2,8.391666666666667,0.3,1.363157894736842,5702423,39039
Serveis,8795350,2020.0,2020-11-23,0,0,1,2,9.341666666666669,0.0,1.5789473684210529,5702423,39039
Serveis,8928389,2020.0,2020-11-24,0,0,1,2,9.221739130434782,0.7000000000000001,1.661111111111111,5702423,39039
Serveis,8905955,2020.0,2020-11-25,0,0,1,2,10.854166666666666,63.3,1.1421052631578947,5702423,39039
Serveis,8934752,2020.0,2020-11-26,0,0,1,2,11.730434782608697,111.2,1.563157894736842,5702423,39039
Serveis,8860806,2020.0,2020-11-27,0,0,1,2,12.0375,576.7,3.721052631578948,5702423,39039
Serveis,7315030,2020.0,2020-11-28,1,0,0,2,10.478260869565217,180.5,2.847368421052632,5702423,39039
Serveis,6592702,2020.0,2020-11-29,1,0,0,2,12.369565217391305,0.5,1.305263157894737,5702423,39039
Serveis,8821644,2020.0,2020-11-30,0,0,1,2,10.995833333333332,0.3,1.4263157894736842,5702423,39039
Serveis,9161758,2020.0,2020-12-01,0,0,1,2,8.404166666666667,1.9,1.5947368421052632,5702423,39039
Serveis,9303504,2020.0,2020-12-02,0,0,1,2,7.004347826086956,0.0,1.9,5702423,39039
Serveis,9461606,2020.0,2020-12-03,0,0,1,2,5.895833333333333,1.1,2.0789473684210527,5702423,39039
Serveis,9297282,2020.0,2020-12-04,0,0,1,2,5.747826086956521,0.0,2.5105263157894737,5702423,39039
Serveis,7601685,2020.0,2020-12-05,1,0,0,2,4.5625,0.0,2.126315789473684,5702423,39039
Serveis,6686253,2020.0,2020-12-06,1,0,0,2,5.356521739130435,0.0,2.794736842105263,5702423,39039
Serveis,8895492,2020.0,2020-12-07,0,0,1,2,5.895833333333333,30.4,1.831578947368421,5702423,39039
Serveis,7281716,2020.0,2020-12-08,0,1,0,2,5.752173913043479,0.0,2.289473684210526,5702423,39039
Serveis,9767972,2020.0,2020-12-09,0,0,1,2,5.882608695652174,3.6,2.7789473684210524,5702423,39039
Serveis,9687434,2020.0,2020-12-10,0,0,1,2,7.5375,24.7,2.1894736842105265,5702423,39039
Serveis,9481443,2020.0,2020-12-11,0,0,1,2,8.069565217391304,15.7,1.6526315789473685,5702423,39039
Serveis,7539659,2020.0,2020-12-12,1,0,0,2,9.483333333333333,0.0,2.673684210526316,5702423,39039
Serveis,6859717,2020.0,2020-12-13,1,0,0,2,7.7,0.2,1.4157894736842105,5702423,39039
Serveis,9384606,2020.0,2020-12-14,0,0,1,2,9.465217391304348,0.5,1.1263157894736842,5702423,39039
Serveis,9410938,2020.0,2020-12-15,0,0,1,2,11.5,0.2,1.894736842105263,5702423,39039
Serveis,9444734,2020.0,2020-12-16,0,0,1,2,9.845454545454546,0.0,1.5789473684210529,5702423,39039
Serveis,9513000,2020.0,2020-12-17,0,0,1,2,10.509090909090908,157.3,1.4105263157894736,5702423,39039
Serveis,9371038,2020.0,2020-12-18,0,0,1,2,11.395652173913044,183.0,0.8526315789473684,5702423,39039
Serveis,7551517,2020.0,2020-12-19,1,0,0,2,11.215,10.0,1.838888888888889,5702423,39039
Serveis,6921279,2020.0,2020-12-20,1,0,0,2,10.0,0.6000000000000001,1.4277777777777778,5702423,39039
Serveis,9168600,2020.0,2020-12-21,0,0,1,2,9.336363636363636,0.2,1.5777777777777775,5702423,39039
Serveis,9172164,2020.0,2020-12-22,0,0,0,2,10.777272727272727,0.0,1.6578947368421053,5702423,39039
Serveis,9039128,2020.0,2020-12-23,0,0,0,2,10.91304347826087,0.0,1.5052631578947366,5702423,39039
Serveis,8355297,2020.0,2020-12-24,0,0,0,2,8.027272727272727,0.2,1.5473684210526315,5702423,39039
Serveis,6449384,2020.0,2020-12-25,0,1,0,2,5.8,2.3,2.810526315789473,5702423,39039
Serveis,6631043,2020.0,2020-12-26,1,1,0,2,5.1695652173913045,0.0,2.147368421052632,5702423,39039
Serveis,6847255,2020.0,2020-12-27,1,0,0,2,3.1090909090909093,0.0,2.272222222222222,5702423,39039
Serveis,9037215,2020.0,2020-12-28,0,0,0,2,6.709090909090909,0.2,4.527777777777778,5702423,39039
Serveis,9116996,2020.0,2020-12-29,0,0,0,2,6.021739130434782,0.0,2.6789473684210527,5702423,39039
Serveis,9235765,2020.0,2020-12-30,0,0,0,2,5.079166666666667,0.2,2.857894736842105,5702423,39039
Serveis,8546327,2020.0,2020-12-31,0,0,0,2,5.747619047619048,0.0,2.433333333333333,5702423,39039
Serveis,6412694,2021.0,2021-01-01,0,1,0,2,4.326086956521739,15.0,1.68125,5702262,39360
Serveis,7300423,2021.0,2021-01-02,1,0,0,2,2.9086956521739133,0.0,1.9058823529411764,5702262,39360
Serveis,6910917,2021.0,2021-01-03,1,0,0,2,3.0043478260869563,0.0,1.9666666666666663,5702262,39360
Serveis,9575497,2021.0,2021-01-04,0,0,0,2,2.875,0.0,1.7166666666666666,5702262,39360
Serveis,9491228,2021.0,2021-01-05,0,0,0,2,2.375,0.5,1.5,5702262,40825
Serveis,6906902,2021.0,2021-01-06,0,1,0,2,1.6666666666666667,9.1,1.4444444444444444,5702262,39360
Serveis,9824869,2021.0,2021-01-07,0,0,0,2,1.9666666666666668,0.2,1.2555555555555555,5702262,42037
Serveis,9860858,2021.0,2021-01-08,0,0,1,2,1.472,58.6,1.4263157894736842,5702262,42037
Serveis,7593972,2021.0,2021-01-09,1,0,0,2,2.5875,256.0,5.026315789473684,5702262,42037
Serveis,6930684,2021.0,2021-01-10,1,0,0,2,4.154166666666667,54.1,2.4105263157894736,5702262,40825
Serveis,10183881,2021.0,2021-01-11,0,0,1,2,2.2,0.0,2.0894736842105264,5702262,42037
Serveis,10363067,2021.0,2021-01-12,0,0,1,2,2.265217391304348,0.2,2.6,5702262,40825
Serveis,10223684,2021.0,2021-01-13,0,0,1,2,4.141666666666667,0.2,2.5157894736842104,5702262,39360
Serveis,10151655,2021.0,2021-01-14,0,0,1,2,3.8041666666666663,0.4,2.411111111111111,5702262,40825
Serveis,9844644,2021.0,2021-01-15,0,0,1,2,5.492000000000001,0.0,2.073684210526316,5702262,43579
Serveis,7505375,2021.0,2021-01-16,1,0,0,2,5.270833333333333,0.1,1.5473684210526315,5702262,43579
Serveis,6703387,2021.0,2021-01-17,1,0,0,2,7.708333333333333,0.0,1.9789473684210528,5702262,40825
Serveis,9766797,2021.0,2021-01-18,0,0,1,2,6.313043478260869,1.2,1.3842105263157896,5702262,43579
Serveis,9724756,2021.0,2021-01-19,0,0,1,2,6.8,0.3,1.947368421052632,5702262,42037
Serveis,9634487,2021.0,2021-01-20,0,0,1,2,7.340909090909091,0.1,1.9588235294117649,5702262,42037
Serveis,9401844,2021.0,2021-01-21,0,0,1,2,8.709090909090909,16.2,2.5823529411764703,5702262,39360
Serveis,9226462,2021.0,2021-01-22,0,0,1,2,8.530434782608696,110.9,4.988888888888889,5702262,43579
Serveis,7171330,2021.0,2021-01-23,1,0,0,2,7.756521739130435,4.0,4.061111111111111,5702262,40825
Serveis,6400429,2021.0,2021-01-24,1,0,0,2,9.769565217391303,0.0,3.8722222222222222,5702262,43579
Serveis,9277471,2021.0,2021-01-25,0,0,1,2,8.165217391304347,1.0,2.0055555555555555,5702262,40825
Serveis,9347876,2021.0,2021-01-26,0,0,1,2,7.326086956521739,0.4,1.6611111111111112,5702262,39360
Serveis,9210796,2021.0,2021-01-27,0,0,1,2,9.37391304347826,0.2,1.5833333333333333,5702262,40825
Serveis,9015910,2021.0,2021-01-28,0,0,1,2,12.129166666666668,0.0,1.7444444444444445,5702262,40825
Serveis,8725605,2021.0,2021-01-29,0,0,1,2,13.670833333333334,0.0,2.488888888888889,5702262,43579
Serveis,6920794,2021.0,2021-01-30,1,0,0,2,11.0,3.9,3.8055555555555554,5702262,40825
Serveis,6268077,2021.0,2021-01-31,1,0,0,2,10.4625,15.4,3.1555555555555554,5702262,42037
Serveis,8843301,2021.0,2021-02-01,0,0,1,2,12.61304347826087,0.4,3.735294117647059,5702262,43579
