Sector_Economic,Valor,año,fecha,findesemana,festivos,lectivos,COVID,tmed,prec,velmedia,poblacion,PIB
Serveis,10237025,2019.0,2019-03-28,0,0,1,0,10.456521739130435,0.0,1.9,5628011,43221
Serveis,10104844,2019.0,2019-03-29,0,0,1,0,10.113043478260868,0.0,2.1666666666666665,5628011,43221
Serveis,8230872,2019.0,2019-03-30,1,0,0,0,9.347826086956522,0.0,2.216666666666667,5628011,42747
Serveis,6900161,2019.0,2019-03-31,1,0,0,0,10.386956521739132,0.0,2.455555555555556,5628011,42747
Serveis,9948178,2019.0,2019-04-01,0,0,1,0,13.082608695652173,0.0,1.9222222222222225,5628011,42747
Serveis,10164301,2019.0,2019-04-02,0,0,1,0,12.48695652173913,147.7,2.2555555555555555,5628011,43221
Serveis,10199861,2019.0,2019-04-03,0,0,1,0,10.008695652173914,76.6,2.338888888888889,5628011,43221
Serveis,10417204,2019.0,2019-04-04,0,0,1,0,7.643478260869566,0.0,2.6,5628011,43221
Serveis,10343171,2019.0,2019-04-05,0,0,1,0,8.231818181818182,328.3,2.566666666666667,5628011,43221
Serveis,8422357,2019.0,2019-04-06,1,0,0,0,9.513636363636364,3.2,3.3058823529411767,5628011,43221
Serveis,7398227,2019.0,2019-04-07,1,0,0,0,9.439130434782609,63.0,2.033333333333333,5628011,43221
Serveis,10046670,2019.0,2019-04-08,0,0,1,0,11.234782608695651,9.9,2.45,5628011,42747
Serveis,10322430,2019.0,2019-04-09,0,0,1,0,10.565217391304348,161.3,1.8555555555555556,5628011,43242
Serveis,10317368,2019.0,2019-04-10,0,0,1,0,10.804347826086955,37.8,2.238888888888889,5628011,43242
Serveis,10349200,2019.0,2019-04-11,0,0,1,0,11.982608695652177,0.5,1.9944444444444445,5628011,43221
Serveis,10208955,2019.0,2019-04-12,0,0,1,0,12.956521739130435,0.6000000000000001,2.6166666666666667,5628011,43242
Serveis,8291131,2019.0,2019-04-13,1,0,0,0,12.617391304347825,0.0,2.1888888888888887,5628011,43221
Serveis,7330369,2019.0,2019-04-14,1,0,0,0,12.22608695652174,0.0,2.3666666666666667,5628011,43221
Serveis,9768648,2019.0,2019-04-15,0,0,0,0,11.052173913043475,11.1,2.216666666666667,5628011,43242
Serveis,9894433,2019.0,2019-04-16,0,0,0,0,12.039130434782608,0.0,1.8611111111111112,5628011,43242
Serveis,9828919,2019.0,2019-04-17,0,0,0,0,12.369565217391305,0.0,1.95,5628011,43221
Serveis,9439443,2019.0,2019-04-18,0,0,0,0,13.41304347826087,0.2,4.266666666666667,5628011,43221
Serveis,7611386,2019.0,2019-04-19,0,1,0,0,15.386363636363637,0.0,5.544444444444444,5628011,43221
Serveis,7925815,2019.0,2019-04-20,1,0,0,0,13.095652173913043,138.9,4.516666666666667,5628011,43242
Serveis,7239812,2019.0,2019-04-21,1,0,0,0,13.054545454545456,3.8,4.855555555555556,5628011,43242
Serveis,7948087,2019.0,2019-04-22,0,1,0,0,13.634782608695652,65.39999999999999,3.788888888888889,5628011,43221
Serveis,10031616,2019.0,2019-04-23,0,0,1,0,14.721739130434784,19.7,2.205555555555556,5628011,42747
Serveis,10201146,2019.0,2019-04-24,0,0,1,0,12.634782608695652,12.6,3.938888888888889,5628011,43242
Serveis,10266460,2019.0,2019-04-25,0,0,1,0,12.204347826086956,95.3,2.6333333333333333,5628011,43242
Serveis,10221007,2019.0,2019-04-26,0,0,1,0,12.872727272727271,0.2,3.55,5628011,43221
Serveis,8419010,2019.0,2019-04-27,1,0,0,0,13.117391304347825,0.0,2.083333333333333,5628011,43242
Serveis,7432583,2019.0,2019-04-28,1,0,0,0,12.382608695652175,0.8,2.2555555555555555,5628011,43221
Serveis,9922147,2019.0,2019-04-29,0,0,1,0,13.808695652173911,24.4,2.1555555555555554,5628011,42747
Serveis,10198558,2019.0,2019-04-30,0,0,1,0,15.004347826086958,1.6,2.6,5628011,42747
Serveis,7733244,2019.0,2019-05-01,0,1,0,0,15.130434782608695,5.2,2.9055555555555554,5628011,43242
Serveis,10135557,2019.0,2019-05-02,0,0,1,0,14.691304347826089,73.0,2.0,5628011,42747
Serveis,10180269,2019.0,2019-05-03,0,0,1,0,9.57391304347826,503.9,1.1666666666666667,5628011,43221
Serveis,8361196,2019.0,2019-05-04,1,0,0,0,11.98695652173913,0.0,2.588888888888889,5628011,42747
Serveis,7505787,2019.0,2019-05-05,1,0,0,0,12.308695652173911,0.0,3.011111111111111,5628011,43242
Serveis,10012452,2019.0,2019-05-06,0,0,1,0,11.060869565217391,0.0,2.7944444444444443,5628011,42747
Serveis,10193371,2019.0,2019-05-07,0,0,1,0,12.26086956521739,0.2,2.427777777777778,5628011,43221
Serveis,10349491,2019.0,2019-05-08,0,0,1,0,17.213636363636365,18.0,3.616666666666666,5628011,43221
Serveis,10363950,2019.0,2019-05-09,0,0,1,0,15.6,0.9,3.1166666666666667,5628011,42747
Serveis,10202594,2019.0,2019-05-10,0,0,1,0,17.756521739130438,10.0,2.111111111111111,5628011,43221
Serveis,8629878,2019.0,2019-05-11,1,0,0,0,15.956521739130435,1.0,2.638888888888889,5628011,42747
Serveis,7678458,2019.0,2019-05-12,1,0,0,0,15.247826086956522,0.0,2.727777777777778,5628011,42747
Serveis,10169431,2019.0,2019-05-13,0,0,1,0,14.173913043478262,0.0,2.7333333333333334,5628011,43221
Serveis,10340770,2019.0,2019-05-14,0,0,1,0,14.978260869565217,0.0,2.811111111111112,5628011,43242
Serveis,10217447,2019.0,2019-05-15,0,0,1,0,14.295652173913044,0.0,3.094444444444445,5628011,43221
Serveis,10276022,2019.0,2019-05-16,0,0,1,0,13.58695652173913,83.7,2.783333333333333,5628011,42747
Serveis,10194191,2019.0,2019-05-17,0,0,1,0,11.847826086956522,319.7,1.9444444444444444,5628011,43242
Serveis,8419658,2019.0,2019-05-18,1,0,0,0,13.052173913043475,11.8,2.9,5628011,43221
Serveis,7530322,2019.0,2019-05-19,1,0,0,0,11.873913043478264,114.2,1.6777777777777778,5628011,43221
Serveis,9950792,2019.0,2019-05-20,0,0,1,0,13.513636363636364,0.6000000000000001,2.4647058823529413,5628011,42747
Serveis,10222787,2019.0,2019-05-21,0,0,1,0,14.934782608695652,7.2,2.2944444444444443,5628011,43221
Serveis,10432066,2019.0,2019-05-22,0,0,1,0,16.452380952380953,0.0,2.4529411764705884,5628011,42747
Serveis,10511803,2019.0,2019-05-23,0,0,1,0,17.545454545454547,26.5,2.341176470588235,5628011,42747
Serveis,10137838,2019.0,2019-05-24,0,0,1,0,14.177272727272726,360.7,1.1529411764705884,5628011,43242
Serveis,8499356,2019.0,2019-05-25,1,0,0,0,16.678260869565218,9.2,1.6722222222222225,5628011,42747
Serveis,7615348,2019.0,2019-05-26,1,0,0,0,16.91304347826087,21.0,2.344444444444444,5628011,43242
Serveis,10269030,2019.0,2019-05-27,0,0,1,0,17.071428571428573,1.2,2.376470588235294,5628011,43221
Serveis,10418243,2019.0,2019-05-28,0,0,1,0,16.36818181818182,10.8,2.6411764705882352,5628011,42747
Serveis,10427767,2019.0,2019-05-29,0,0,1,0,15.947619047619046,0.2,2.4411764705882355,5628011,42747
Serveis,10308294,2019.0,2019-05-30,0,0,1,0,16.154545454545453,0.0,2.2823529411764705,5628011,43221
Serveis,10535266,2019.0,2019-05-31,0,0,1,0,17.99047619047619,0.0,2.8529411764705883,5628011,42747
Serveis,9059738,2019.0,2019-06-01,1,0,0,0,19.763636363636365,0.0,2.788235294117647,5628011,43242
Serveis,7981697,2019.0,2019-06-02,1,0,0,0,19.763636363636365,0.0,3.135294117647059,5628011,43242
Serveis,11005877,2019.0,2019-06-03,0,0,1,0,19.981818181818184,0.0,2.864705882352941,5628011,43242
Serveis,11290290,2019.0,2019-06-04,0,0,1,0,19.481818181818184,0.0,2.5647058823529414,5628011,43242
Serveis,11265903,2019.0,2019-06-05,0,0,1,0,17.86818181818182,0.4,3.211764705882353,5628011,43221
Serveis,11063478,2019.0,2019-06-06,0,0,1,0,15.763636363636364,0.0,2.788235294117647,5628011,42747
Serveis,11237755,2019.0,2019-06-07,0,0,1,0,18.80454545454545,0.0,3.0588235294117645,5628011,42747
Serveis,9030499,2019.0,2019-06-08,1,0,0,0,17.645454545454545,0.0,2.5058823529411764,5628011,43242
Serveis,7916338,2019.0,2019-06-09,1,0,0,0,20.277272727272727,0.2,1.758823529411765,5628011,43242
Serveis,9030580,2019.0,2019-06-10,0,1,0,0,19.75454545454545,54.2,3.394117647058824,5628011,43221
Serveis,10692840,2019.0,2019-06-11,0,0,1,0,12.91904761904762,371.8,1.652941176470588,5628011,42747
Serveis,10646245,2019.0,2019-06-12,0,0,1,0,14.245454545454544,0.4,2.9588235294117644,5628011,43221
Serveis,10787101,2019.0,2019-06-13,0,0,1,0,16.363636363636363,1.2,2.511764705882353,5628011,43242
Serveis,10968095,2019.0,2019-06-14,0,0,1,0,20.045454545454547,1.0,3.623529411764706,5628011,43242
Serveis,9144678,2019.0,2019-06-15,1,0,0,0,19.47391304347826,0.0,2.6555555555555554,5628011,43221
Serveis,8029170,2019.0,2019-06-16,1,0,0,0,19.172727272727272,0.0,2.661111111111111,5628011,43242
Serveis,11310357,2019.0,2019-06-17,0,0,1,0,21.108695652173918,0.0,2.761111111111111,5628011,43221
Serveis,11634233,2019.0,2019-06-18,0,0,1,0,21.256521739130434,0.0,2.983333333333333,5628011,43221
Serveis,11854784,2019.0,2019-06-19,0,0,1,0,21.24,0.0,2.638888888888889,5628011,42747
Serveis,11890161,2019.0,2019-06-20,0,0,1,0,22.104347826086958,0.0,2.4055555555555554,5628011,42747
Serveis,11814634,2019.0,2019-06-21,0,0,1,0,20.577272727272728,33.4,1.8166666666666669,5628011,42747
Serveis,9737214,2019.0,2019-06-22,1,0,0,0,21.545454545454547,0.0,3.177777777777778,5628011,43242
Serveis,8611109,2019.0,2019-06-23,1,0,0,0,23.15,0.0,2.9444444444444446,5628011,43242
Serveis,9394443,2019.0,2019-06-24,0,1,0,0,23.209090909090907,0.0,3.1666666666666665,5628011,43242
Serveis,12424854,2019.0,2019-06-25,0,0,0,0,24.377272727272725,0.0,3.3,5628011,42747
Serveis,12865865,2019.0,2019-06-26,0,0,0,0,26.5,0.0,3.35,5628011,43221
Serveis,13154316,2019.0,2019-06-27,0,0,0,0,27.363636363636363,0.0,1.961111111111111,5628011,43221
Serveis,13532101,2019.0,2019-06-28,0,0,0,0,29.286363636363635,0.0,2.2555555555555555,5628011,43221
Serveis,11014124,2019.0,2019-06-29,1,0,0,0,28.895454545454548,0.0,2.094444444444445,5628011,42747
Serveis,9897906,2019.0,2019-06-30,1,0,0,0,26.685,0.0,2.1,5628011,43221
Serveis,13376508,2019.0,2019-07-01,0,0,0,0,25.628,0.0,2.465,5665290,42747
Serveis,13644947,2019.0,2019-07-02,0,0,0,0,25.1,0.4,2.3,5665290,42747
Serveis,13691341,2019.0,2019-07-03,0,0,0,0,25.68,9.3,2.105,5665290,43221
Serveis,13709048,2019.0,2019-07-04,0,0,0,0,25.18,0.0,2.2,5665290,43221
Serveis,13778283,2019.0,2019-07-05,0,0,0,0,25.72,0.0,2.675,5665290,43221
Serveis,11293048,2019.0,2019-07-06,1,0,0,0,26.668000000000003,17.3,2.805,5665290,43221
Serveis,10270166,2019.0,2019-07-07,1,0,0,0,26.896,16.2,2.15,5665290,43221
Serveis,13378464,2019.0,2019-07-08,0,0,0,0,24.112,163.8,2.06,5665290,42747
Serveis,13209451,2019.0,2019-07-09,0,0,0,0,22.8625,137.3,2.773684210526316,5665290,43221
Serveis,13284778,2019.0,2019-07-10,0,0,0,0,23.58,0.0,2.445,5665290,43221
Serveis,13659042,2019.0,2019-07-11,0,0,0,0,25.14,0.0,2.625,5665290,43221
Serveis,13731135,2019.0,2019-07-12,0,0,0,0,25.192,0.0,2.71,5665290,42747
Serveis,10975186,2019.0,2019-07-13,1,0,0,0,25.344,0.0,2.65,5665290,43221
Serveis,9257433,2019.0,2019-07-14,1,0,0,0,23.432,162.6,1.94,5665290,43221
Serveis,13108980,2019.0,2019-07-15,0,0,0,0,23.364,0.0,2.725,5665290,43221
Serveis,13293949,2019.0,2019-07-16,0,0,0,0,23.156,0.0,3.275,5665290,42747
Serveis,13325267,2019.0,2019-07-17,0,0,0,0,22.968000000000004,436.9,2.3210526315789477,5665290,43221
Serveis,13166659,2019.0,2019-07-18,0,0,0,0,22.84,0.2,2.43,5665290,43221
Serveis,13426507,2019.0,2019-07-19,0,0,0,0,23.16,0.0,2.35,5665290,42747
Serveis,10928774,2019.0,2019-07-20,1,0,0,0,24.592,0.0,2.33,5665290,42747
Serveis,9449475,2019.0,2019-07-21,1,0,0,0,25.156,0.0,2.115,5665290,43221
Serveis,13686603,2019.0,2019-07-22,0,0,0,0,26.492,0.0,2.005,5665290,43221
Serveis,13942054,2019.0,2019-07-23,0,0,0,0,27.064,0.0,2.64,5665290,43221
Serveis,14061203,2019.0,2019-07-24,0,0,0,0,26.46,0.0,2.135,5665290,42747
Serveis,14038632,2019.0,2019-07-25,0,0,0,0,25.836,0.0,2.245,5665290,42747
Serveis,13617417,2019.0,2019-07-26,0,0,0,0,25.716,6.1,1.895,5665290,42747
Serveis,10572378,2019.0,2019-07-27,1,0,0,0,21.296,496.0,1.755,5665290,43221
Serveis,8839448,2019.0,2019-07-28,1,0,0,0,21.076,0.3,2.49,5665290,43221
Serveis,12834140,2019.0,2019-07-29,0,0,0,0,22.776,0.2,2.975,5665290,43221
Serveis,13215209,2019.0,2019-07-30,0,0,0,0,24.136,1.8,2.39,5665290,42747
Serveis,12615433,2019.0,2019-07-31,0,0,0,0,22.828000000000003,0.0,2.505,5665290,42747
Serveis,12734488,2019.0,2019-08-01,0,0,0,0,24.5,0.0,2.375,5665290,43221
Serveis,12802221,2019.0,2019-08-02,0,0,0,0,25.036,0.0,2.73,5665290,42747
Serveis,10835242,2019.0,2019-08-03,1,0,0,0,24.7,0.0,2.605,5665290,43221
Serveis,9730859,2019.0,2019-08-04,1,0,0,0,25.196,0.0,2.41,5665290,42747
Serveis,12834307,2019.0,2019-08-05,0,0,0,0,25.916,0.0,1.925,5665290,42747
Serveis,13079331,2019.0,2019-08-06,0,0,0,0,25.816,0.0,2.16,5665290,42747
Serveis,13121239,2019.0,2019-08-07,0,0,0,0,25.648000000000003,0.0,2.075,5665290,42747
Serveis,13420674,2019.0,2019-08-08,0,0,0,0,26.524,0.0,2.82,5665290,43221
Serveis,13517675,2019.0,2019-08-09,0,0,0,0,27.708,0.0,2.935,5665290,43221
Serveis,11386408,2019.0,2019-08-10,1,0,0,0,26.716,0.0,2.47,5665290,42747
Serveis,9860706,2019.0,2019-08-11,1,0,0,0,25.74,267.1,2.23,5665290,42747
Serveis,12306126,2019.0,2019-08-12,0,0,0,0,22.84,0.0,2.375,5665290,42747
Serveis,11741296,2019.0,2019-08-13,0,0,0,0,21.3,0.0,3.185,5665290,42747
Serveis,11854902,2019.0,2019-08-14,0,0,0,0,21.828000000000003,0.0,2.45,5665290,42747
Serveis,9915046,2019.0,2019-08-15,0,1,0,0,23.64,149.8,2.33,5665290,43221
Serveis,11904699,2019.0,2019-08-16,0,0,0,0,23.996,4.0,2.568421052631579,5665290,43221
Serveis,10750255,2019.0,2019-08-17,1,0,0,0,24.676,0.0,2.745,5665290,43221
Serveis,9706482,2019.0,2019-08-18,1,0,0,0,25.052,0.9,2.58,5665290,42747
Serveis,12475105,2019.0,2019-08-19,0,0,0,0,24.26,0.2,2.71,5665290,42747
Serveis,12068697,2019.0,2019-08-20,0,0,0,0,21.728,24.8,1.875,5665290,42747
Serveis,12000441,2019.0,2019-08-21,0,0,0,0,22.10833333333333,15.6,2.265,5665290,43221
Serveis,12283471,2019.0,2019-08-22,0,0,0,0,23.904,0.0,2.215,5665290,43221
Serveis,12145096,2019.0,2019-08-23,0,0,0,0,23.508000000000003,0.0,1.885,5665290,42747
Serveis,10615531,2019.0,2019-08-24,1,0,0,0,24.232,0.0,2.085,5665290,43221
Serveis,9669668,2019.0,2019-08-25,1,0,0,0,24.936,0.0,1.955,5665290,42747
Serveis,12752512,2019.0,2019-08-26,0,0,0,0,24.084,4.9,2.03,5665290,42747
Serveis,12462552,2019.0,2019-08-27,0,0,0,0,21.62,231.5,1.525,5665290,42747
Serveis,12691343,2019.0,2019-08-28,0,0,0,0,23.356,0.0,1.86,5665290,42747
Serveis,12991366,2019.0,2019-08-29,0,0,0,0,24.564,2.4,1.99,5665290,42747
Serveis,13077786,2019.0,2019-08-30,0,0,0,0,25.317391304347822,6.199999999999999,1.495,5665290,43221
Serveis,10988782,2019.0,2019-08-31,1,0,0,0,25.312,116.7,1.82,5665290,42747
Serveis,9168281,2019.0,2019-09-01,1,0,0,0,23.516,207.8,1.7,5665290,43221
Serveis,12723161,2019.0,2019-09-02,0,0,0,0,22.176,165.0,1.945,5665290,43221
Serveis,12638864,2019.0,2019-09-03,0,0,0,0,22.08,0.2,2.07,5665290,42747
Serveis,12759284,2019.0,2019-09-04,0,0,0,0,22.284,0.0,2.08,5665290,42747
Serveis,12399430,2019.0,2019-09-05,0,0,0,0,21.296,39.4,2.69,5665290,42747
Serveis,11757303,2019.0,2019-09-06,0,0,0,0,19.248,11.9,2.2,5665290,43221
Serveis,9750369,2019.0,2019-09-07,1,0,0,0,19.308,79.1,2.49,5665290,42747
Serveis,8588054,2019.0,2019-09-08,1,0,0,0,19.18,52.8,2.53,5665290,43221
Serveis,11658915,2019.0,2019-09-09,0,0,0,0,19.954545454545453,302.5,2.425,5665290,43221
Serveis,11147263,2019.0,2019-09-10,0,0,0,0,15.7375,365.5,2.152631578947368,5665290,43221
Serveis,9233144,2019.0,2019-09-11,0,1,0,0,18.62,27.2,3.845,5665290,42747
Serveis,11568416,2019.0,2019-09-12,0,0,1,0,21.94,0.0,1.95,5665290,42747
Serveis,11467525,2019.0,2019-09-13,0,0,1,0,20.784,7.0,2.65,5665290,42747
Serveis,9719069,2019.0,2019-09-14,1,0,0,0,22.98,5.5,2.43,5665290,43221
Serveis,8598027,2019.0,2019-09-15,1,0,0,0,23.016666666666666,0.4,2.3947368421052637,5665290,43221
