consumo,fecha,findesemana,festivos,pernoctaciones,tmed,poblacion,t-1
10208955,1555027200,0,0,996000,12.956521739130435,5628011,10349200.0
8291131,1555113600,1,0,996000,12.617391304347825,5628011,10208955.0
7330369,1555200000,1,0,996000,12.22608695652174,5628011,8291131.0
9768648,1555286400,0,0,996000,11.052173913043475,5628011,7330369.0
9894433,1555372800,0,0,996000,12.039130434782608,5628011,9768648.0
9828919,1555459200,0,0,996000,12.369565217391305,5628011,9894433.0
9439443,1555545600,0,0,996000,13.41304347826087,5628011,9828919.0
7611386,1555632000,0,1,996000,15.386363636363637,5628011,9439443.0
7925815,1555718400,1,0,996000,13.095652173913043,5628011,7611386.0
7239812,1555804800,1,0,996000,13.054545454545456,5628011,7925815.0
7948087,1555891200,0,1,996000,13.634782608695652,5628011,7239812.0
10031616,1555977600,0,0,996000,14.721739130434784,5628011,7948087.0
10201146,1556064000,0,0,996000,12.634782608695652,5628011,10031616.0
10266460,1556150400,0,0,996000,12.204347826086956,5628011,10201146.0
10221007,1556236800,0,0,996000,12.872727272727271,5628011,10266460.0
8419010,1556323200,1,0,996000,13.117391304347825,5628011,10221007.0
7432583,1556409600,1,0,996000,12.382608695652175,5628011,8419010.0
9922147,1556496000,0,0,996000,13.808695652173911,5628011,7432583.0
10198558,1556582400,0,0,996000,15.004347826086958,5628011,9922147.0
7733244,1556668800,0,1,1014000,15.130434782608695,5628011,10198558.0
10135557,1556755200,0,0,1014000,14.691304347826089,5628011,7733244.0
10180269,1556841600,0,0,1014000,9.57391304347826,5628011,10135557.0
8361196,1556928000,1,0,1014000,11.98695652173913,5628011,10180269.0
7505787,1557014400,1,0,1014000,12.308695652173911,5628011,8361196.0
10012452,1557100800,0,0,1014000,11.060869565217391,5628011,7505787.0
10193371,1557187200,0,0,1014000,12.26086956521739,5628011,10012452.0
10349491,1557273600,0,0,1014000,17.213636363636365,5628011,10193371.0
10363950,1557360000,0,0,1014000,15.6,5628011,10349491.0
10202594,1557446400,0,0,1014000,17.756521739130438,5628011,10363950.0
8629878,1557532800,1,0,1014000,15.956521739130435,5628011,10202594.0
7678458,1557619200,1,0,1014000,15.247826086956522,5628011,8629878.0
10169431,1557705600,0,0,1014000,14.173913043478262,5628011,7678458.0
10340770,1557792000,0,0,1014000,14.978260869565217,5628011,10169431.0
10217447,1557878400,0,0,1014000,14.295652173913044,5628011,10340770.0
10276022,1557964800,0,0,1014000,13.58695652173913,5628011,10217447.0
10194191,1558051200,0,0,1014000,11.847826086956522,5628011,10276022.0
8419658,1558137600,1,0,1014000,13.052173913043475,5628011,10194191.0
7530322,1558224000,1,0,1014000,11.873913043478264,5628011,8419658.0
9950792,1558310400,0,0,1014000,13.513636363636364,5628011,7530322.0
10222787,1558396800,0,0,1014000,14.934782608695652,5628011,9950792.0
10432066,1558483200,0,0,1014000,16.452380952380953,5628011,10222787.0
10511803,1558569600,0,0,1014000,17.545454545454547,5628011,10432066.0
10137838,1558656000,0,0,1014000,14.177272727272726,5628011,10511803.0
8499356,1558742400,1,0,1014000,16.678260869565218,5628011,10137838.0
7615348,1558828800,1,0,1014000,16.91304347826087,5628011,8499356.0
10269030,1558915200,0,0,1014000,17.071428571428573,5628011,7615348.0
10418243,1559001600,0,0,1014000,16.36818181818182,5628011,10269030.0
10427767,1559088000,0,0,1014000,15.947619047619046,5628011,10418243.0
10308294,1559174400,0,0,1014000,16.154545454545453,5628011,10427767.0
10535266,1559260800,0,0,1014000,17.99047619047619,5628011,10308294.0
9059738,1559347200,1,0,1120000,19.763636363636365,5628011,10535266.0
7981697,1559433600,1,0,1120000,19.763636363636365,5628011,9059738.0
11005877,1559520000,0,0,1120000,19.981818181818184,5628011,7981697.0
11290290,1559606400,0,0,1120000,19.481818181818184,5628011,11005877.0
11265903,1559692800,0,0,1120000,17.86818181818182,5628011,11290290.0
11063478,1559779200,0,0,1120000,15.763636363636364,5628011,11265903.0
11237755,1559865600,0,0,1120000,18.80454545454545,5628011,11063478.0
9030499,1559952000,1,0,1120000,17.645454545454545,5628011,11237755.0
7916338,1560038400,1,0,1120000,20.277272727272727,5628011,9030499.0
9030580,1560124800,0,1,1120000,19.75454545454545,5628011,7916338.0
10692840,1560211200,0,0,1120000,12.91904761904762,5628011,9030580.0
10646245,1560297600,0,0,1120000,14.245454545454544,5628011,10692840.0
10787101,1560384000,0,0,1120000,16.363636363636363,5628011,10646245.0
10968095,1560470400,0,0,1120000,20.045454545454547,5628011,10787101.0
9144678,1560556800,1,0,1120000,19.47391304347826,5628011,10968095.0
8029170,1560643200,1,0,1120000,19.172727272727272,5628011,9144678.0
11310357,1560729600,0,0,1120000,21.10869565217392,5628011,8029170.0
11634233,1560816000,0,0,1120000,21.256521739130434,5628011,11310357.0
11854784,1560902400,0,0,1120000,21.24,5628011,11634233.0
11890161,1560988800,0,0,1120000,22.10434782608696,5628011,11854784.0
11814634,1561075200,0,0,1120000,20.577272727272728,5628011,11890161.0
9737214,1561161600,1,0,1120000,21.545454545454547,5628011,11814634.0
8611109,1561248000,1,0,1120000,23.15,5628011,9737214.0
9394443,1561334400,0,1,1120000,23.209090909090907,5628011,8611109.0
12424854,1561420800,0,0,1120000,24.377272727272725,5628011,9394443.0
12865865,1561507200,0,0,1120000,26.5,5628011,12424854.0
13154316,1561593600,0,0,1120000,27.363636363636363,5628011,12865865.0
13532101,1561680000,0,0,1120000,29.286363636363635,5628011,13154316.0
11014124,1561766400,1,0,1120000,28.895454545454548,5628011,13532101.0
9897906,1561852800,1,0,1120000,26.685,5628011,11014124.0
13376508,1561939200,0,0,1270000,25.628,5665290,9897906.0
13644947,1562025600,0,0,1270000,25.1,5665290,13376508.0
13691341,1562112000,0,0,1270000,25.68,5665290,13644947.0
13709048,1562198400,0,0,1270000,25.18,5665290,13691341.0
13778283,1562284800,0,0,1270000,25.72,5665290,13709048.0
11293048,1562371200,1,0,1270000,26.668000000000003,5665290,13778283.0
10270166,1562457600,1,0,1270000,26.896,5665290,11293048.0
13378464,1562544000,0,0,1270000,24.112,5665290,10270166.0
13209451,1562630400,0,0,1270000,22.8625,5665290,13378464.0
13284778,1562716800,0,0,1270000,23.58,5665290,13209451.0
13659042,1562803200,0,0,1270000,25.14,5665290,13284778.0
13731135,1562889600,0,0,1270000,25.192,5665290,13659042.0
10975186,1562976000,1,0,1270000,25.344,5665290,13731135.0
9257433,1563062400,1,0,1270000,23.432,5665290,10975186.0
13108980,1563148800,0,0,1270000,23.364,5665290,9257433.0
13293949,1563235200,0,0,1270000,23.156,5665290,13108980.0
13325267,1563321600,0,0,1270000,22.968000000000004,5665290,13293949.0
13166659,1563408000,0,0,1270000,22.84,5665290,13325267.0
13426507,1563494400,0,0,1270000,23.16,5665290,13166659.0
10928774,1563580800,1,0,1270000,24.592,5665290,13426507.0
9449475,1563667200,1,0,1270000,25.156,5665290,10928774.0
13686603,1563753600,0,0,1270000,26.492,5665290,9449475.0
13942054,1563840000,0,0,1270000,27.064,5665290,13686603.0
14061203,1563926400,0,0,1270000,26.46,5665290,13942054.0
14038632,1564012800,0,0,1270000,25.836,5665290,14061203.0
13617417,1564099200,0,0,1270000,25.716,5665290,14038632.0
10572378,1564185600,1,0,1270000,21.296,5665290,13617417.0
8839448,1564272000,1,0,1270000,21.076,5665290,10572378.0
12834140,1564358400,0,0,1270000,22.776,5665290,8839448.0
13215209,1564444800,0,0,1270000,24.136,5665290,12834140.0
12615433,1564531200,0,0,1270000,22.828000000000003,5665290,13215209.0
12734488,1564617600,0,0,1267000,24.5,5665290,12615433.0
12802221,1564704000,0,0,1267000,25.036,5665290,12734488.0
10835242,1564790400,1,0,1267000,24.7,5665290,12802221.0
9730859,1564876800,1,0,1267000,25.196,5665290,10835242.0
12834307,1564963200,0,0,1267000,25.916,5665290,9730859.0
13079331,1565049600,0,0,1267000,25.816,5665290,12834307.0
13121239,1565136000,0,0,1267000,25.648000000000003,5665290,13079331.0
13420674,1565222400,0,0,1267000,26.524,5665290,13121239.0
13517675,1565308800,0,0,1267000,27.708,5665290,13420674.0
11386408,1565395200,1,0,1267000,26.716,5665290,13517675.0
9860706,1565481600,1,0,1267000,25.74,5665290,11386408.0
12306126,1565568000,0,0,1267000,22.84,5665290,9860706.0
11741296,1565654400,0,0,1267000,21.3,5665290,12306126.0
11854902,1565740800,0,0,1267000,21.828000000000003,5665290,11741296.0
9915046,1565827200,0,1,1267000,23.64,5665290,11854902.0
11904699,1565913600,0,0,1267000,23.996,5665290,9915046.0
10750255,1566000000,1,0,1267000,24.676,5665290,11904699.0
9706482,1566086400,1,0,1267000,25.052,5665290,10750255.0
12475105,1566172800,0,0,1267000,24.26,5665290,9706482.0
12068697,1566259200,0,0,1267000,21.728,5665290,12475105.0
12000441,1566345600,0,0,1267000,22.10833333333333,5665290,12068697.0
12283471,1566432000,0,0,1267000,23.904,5665290,12000441.0
12145096,1566518400,0,0,1267000,23.508000000000003,5665290,12283471.0
10615531,1566604800,1,0,1267000,24.232,5665290,12145096.0
9669668,1566691200,1,0,1267000,24.936,5665290,10615531.0
12752512,1566777600,0,0,1267000,24.084,5665290,9669668.0
12462552,1566864000,0,0,1267000,21.62,5665290,12752512.0
12691343,1566950400,0,0,1267000,23.356,5665290,12462552.0
12991366,1567036800,0,0,1267000,24.564,5665290,12691343.0
13077786,1567123200,0,0,1267000,25.317391304347822,5665290,12991366.0
10988782,1567209600,1,0,1267000,25.312,5665290,13077786.0
9168281,1567296000,1,0,1060000,23.516,5665290,10988782.0
12723161,1567382400,0,0,1060000,22.176,5665290,9168281.0
12638864,1567468800,0,0,1060000,22.08,5665290,12723161.0
12759284,1567555200,0,0,1060000,22.284,5665290,12638864.0
12399430,1567641600,0,0,1060000,21.296,5665290,12759284.0
11757303,1567728000,0,0,1060000,19.248,5665290,12399430.0
9750369,1567814400,1,0,1060000,19.308,5665290,11757303.0
8588054,1567900800,1,0,1060000,19.18,5665290,9750369.0
11658915,1567987200,0,0,1060000,19.954545454545453,5665290,8588054.0
11147263,1568073600,0,0,1060000,15.7375,5665290,11658915.0
9233144,1568160000,0,1,1060000,18.62,5665290,11147263.0
11568416,1568246400,0,0,1060000,21.94,5665290,9233144.0
11467525,1568332800,0,0,1060000,20.784,5665290,11568416.0
9719069,1568419200,1,0,1060000,22.98,5665290,11467525.0
8598027,1568505600,1,0,1060000,23.016666666666666,5665290,9719069.0
11839073,1568592000,0,0,1060000,22.475,5665290,8598027.0
12155282,1568678400,0,0,1060000,22.879166666666663,5665290,11839073.0
12402574,1568764800,0,0,1060000,22.9125,5665290,12155282.0
12371094,1568851200,0,0,1060000,21.829166666666666,5665290,12402574.0
12119202,1568937600,0,0,1060000,21.0625,5665290,12371094.0
9918647,1569024000,1,0,1060000,19.058333333333334,5665290,12119202.0
8800818,1569110400,1,0,1060000,21.116666666666667,5665290,9918647.0
11491811,1569196800,0,0,1060000,19.341666666666665,5665290,8800818.0
10009937,1569283200,0,1,1060000,21.2625,5665290,11491811.0
12123919,1569369600,0,0,1060000,19.9375,5665290,10009937.0
12250080,1569456000,0,0,1060000,20.529166666666665,5665290,12123919.0
12341935,1569542400,0,0,1060000,20.891666666666666,5665290,12250080.0
10002437,1569628800,1,0,1060000,20.72083333333333,5665290,12341935.0
8890925,1569715200,1,0,1060000,21.766666666666666,5665290,10002437.0
12125197,1569801600,0,0,1060000,20.666666666666668,5665290,8890925.0
12094923,1569888000,0,0,1043000,21.67083333333333,5665290,12125197.0
11740456,1569974400,0,0,1043000,19.72083333333333,5665290,12094923.0
11407413,1570060800,0,0,1043000,17.969565217391306,5665290,11740456.0
11377684,1570147200,0,0,1043000,18.379166666666663,5665290,11407413.0
9409034,1570233600,1,0,1043000,18.6,5665290,11377684.0
8343709,1570320000,1,0,1043000,18.5375,5665290,9409034.0
11133748,1570406400,0,0,1043000,18.320833333333333,5665290,8343709.0
11521225,1570492800,0,0,1043000,19.0,5665290,11133748.0
11463881,1570579200,0,0,1043000,18.445833333333333,5665290,11521225.0
11217086,1570665600,0,0,1043000,17.42083333333333,5665290,11463881.0
11289042,1570752000,0,0,1043000,18.933333333333334,5665290,11217086.0
9088680,1570838400,1,1,1043000,20.391666666666666,5665290,11289042.0
8568791,1570924800,1,0,1043000,20.454166666666666,5665290,9088680.0
11483619,1571011200,0,0,1043000,19.491666666666667,5665290,8568791.0
10847538,1571097600,0,0,1043000,14.720833333333331,5665290,11483619.0
10832997,1571184000,0,0,1043000,15.0875,5665290,10847538.0
10970785,1571270400,0,0,1043000,16.8125,5665290,10832997.0
10010416,1571356800,0,0,1043000,17.433333333333334,5665290,10970785.0
9153526,1571443200,1,0,1043000,18.23913043478261,5665290,10010416.0
8198946,1571529600,1,0,1043000,16.904545454545453,5665290,9153526.0
10570350,1571616000,0,0,1043000,13.330434782608696,5665290,8198946.0
10778018,1571702400,0,0,1043000,15.19,5665290,10570350.0
10713085,1571788800,0,0,1043000,14.395,5665290,10778018.0
10608156,1571875200,0,0,1043000,13.370833333333332,5665290,10713085.0
10576811,1571961600,0,0,1043000,14.643999999999998,5665290,10608156.0
8854925,1572048000,1,0,1043000,15.736,5665290,10576811.0
7902343,1572134400,1,0,1043000,16.084,5665290,8854925.0
10580882,1572220800,0,0,1043000,14.6,5665290,7902343.0
10745199,1572307200,0,0,1043000,15.976,5665290,10580882.0
10781003,1572393600,0,0,1043000,16.576,5665290,10745199.0
10589165,1572480000,0,0,1043000,16.32,5665290,10781003.0
11674739,1572566400,0,1,661000,14.92,5665290,10589165.0
12466958,1572652800,1,0,661000,16.984,5665290,11674739.0
11042731,1572739200,1,0,661000,14.6,5665290,12466958.0
14842662,1572825600,0,0,661000,15.604,5665290,11042731.0
14945923,1572912000,0,0,661000,11.972,5665290,14842662.0
14769733,1572998400,0,0,661000,11.032,5665290,14945923.0
14694272,1573084800,0,0,661000,10.144,5665290,14769733.0
14578383,1573171200,0,0,661000,8.196,5665290,14694272.0
12154954,1573257600,1,0,661000,8.304,5665290,14578383.0
10918743,1573344000,1,0,661000,8.464,5665290,12154954.0
14925925,1573430400,0,0,661000,7.928,5665290,10918743.0
15007292,1573516800,0,0,661000,9.664,5665290,14925925.0
15072109,1573603200,0,0,661000,8.783999999999999,5665290,15007292.0
15225163,1573689600,0,0,661000,6.684,5665290,15072109.0
15239642,1573776000,0,0,661000,5.879166666666666,5665290,15225163.0
12394056,1573862400,1,0,661000,6.354166666666667,5665290,15239642.0
11132756,1573948800,1,0,661000,6.1000000000000005,5665290,12394056.0
15310145,1574035200,0,0,661000,7.85,5665290,11132756.0
15633103,1574121600,0,0,661000,5.932,5665290,15310145.0
15682517,1574208000,0,0,661000,6.056,5665290,15633103.0
15519421,1574294400,0,0,661000,8.024,5665290,15682517.0
15212927,1574380800,0,0,661000,8.812000000000001,5665290,15519421.0
12410925,1574467200,1,0,661000,10.164,5665290,15212927.0
10977203,1574553600,1,0,661000,9.408,5665290,12410925.0
15076104,1574640000,0,0,661000,9.732,5665290,10977203.0
15154768,1574726400,0,0,661000,10.958333333333334,5665290,15076104.0
15072225,1574812800,0,0,661000,12.770833333333334,5665290,15154768.0
15009120,1574899200,0,0,661000,12.32,5665290,15072225.0
14839750,1574985600,0,0,661000,12.456,5665290,15009120.0
12199809,1575072000,1,0,661000,11.876,5665290,14839750.0
7740481,1575158400,1,0,648000,11.01923076923077,5665290,12199809.0
10432074,1575244800,0,0,648000,9.261538461538462,5665290,7740481.0
10707960,1575331200,0,0,648000,7.4192307692307695,5665290,10432074.0
10847820,1575417600,0,0,648000,9.83846153846154,5665290,10707960.0
10803302,1575504000,0,0,648000,9.696153846153846,5665290,10847820.0
8182475,1575590400,0,1,648000,10.476923076923075,5665290,10803302.0
8349923,1575676800,1,0,648000,10.007692307692308,5665290,8182475.0
7780684,1575763200,1,0,648000,7.816,5665290,8349923.0
10625321,1575849600,0,0,648000,9.442307692307692,5665290,7780684.0
10854948,1575936000,0,0,648000,7.842307692307693,5665290,10625321.0
10857051,1576022400,0,0,648000,7.461538461538462,5665290,10854948.0
11055319,1576108800,0,0,648000,6.707692307692308,5665290,10857051.0
10723055,1576195200,0,0,648000,12.765384615384615,5665290,11055319.0
8571925,1576281600,1,0,648000,10.938461538461535,5665290,10723055.0
7808583,1576368000,1,0,648000,10.261538461538462,5665290,8571925.0
10626204,1576454400,0,0,648000,8.384615384615385,5665290,7808583.0
10607063,1576540800,0,0,648000,11.953846153846154,5665290,10626204.0
10558851,1576627200,0,0,648000,11.765384615384615,5665290,10607063.0
10597557,1576713600,0,0,648000,10.180769230769233,5665290,10558851.0
10334668,1576800000,0,0,648000,12.553846153846154,5665290,10597557.0
8347670,1576886400,1,0,648000,12.965384615384616,5665290,10334668.0
7655423,1576972800,1,0,648000,12.038461538461538,5665290,8347670.0
9853712,1577059200,0,0,648000,9.48076923076923,5665290,7655423.0
9170176,1577145600,0,0,648000,10.003846153846156,5665290,9853712.0
7022510,1577232000,0,1,648000,11.38846153846154,5665290,9170176.0
7882973,1577318400,0,1,648000,10.680769230769233,5665290,7022510.0
9636433,1577404800,0,0,648000,8.111538461538462,5665290,7882973.0
8256855,1577491200,1,0,648000,8.534615384615385,5665290,9636433.0
7664677,1577577600,1,0,648000,8.3,5665290,8256855.0
9872751,1577664000,0,0,648000,7.95,5665290,7664677.0
9427794,1577750400,0,0,648000,6.736000000000001,5665290,9872751.0
10655356,1577836800,0,1,596000,6.443478260869565,5702583,9427794.0
14158206,1577923200,0,0,596000,5.956,5702583,10655356.0
14301131,1578009600,0,0,596000,5.944,5702583,14158206.0
11838652,1578096000,1,0,596000,7.104,5702583,14301131.0
11094701,1578182400,1,0,596000,7.612,5702583,11838652.0
10826826,1578268800,0,1,596000,7.688,5702583,11094701.0
14766431,1578355200,0,0,596000,7.552,5702583,10826826.0
15210354,1578441600,0,0,596000,9.044,5702583,14766431.0
15244984,1578528000,0,0,596000,8.068,5702583,15210354.0
15146431,1578614400,0,0,596000,6.856,5702583,15244984.0
12164992,1578700800,1,0,596000,4.972,5702583,15146431.0
11267776,1578787200,1,0,596000,5.988,5702583,12164992.0
15525905,1578873600,0,0,596000,5.38,5702583,11267776.0
15490267,1578960000,0,0,596000,6.984,5702583,15525905.0
15386324,1579046400,0,0,596000,7.024,5702583,15490267.0
15298955,1579132800,0,0,596000,8.325000000000001,5702583,15386324.0
15038162,1579219200,0,0,596000,9.591304347826089,5702583,15298955.0
12222878,1579305600,1,0,596000,8.036,5702583,15038162.0
11051394,1579392000,1,0,596000,7.516,5702583,12222878.0
15854320,1579478400,0,0,596000,6.188,5702583,11051394.0
15872508,1579564800,0,0,596000,6.891666666666667,5702583,15854320.0
15459023,1579651200,0,0,596000,9.330434782608696,5702583,15872508.0
15170359,1579737600,0,0,596000,8.804166666666667,5702583,15459023.0
14944079,1579824000,0,0,596000,8.595833333333333,5702583,15170359.0
12134315,1579910400,1,0,596000,8.008333333333333,5702583,14944079.0
10802393,1579996800,1,0,596000,8.945833333333333,5702583,12134315.0
15116406,1580083200,0,0,596000,7.879166666666666,5702583,10802393.0
15017010,1580169600,0,0,596000,10.14090909090909,5702583,15116406.0
15086506,1580256000,0,0,596000,9.34,5702583,15017010.0
15064700,1580342400,0,0,596000,11.132,5702583,15086506.0
14678752,1580428800,0,0,596000,12.504,5702583,15064700.0
8347473,1580515200,1,0,639000,12.728,5702583,14678752.0
7385333,1580601600,1,0,639000,13.536,5702583,8347473.0
10226616,1580688000,0,0,639000,15.328,5702583,7385333.0
10306570,1580774400,0,0,639000,12.832,5702583,10226616.0
10458725,1580860800,0,0,639000,8.42,5702583,10306570.0
10555873,1580947200,0,0,639000,8.088,5702583,10458725.0
10521716,1581033600,0,0,639000,8.096,5702583,10555873.0
8408036,1581120000,1,0,639000,8.788,5702583,10521716.0
7379365,1581206400,1,0,639000,9.244,5702583,8408036.0
10323616,1581292800,0,0,639000,13.012,5702583,7379365.0
10366348,1581379200,0,0,639000,11.444,5702583,10323616.0
10568917,1581465600,0,0,639000,9.808,5702583,10366348.0
10439038,1581552000,0,0,639000,11.812,5702583,10568917.0
10364375,1581638400,0,0,639000,10.608,5702583,10439038.0
8338052,1581724800,1,0,639000,11.292,5702583,10364375.0
7378726,1581811200,1,0,639000,12.044,5702583,8338052.0
10244623,1581897600,0,0,639000,12.570833333333333,5702583,7378726.0
10398571,1581984000,0,0,639000,8.983333333333333,5702583,10244623.0
10427059,1582070400,0,0,639000,8.2,5702583,10398571.0
10387900,1582156800,0,0,639000,9.248,5702583,10427059.0
10175460,1582243200,0,0,639000,10.312,5702583,10387900.0
8204870,1582329600,1,0,639000,10.732,5702583,10175460.0
7203533,1582416000,1,0,639000,12.556,5702583,8204870.0
10030025,1582502400,0,0,639000,13.048,5702583,7203533.0
10231408,1582588800,0,0,639000,10.2875,5702583,10030025.0
10226411,1582675200,0,0,639000,10.529166666666669,5702583,10231408.0
10253291,1582761600,0,0,639000,10.744000000000002,5702583,10226411.0
10062642,1582848000,0,0,639000,10.529166666666669,5702583,10253291.0
8071213,1582934400,1,0,639000,12.656,5702583,10062642.0
