consumo,fecha,findesemana,tmed,PIB,t-1
5583011,1558483200,0,16.452380952380953,63436,5592333.0
5562938,1558569600,0,17.545454545454547,62401,5583011.0
5691390,1558656000,0,14.177272727272726,63229,5562938.0
5381756,1558742400,1,16.678260869565218,62401,5691390.0
5249049,1558828800,1,16.91304347826087,63436,5381756.0
5634075,1558915200,0,17.071428571428573,62401,5249049.0
5618426,1559001600,0,16.36818181818182,62401,5634075.0
5596441,1559088000,0,15.947619047619046,62401,5618426.0
5499126,1559174400,0,16.154545454545453,63436,5596441.0
5304403,1559260800,0,17.99047619047619,63229,5499126.0
5031020,1559347200,1,19.763636363636365,63436,5304403.0
4996938,1559433600,1,19.763636363636365,62401,5031020.0
5542898,1559520000,0,19.981818181818184,63229,4996938.0
5591671,1559606400,0,19.481818181818184,62401,5542898.0
5593935,1559692800,0,17.86818181818182,63436,5591671.0
5496891,1559779200,0,15.763636363636364,63229,5593935.0
5441841,1559865600,0,18.80454545454545,63229,5496891.0
4950099,1559952000,1,17.645454545454545,62401,5441841.0
4755971,1560038400,1,20.277272727272727,63229,4950099.0
5202883,1560124800,0,19.75454545454545,63436,4755971.0
5663200,1560211200,0,12.91904761904762,62401,5202883.0
5488218,1560297600,0,14.245454545454544,63229,5663200.0
5495615,1560384000,0,16.363636363636363,63229,5488218.0
5448696,1560470400,0,20.045454545454547,63436,5495615.0
5145029,1560556800,1,19.47391304347826,62401,5448696.0
5084304,1560643200,1,19.172727272727272,63229,5145029.0
5656432,1560729600,0,21.10869565217392,63436,5084304.0
5732387,1560816000,0,21.256521739130434,63229,5656432.0
5826404,1560902400,0,21.24,62401,5732387.0
5826593,1560988800,0,22.10434782608696,63436,5826404.0
5752928,1561075200,0,20.577272727272728,63229,5826593.0
5303805,1561161600,1,21.545454545454547,62401,5752928.0
5099019,1561248000,1,23.15,63229,5303805.0
5467080,1561334400,0,23.209090909090907,63229,5099019.0
6209173,1561420800,0,24.377272727272725,63229,5467080.0
6580376,1561507200,0,26.5,63436,6209173.0
7043963,1561593600,0,27.363636363636363,62401,6580376.0
7782377,1561680000,0,29.286363636363635,63229,7043963.0
7558002,1561766400,1,28.895454545454548,62401,7782377.0
7019018,1561852800,1,26.685,63436,7558002.0
7582744,1561939200,0,25.628,63229,7019018.0
7628617,1562025600,0,25.1,63229,7582744.0
7725483,1562112000,0,25.68,62401,7628617.0
7728321,1562198400,0,25.18,63229,7725483.0
7702451,1562284800,0,25.72,63229,7728321.0
7207383,1562371200,1,26.668000000000003,63229,7702451.0
7211164,1562457600,1,26.896,62401,7207383.0
7283106,1562544000,0,24.112,63229,7211164.0
6920210,1562630400,0,22.8625,63229,7283106.0
7072767,1562716800,0,23.58,62401,6920210.0
7457251,1562803200,0,25.14,63229,7072767.0
7542990,1562889600,0,25.192,63229,7457251.0
6795962,1562976000,1,25.344,62401,7542990.0
6180504,1563062400,1,23.432,62401,6795962.0
6924926,1563148800,0,23.364,63229,6180504.0
6992644,1563235200,0,23.156,63229,6924926.0
7016582,1563321600,0,22.968000000000004,63229,6992644.0
6793220,1563408000,0,22.84,62401,7016582.0
6987871,1563494400,0,23.16,63229,6793220.0
6547444,1563580800,1,24.592,62401,6987871.0
6466172,1563667200,1,25.156,62401,6547444.0
7750338,1563753600,0,26.492,63229,6466172.0
8030345,1563840000,0,27.064,62401,7750338.0
8105231,1563926400,0,26.46,63229,8030345.0
8125018,1564012800,0,25.836,63229,8105231.0
7765067,1564099200,0,25.716,62401,8125018.0
6298277,1564185600,1,21.296,63229,7765067.0
5485191,1564272000,1,21.076,63229,6298277.0
6712578,1564358400,0,22.776,63229,5485191.0
7001363,1564444800,0,24.136,62401,6712578.0
6292582,1564531200,0,22.828000000000003,62401,7001363.0
6208829,1564617600,0,24.5,63229,6292582.0
6238282,1564704000,0,25.036,62401,6208829.0
5927333,1564790400,1,24.7,63229,6238282.0
6003301,1564876800,1,25.196,62401,5927333.0
6784481,1564963200,0,25.916,62401,6003301.0
6883850,1565049600,0,25.816,63229,6784481.0
6783353,1565136000,0,25.648000000000003,63229,6883850.0
7080549,1565222400,0,26.524,63229,6783353.0
7299132,1565308800,0,27.708,63229,7080549.0
6646527,1565395200,1,26.716,62401,7299132.0
6169833,1565481600,1,25.74,63229,6646527.0
6173761,1565568000,0,22.84,63229,6169833.0
5620450,1565654400,0,21.3,62401,6173761.0
5592307,1565740800,0,21.828000000000003,62401,5620450.0
5456778,1565827200,0,23.64,63229,5592307.0
5651923,1565913600,0,23.996,63229,5456778.0
5669696,1566000000,1,24.676,63229,5651923.0
5831584,1566086400,1,25.052,62401,5669696.0
6200130,1566172800,0,24.26,62401,5831584.0
5795914,1566259200,0,21.728,62401,6200130.0
5728512,1566345600,0,22.10833333333333,62401,5795914.0
5910732,1566432000,0,23.904,62401,5728512.0
5883887,1566518400,0,23.508000000000003,63229,5910732.0
5709566,1566604800,1,24.232,62401,5883887.0
5940823,1566691200,1,24.936,63229,5709566.0
6583288,1566777600,0,24.084,63229,5940823.0
6176224,1566864000,0,21.62,63229,6583288.0
6314589,1566950400,0,23.356,62401,6176224.0
6591300,1567036800,0,24.564,63229,6314589.0
6843335,1567123200,0,25.317391304347822,62401,6591300.0
6320403,1567209600,1,25.312,62401,6843335.0
6192107,1567296000,1,23.516,63229,6320403.0
6572341,1567382400,0,22.176,62401,6192107.0
6387787,1567468800,0,22.08,63229,6572341.0
6429481,1567555200,0,22.284,62401,6387787.0
6107587,1567641600,0,21.296,62401,6429481.0
5642200,1567728000,0,19.248,63229,6107587.0
5215830,1567814400,1,19.308,62401,5642200.0
5146382,1567900800,1,19.18,63229,5215830.0
5703880,1567987200,0,19.954545454545453,62401,5146382.0
5683419,1568073600,0,15.7375,63229,5703880.0
5392555,1568160000,0,18.62,62401,5683419.0
5588416,1568246400,0,21.94,62401,5392555.0
5537029,1568332800,0,20.784,62401,5588416.0
5270285,1568419200,1,22.98,62401,5537029.0
5336726,1568505600,1,23.016666666666666,62401,5270285.0
5874962,1568592000,0,22.475,62401,5336726.0
6016244,1568678400,0,22.879166666666663,62401,5874962.0
6155722,1568764800,0,22.9125,62401,6016244.0
6125712,1568851200,0,21.829166666666666,63229,6155722.0
5904493,1568937600,0,21.0625,63229,6125712.0
5589671,1569024000,1,19.058333333333334,63229,5904493.0
5383128,1569110400,1,21.116666666666667,62401,5589671.0
5689971,1569196800,0,19.341666666666665,62401,5383128.0
5714773,1569283200,0,21.2625,62401,5689971.0
5944457,1569369600,0,19.9375,62401,5714773.0
5972897,1569456000,0,20.529166666666665,63229,5944457.0
5931616,1569542400,0,20.891666666666666,62401,5972897.0
5588840,1569628800,1,20.72083333333333,63229,5931616.0
5624256,1569715200,1,21.766666666666666,62401,5588840.0
5891601,1569801600,0,20.666666666666668,62401,5624256.0
5959910,1569888000,0,21.67083333333333,62401,5891601.0
5775269,1569974400,0,19.72083333333333,62401,5959910.0
5606136,1570060800,0,17.969565217391306,62401,5775269.0
5525408,1570147200,0,18.379166666666663,62401,5606136.0
5243171,1570233600,1,18.6,62401,5525408.0
5214064,1570320000,1,18.5375,62401,5243171.0
5559134,1570406400,0,18.320833333333333,62401,5214064.0
5619870,1570492800,0,19.0,62401,5559134.0
5679624,1570579200,0,18.445833333333333,62401,5619870.0
5608516,1570665600,0,17.42083333333333,62401,5679624.0
5542113,1570752000,0,18.933333333333334,62401,5608516.0
5219436,1570838400,1,20.391666666666666,62401,5542113.0
5311498,1570924800,1,20.454166666666666,62401,5219436.0
5823871,1571011200,0,19.491666666666667,62401,5311498.0
5601925,1571097600,0,14.720833333333331,62401,5823871.0
5554061,1571184000,0,15.0875,62401,5601925.0
5554958,1571270400,0,16.8125,62401,5554061.0
5581805,1571356800,0,17.433333333333334,62401,5554958.0
5346333,1571443200,1,18.23913043478261,62401,5581805.0
5342428,1571529600,1,16.904545454545453,62401,5346333.0
5640345,1571616000,0,13.330434782608696,62401,5342428.0
5702876,1571702400,0,15.19,62401,5640345.0
5685949,1571788800,0,14.395,62401,5702876.0
5624006,1571875200,0,13.370833333333332,62401,5685949.0
5543088,1571961600,0,14.643999999999998,62401,5624006.0
5320730,1572048000,1,15.736,62401,5543088.0
5276371,1572134400,1,16.084,62401,5320730.0
5665178,1572220800,0,14.6,62401,5276371.0
5660801,1572307200,0,15.976,62401,5665178.0
5667939,1572393600,0,16.576,62401,5660801.0
5418224,1572480000,0,16.32,62401,5667939.0
5244145,1572566400,0,14.92,62401,5418224.0
5180659,1572652800,1,16.984,62401,5244145.0
5293673,1572739200,1,14.6,62401,5180659.0
5998181,1572825600,0,15.604,62401,5293673.0
5984679,1572912000,0,11.972,62401,5998181.0
6088054,1572998400,0,11.032,62401,5984679.0
6138154,1573084800,0,10.144,62401,6088054.0
6443819,1573171200,0,8.196,62401,6138154.0
6460810,1573257600,1,8.304,62401,6443819.0
6643123,1573344000,1,8.464,62401,6460810.0
7332686,1573430400,0,7.928,62401,6643123.0
7218897,1573516800,0,9.664,62401,7332686.0
7375960,1573603200,0,8.783999999999999,62401,7218897.0
7666256,1573689600,0,6.684,62401,7375960.0
7831687,1573776000,0,5.879166666666666,62401,7666256.0
7617389,1573862400,1,6.354166666666667,62401,7831687.0
7822051,1573948800,1,6.1000000000000005,62401,7617389.0
8048505,1574035200,0,7.85,62401,7822051.0
8163765,1574121600,0,5.932,62401,8048505.0
8240160,1574208000,0,6.056,62401,8163765.0
7947828,1574294400,0,8.024,62401,8240160.0
7717232,1574380800,0,8.812000000000001,62401,7947828.0
7152189,1574467200,1,10.164,62401,7717232.0
7127610,1574553600,1,9.408,62401,7152189.0
7478241,1574640000,0,9.732,62401,7127610.0
7285711,1574726400,0,10.958333333333334,62401,7478241.0
7085479,1574812800,0,12.770833333333334,62401,7285711.0
6955974,1574899200,0,12.32,62401,7085479.0
6716799,1574985600,0,12.456,62401,6955974.0
6169945,1575072000,1,11.876,62401,6716799.0
6205218,1575158400,1,11.01923076923077,62401,6169945.0
6772824,1575244800,0,9.261538461538462,62401,6205218.0
7139951,1575331200,0,7.4192307692307695,62401,6772824.0
7684425,1575417600,0,9.83846153846154,62401,7139951.0
7327276,1575504000,0,9.696153846153846,62401,7684425.0
6552570,1575590400,0,10.476923076923075,62401,7327276.0
6282936,1575676800,1,10.007692307692308,62401,6552570.0
6830579,1575763200,1,7.816,62401,6282936.0
7342060,1575849600,0,9.442307692307692,62401,6830579.0
7479877,1575936000,0,7.842307692307693,62401,7342060.0
7627508,1576022400,0,7.461538461538462,62401,7479877.0
7803506,1576108800,0,6.707692307692308,62401,7627508.0
7195812,1576195200,0,12.765384615384615,62401,7803506.0
6571430,1576281600,1,10.938461538461535,62401,7195812.0
6574420,1576368000,1,10.261538461538462,62401,6571430.0
7068962,1576454400,0,8.384615384615385,62401,6574420.0
6819670,1576540800,0,11.953846153846154,62401,7068962.0
6707547,1576627200,0,11.765384615384615,62401,6819670.0
6739328,1576713600,0,10.180769230769233,62401,6707547.0
6671771,1576800000,0,12.553846153846154,62401,6739328.0
6219109,1576886400,1,12.965384615384616,62401,6671771.0
6134420,1576972800,1,12.038461538461538,62401,6219109.0
6617899,1577059200,0,9.48076923076923,62401,6134420.0
6751890,1577145600,0,10.003846153846156,62401,6617899.0
5944548,1577232000,0,11.38846153846154,62401,6751890.0
6054626,1577318400,0,10.680769230769233,62401,5944548.0
6511928,1577404800,0,8.111538461538462,62401,6054626.0
6326629,1577491200,1,8.534615384615385,62401,6511928.0
6381523,1577577600,1,8.3,62401,6326629.0
6899475,1577664000,0,7.95,62401,6381523.0
6930900,1577750400,0,6.736000000000001,62401,6899475.0
6948570,1577836800,0,6.443478260869565,59423,6930900.0
7608499,1577923200,0,5.956,59423,6948570.0
7750092,1578009600,0,5.944,59423,7608499.0
7371732,1578096000,1,7.104,49301,7750092.0
7211201,1578182400,1,7.612,59423,7371732.0
7445880,1578268800,0,7.688,59423,7211201.0
8109326,1578355200,0,7.552,49301,7445880.0
7932705,1578441600,0,9.044,57449,8109326.0
7895455,1578528000,0,8.068,59423,7932705.0
8168730,1578614400,0,6.856,49301,7895455.0
7874932,1578700800,1,4.972,57734,8168730.0
8124693,1578787200,1,5.988,59423,7874932.0
8577110,1578873600,0,5.38,57734,8124693.0
8388787,1578960000,0,6.984,57734,8577110.0
8301947,1579046400,0,7.024,57734,8388787.0
8085864,1579132800,0,8.325000000000001,49301,8301947.0
7715131,1579219200,0,9.591304347826089,49301,8085864.0
7502692,1579305600,1,8.036,57449,7715131.0
8177439,1579392000,1,7.516,57734,7502692.0
9094046,1579478400,0,6.188,49301,8177439.0
9455478,1579564800,0,6.891666666666667,59423,9094046.0
8671174,1579651200,0,9.330434782608696,57734,9455478.0
7896261,1579737600,0,8.804166666666667,57449,8671174.0
7750738,1579824000,0,8.595833333333333,57734,7896261.0
7527724,1579910400,1,8.008333333333333,57449,7750738.0
7388256,1579996800,1,8.945833333333333,49301,7527724.0
7899684,1580083200,0,7.879166666666666,57734,7388256.0
7740345,1580169600,0,10.14090909090909,49301,7899684.0
7605618,1580256000,0,9.34,59423,7740345.0
7343037,1580342400,0,11.132,59423,7605618.0
6709903,1580428800,0,12.504,57449,7343037.0
6110984,1580515200,1,12.728,57734,6709903.0
5949645,1580601600,1,13.536,57449,6110984.0
6157731,1580688000,0,15.328,57449,5949645.0
6161165,1580774400,0,12.832,57449,6157731.0
6475571,1580860800,0,8.42,59423,6161165.0
6667313,1580947200,0,8.088,59423,6475571.0
6870459,1581033600,0,8.096,57734,6667313.0
6622170,1581120000,1,8.788,49301,6870459.0
6581062,1581206400,1,9.244,57734,6622170.0
6640514,1581292800,0,13.012,59423,6581062.0
6556619,1581379200,0,11.444,57449,6640514.0
6897277,1581465600,0,9.808,49301,6556619.0
6535859,1581552000,0,11.812,49301,6897277.0
6567584,1581638400,0,10.608,49301,6535859.0
6132972,1581724800,1,11.292,57449,6567584.0
6331944,1581811200,1,12.044,49301,6132972.0
6546272,1581897600,0,12.570833333333333,49301,6331944.0
6660962,1581984000,0,8.983333333333333,59423,6546272.0
6772901,1582070400,0,8.2,59423,6660962.0
6767129,1582156800,0,9.248,57734,6772901.0
6517309,1582243200,0,10.312,59423,6767129.0
6140971,1582329600,1,10.732,59423,6517309.0
5992244,1582416000,1,12.556,59423,6140971.0
6392406,1582502400,0,13.048,59423,5992244.0
6503421,1582588800,0,10.2875,57449,6392406.0
6489150,1582675200,0,10.529166666666669,57449,6503421.0
6460747,1582761600,0,10.744000000000002,49301,6489150.0
6402181,1582848000,0,10.529166666666669,57449,6460747.0
5769245,1582934400,1,12.656,49301,6402181.0
5852448,1583020800,1,13.168,59423,5769245.0
6339744,1583107200,0,10.224,59423,5852448.0
6718066,1583193600,0,8.296,49301,6339744.0
6585793,1583280000,0,10.484000000000002,57449,6718066.0
6349819,1583366400,0,12.6,57449,6585793.0
6553610,1583452800,0,8.636000000000001,49301,6349819.0
6282031,1583539200,1,9.168,59423,6553610.0
6176155,1583625600,1,10.1625,49301,6282031.0
6515408,1583712000,0,11.012,57734,6176155.0
6503599,1583798400,0,10.04,57449,6515408.0
6344989,1583884800,0,13.204,57734,6503599.0
6220710,1583971200,0,14.908,57449,6344989.0
6287758,1584057600,0,13.576,49301,6220710.0
6170796,1584144000,1,12.275,57449,6287758.0
6121682,1584230400,1,11.184,59423,6170796.0
6849321,1584316800,0,10.820833333333333,57449,6121682.0
6552655,1584403200,0,11.86,49301,6849321.0
6365543,1584489600,0,11.968,49301,6552655.0
6319347,1584576000,0,10.844,49301,6365543.0
6347510,1584662400,0,10.188,59423,6319347.0
6274900,1584748800,1,10.004,49301,6347510.0
6169731,1584835200,1,11.272,59423,6274900.0
6449747,1584921600,0,11.356,59423,6169731.0
6623381,1585008000,0,9.592,59423,6449747.0
6998288,1585094400,0,6.896,57449,6623381.0
7204543,1585180800,0,5.5520000000000005,57449,6998288.0
7289762,1585267200,0,6.68,49301,7204543.0
6641494,1585353600,1,11.336,57734,7289762.0
5937345,1585440000,1,12.04,59423,6641494.0
6966506,1585526400,0,7.747999999999999,57734,5937345.0
6881086,1585612800,0,8.68,49301,6966506.0
7258281,1585699200,0,8.4,49301,6881086.0
6943163,1585785600,0,9.841666666666669,57734,7258281.0
6531963,1585872000,0,9.9125,57449,6943163.0
6201682,1585958400,1,10.979166666666666,57449,6531963.0
5962871,1586044800,1,10.679166666666667,57734,6201682.0
5996216,1586131200,0,11.620833333333332,49301,5962871.0
5933743,1586217600,0,12.2625,57734,5996216.0
5778923,1586304000,0,13.154166666666669,57734,5933743.0
5683306,1586390400,0,13.3,49301,5778923.0
5564826,1586476800,0,13.483333333333334,49301,5683306.0
5558143,1586563200,1,12.983333333333334,57734,5564826.0
5474017,1586649600,1,13.020833333333334,49301,5558143.0
5832039,1586736000,0,10.8,57449,5474017.0
5712561,1586822400,0,14.041666666666666,57449,5832039.0
5719965,1586908800,0,13.1125,57449,5712561.0
5669715,1586995200,0,15.408333333333331,57734,5719965.0
5679271,1587081600,0,15.520833333333334,57449,5669715.0
5674115,1587168000,1,15.583333333333334,49301,5679271.0
5741881,1587254400,1,14.15,57449,5674115.0
5853223,1587340800,0,14.775,57734,5741881.0
6019060,1587427200,0,12.5,57734,5853223.0
5964565,1587513600,0,12.720833333333331,57449,6019060.0
5758889,1587600000,0,15.045833333333334,57449,5964565.0
5619268,1587686400,0,15.329166666666666,57734,5758889.0
5538387,1587772800,1,14.520833333333334,49301,5619268.0
5393684,1587859200,1,15.2125,57449,5538387.0
5508444,1587945600,0,14.225,57734,5393684.0
5505013,1588032000,0,14.482608695652177,49301,5508444.0
5477169,1588118400,0,14.070833333333333,49301,5505013.0
5221547,1588204800,0,16.104166666666668,57734,5477169.0
5222301,1588291200,0,17.966666666666665,57734,5221547.0
5224631,1588377600,1,18.941666666666663,57449,5222301.0
5141160,1588464000,1,18.2375,57449,5224631.0
5287534,1588550400,0,18.979166666666668,49301,5141160.0
5358395,1588636800,0,19.216666666666665,49301,5287534.0
5359781,1588723200,0,19.541666666666668,57734,5358395.0
5348541,1588809600,0,18.90833333333333,57449,5359781.0
5372573,1588896000,0,18.120833333333334,57449,5348541.0
5381324,1588982400,1,15.4375,57449,5372573.0
5307187,1589068800,1,14.745833333333332,49301,5381324.0
5354535,1589155200,0,16.650000000000002,49301,5307187.0
5356106,1589241600,0,15.020833333333334,49301,5354535.0
5332890,1589328000,0,17.065217391304348,49301,5356106.0
5447525,1589414400,0,13.934782608695652,49301,5332890.0
5375499,1589500800,0,15.156521739130437,49301,5447525.0
5360452,1589587200,1,16.556521739130435,57734,5375499.0
5206592,1589673600,1,16.83478260869565,57734,5360452.0
5304250,1589760000,0,17.57391304347826,49301,5206592.0
5313566,1589846400,0,19.613636363636363,57734,5304250.0
5371094,1589932800,0,20.35,57449,5313566.0
5461611,1590019200,0,21.730434782608697,57734,5371094.0
5557901,1590105600,0,22.10869565217392,49301,5461611.0
5497928,1590192000,1,20.9,49301,5557901.0
5333848,1590278400,1,19.621739130434783,57734,5497928.0
5400141,1590364800,0,19.421739130434784,49301,5333848.0
5456270,1590451200,0,20.145454545454545,49301,5400141.0
5437291,1590537600,0,19.831818181818186,57449,5456270.0
5422584,1590624000,0,19.104761904761904,57734,5437291.0
5535433,1590710400,0,19.47272727272728,57734,5422584.0
5254990,1590796800,1,18.0,49301,5535433.0
4929210,1590883200,1,18.42727272727273,57449,5254990.0
5166821,1590969600,0,18.613043478260867,57449,4929210.0
5390396,1591056000,0,18.63043478260869,57734,5166821.0
5507522,1591142400,0,19.895238095238096,57734,5390396.0
5385601,1591228800,0,15.871428571428572,49301,5507522.0
5296114,1591315200,0,17.061904761904763,57449,5385601.0
5131043,1591401600,1,18.728571428571428,57449,5296114.0
5175490,1591488000,1,16.4,57734,5131043.0
5327236,1591574400,0,14.676190476190476,49301,5175490.0
5369393,1591660800,0,15.095,57449,5327236.0
5286171,1591747200,0,15.856521739130434,57734,5369393.0
5320578,1591833600,0,16.991304347826087,57734,5286171.0
5321187,1591920000,0,18.847826086956523,57449,5320578.0
