Sector_Economic,consumo,año,fecha,findesemana,festivos,lectivos,COVID,tmed,prec,velmedia,poblacion,PIB,Empleo
Indústria,1148067,2020.0,2020-05-10,1,0,0,1,14.745833333333332,368.4,2.973684210526316,5702583,37858,567700
Indústria,1488812,2020.0,2020-05-11,0,0,1,1,16.650000000000002,0.0,4.38421052631579,5702583,37858,567700
Indústria,1462277,2020.0,2020-05-12,0,0,1,1,15.020833333333334,28.7,2.615789473684211,5702583,37858,567700
Indústria,1483605,2020.0,2020-05-13,0,0,1,1,17.065217391304348,0.3,3.1333333333333333,5702583,37858,567700
Indústria,1477376,2020.0,2020-05-14,0,0,1,1,13.934782608695652,303.3,1.6888888888888889,5702583,37858,567700
Indústria,1429792,2020.0,2020-05-15,0,0,1,1,15.156521739130437,31.0,1.6888888888888889,5702583,37858,567700
Indústria,1122181,2020.0,2020-05-16,1,0,0,1,16.556521739130435,219.4,1.9166666666666667,5702583,37858,567700
Indústria,1030984,2020.0,2020-05-17,1,0,0,1,16.83478260869565,0.2,2.1444444444444444,5702583,37858,567700
Indústria,1445529,2020.0,2020-05-18,0,0,1,1,17.57391304347826,0.0,2.033333333333333,5702583,37858,567700
Indústria,1497342,2020.0,2020-05-19,0,0,1,1,19.613636363636363,0.0,2.2333333333333334,5702583,37858,567700
Indústria,1520729,2020.0,2020-05-20,0,0,1,1,20.35,0.0,1.7333333333333334,5702583,37858,567700
Indústria,1575176,2020.0,2020-05-21,0,0,1,1,21.730434782608697,0.0,2.033333333333333,5702583,37858,567700
Indústria,1559618,2020.0,2020-05-22,0,0,1,1,22.108695652173918,0.0,2.2333333333333334,5702583,37858,567700
Indústria,1183995,2020.0,2020-05-23,1,0,0,1,20.9,1.4,2.511111111111111,5702583,37858,567700
Indústria,1076047,2020.0,2020-05-24,1,0,0,1,19.621739130434783,0.0,2.305555555555556,5702583,37858,567700
Indústria,1509356,2020.0,2020-05-25,0,0,1,1,19.421739130434784,0.0,2.066666666666667,5702583,37858,567700
Indústria,1629393,2020.0,2020-05-26,0,0,1,1,20.145454545454545,0.0,2.0166666666666666,5702583,37858,567700
Indústria,1604700,2020.0,2020-05-27,0,0,1,1,19.831818181818186,5.0,2.7888888888888888,5702583,37858,567700
Indústria,1552635,2020.0,2020-05-28,0,0,1,1,19.104761904761904,0.0,2.2944444444444443,5702583,37858,567700
Indústria,1556994,2020.0,2020-05-29,0,0,1,1,19.472727272727276,208.4,2.055555555555556,5702583,37858,567700
Indústria,1180367,2020.0,2020-05-30,1,0,0,1,18.0,27.4,2.161111111111111,5702583,37858,567700
Indústria,1085553,2020.0,2020-05-31,1,0,0,1,18.42727272727273,12.8,2.3666666666666667,5702583,37858,567700
Indústria,1288977,2020.0,2020-06-01,0,1,0,1,18.613043478260867,129.70000000000002,1.7111111111111112,5702583,37858,567700
Indústria,1545505,2020.0,2020-06-02,0,0,1,1,18.630434782608692,19.0,1.8722222222222225,5702583,37858,567700
Indústria,1628192,2020.0,2020-06-03,0,0,1,1,19.895238095238096,284.0,2.429411764705882,5702583,37858,567700
Indústria,1536399,2020.0,2020-06-04,0,0,1,1,15.871428571428572,47.1,2.7823529411764705,5702583,37858,567700
Indústria,1498573,2020.0,2020-06-05,0,0,1,1,17.061904761904763,0.2,2.7588235294117647,5702583,37858,567700
Indústria,1200048,2020.0,2020-06-06,1,0,0,1,18.728571428571428,27.3,2.28125,5702583,37858,567700
Indústria,1030400,2020.0,2020-06-07,1,0,0,1,16.4,347.6,2.13125,5702583,37858,567700
Indústria,1442616,2020.0,2020-06-08,0,0,1,1,14.676190476190476,62.4,2.30625,5702583,37858,567700
Indústria,1523091,2020.0,2020-06-09,0,0,1,1,15.095,211.0,1.8882352941176472,5702583,37858,567700
Indústria,1547328,2020.0,2020-06-10,0,0,1,1,15.856521739130434,36.5,1.9235294117647064,5702583,37858,567700
Indústria,1573016,2020.0,2020-06-11,0,0,1,1,16.991304347826087,65.3,1.8294117647058823,5702583,37858,567700
Indústria,1592696,2020.0,2020-06-12,0,0,1,1,18.847826086956523,30.6,3.388235294117647,5702583,37858,567700
Indústria,1203851,2020.0,2020-06-13,1,0,0,1,18.643478260869564,0.1,3.4588235294117644,5702583,37858,567700
Indústria,1098900,2020.0,2020-06-14,1,0,0,1,18.14782608695652,0.0,2.747058823529412,5702583,37858,567700
Indústria,1578910,2020.0,2020-06-15,0,0,1,1,19.343478260869563,57.4,2.8117647058823527,5702583,37858,567700
Indústria,1629708,2020.0,2020-06-16,0,0,1,1,17.117391304347827,120.5,1.8176470588235292,5702583,37858,567700
Indústria,1652966,2020.0,2020-06-17,0,0,1,1,17.847826086956523,139.8,2.552941176470588,5702583,37858,567700
Indústria,1598633,2020.0,2020-06-18,0,0,1,1,17.31304347826087,84.0,2.4705882352941178,5702583,37858,567700
Indústria,1603333,2020.0,2020-06-19,0,0,1,1,18.64782608695652,0.0,2.2,5702583,37858,567700
Indústria,1261743,2020.0,2020-06-20,1,0,0,1,19.782608695652176,62.9,2.3705882352941177,5702583,37858,567700
Indústria,1167105,2020.0,2020-06-21,1,0,0,1,21.773913043478263,2.9,2.052941176470588,5702583,37858,567700
Indústria,1560974,2020.0,2020-06-22,0,0,0,0,22.354545454545452,0.0,2.0588235294117645,5702583,37858,567700
Indústria,1523741,2020.0,2020-06-23,0,0,0,0,22.35909090909091,0.0,2.994117647058824,5702583,37858,567700
Indústria,1260463,2020.0,2020-06-24,0,1,0,0,22.09090909090909,0.0,2.33125,5702583,37858,567700
Indústria,1683636,2020.0,2020-06-25,0,0,0,0,23.38571428571429,16.4,2.0352941176470587,5702583,37858,567700
Indústria,1702637,2020.0,2020-06-26,0,0,0,0,23.563636363636363,0.0,2.023529411764706,5702583,37858,567700
Indústria,1422452,2020.0,2020-06-27,1,0,0,0,23.05454545454545,16.6,2.3000000000000003,5702583,37858,567700
Indústria,1257897,2020.0,2020-06-28,1,0,0,0,23.895454545454548,0.0,2.4588235294117644,5702583,37858,567700
Indústria,1838793,2020.0,2020-06-29,0,0,0,0,23.35909090909091,0.4,2.447058823529412,5702583,37858,567700
Indústria,1904043,2020.0,2020-06-30,0,0,0,0,23.704545454545453,1.2,2.294117647058824,5702583,37858,567700
Indústria,1788681,2020.0,2020-07-01,0,0,0,2,25.071428571428573,4.0,2.123529411764706,5702423,26668,573300
Indústria,1838489,2020.0,2020-07-02,0,0,0,2,23.535,453.2,2.788235294117647,5702423,26668,573300
Indústria,1691983,2020.0,2020-07-03,0,0,0,2,21.085,15.0,3.0352941176470587,5702423,26668,573300
Indústria,1267017,2020.0,2020-07-04,1,0,0,2,21.623809523809523,0.0,2.6882352941176477,5702423,26668,573300
Indústria,1140586,2020.0,2020-07-05,1,0,0,2,23.280952380952375,0.0,2.388235294117647,5702423,26668,573300
Indústria,1649836,2020.0,2020-07-06,0,0,0,2,24.54285714285714,0.0,2.2058823529411766,5702423,26668,573300
Indústria,1702775,2020.0,2020-07-07,0,0,0,2,22.99047619047619,0.0,2.294117647058824,5702423,26668,573300
Indústria,1809112,2020.0,2020-07-08,0,0,0,2,23.305,0.0,2.2764705882352945,5702423,26668,573300
Indústria,1825667,2020.0,2020-07-09,0,0,0,2,25.104761904761908,0.0,1.947058823529412,5702423,26668,573300
Indústria,1751703,2020.0,2020-07-10,0,0,0,2,24.609523809523807,0.1,2.4722222222222223,5702423,26668,573300
Indústria,1350753,2020.0,2020-07-11,1,0,0,2,23.73333333333333,0.0,2.4388888888888887,5702423,26668,573300
Indústria,1153207,2020.0,2020-07-12,1,0,0,2,23.585,2.2,1.9888888888888887,5702423,26668,573300
Indústria,1719943,2020.0,2020-07-13,0,0,0,2,23.88095238095238,176.6,1.7777777777777777,5702423,26668,573300
Indústria,1791867,2020.0,2020-07-14,0,0,0,2,22.63809523809524,32.800000000000004,2.561111111111112,5702423,26668,573300
Indústria,1789628,2020.0,2020-07-15,0,0,0,2,21.78181818181818,119.2,2.477777777777778,5702423,26668,573300
Indústria,1742912,2020.0,2020-07-16,0,0,0,2,21.154545454545453,1.2,2.6,5702423,26668,573300
Indústria,1706300,2020.0,2020-07-17,0,0,0,2,22.422727272727272,4.1,2.4833333333333334,5702423,26668,573300
Indústria,1336168,2020.0,2020-07-18,1,0,0,2,23.40909090909091,0.0,2.333333333333333,5702423,26668,573300
Indústria,1184641,2020.0,2020-07-19,1,0,0,2,23.84090909090909,0.0,2.9388888888888887,5702423,26668,573300
Indústria,1742196,2020.0,2020-07-20,0,0,0,2,23.23809523809524,0.5,2.272222222222222,5702423,26668,573300
Indústria,1862141,2020.0,2020-07-21,0,0,0,2,24.1,0.0,2.205555555555556,5702423,26668,573300
Indústria,1820921,2020.0,2020-07-22,0,0,0,2,24.29047619047619,0.2,2.288235294117647,5702423,26668,573300
Indústria,1814495,2020.0,2020-07-23,0,0,0,2,25.563636363636363,9.9,2.011111111111111,5702423,26668,573300
Indústria,1755134,2020.0,2020-07-24,0,0,0,2,24.94545454545454,3.4000000000000004,2.5166666666666666,5702423,26668,573300
Indústria,1341111,2020.0,2020-07-25,1,0,0,2,24.39090909090909,0.0,2.7666666666666666,5702423,26668,573300
Indústria,1206668,2020.0,2020-07-26,1,0,0,2,24.85454545454545,0.0,2.077777777777777,5702423,26668,573300
Indústria,1787849,2020.0,2020-07-27,0,0,0,2,25.94545454545454,0.0,2.5277777777777777,5702423,26668,573300
Indústria,1855864,2020.0,2020-07-28,0,0,0,2,26.518181818181816,0.0,2.1500000000000004,5702423,26668,573300
Indústria,1859286,2020.0,2020-07-29,0,0,0,2,25.922727272727272,0.0,2.011111111111111,5702423,26668,573300
Indústria,1825668,2020.0,2020-07-30,0,0,0,2,26.890476190476196,0.0,1.9388888888888889,5702423,26668,573300
Indústria,1784202,2020.0,2020-07-31,0,0,0,2,27.277272727272727,0.0,2.272222222222222,5702423,26668,573300
Indústria,1471260,2020.0,2020-08-01,1,0,0,2,27.40952380952381,0.0,2.25,5702423,26668,573300
Indústria,1253375,2020.0,2020-08-02,1,0,0,2,25.94545454545454,115.6,3.1722222222222225,5702423,26668,573300
Indústria,1713123,2020.0,2020-08-03,0,0,0,2,22.19090909090909,71.7,2.733333333333333,5702423,26668,573300
Indústria,1791142,2020.0,2020-08-04,0,0,0,2,21.93636363636364,2.3,2.761111111111111,5702423,26668,573300
Indústria,1837562,2020.0,2020-08-05,0,0,0,2,23.05,0.0,2.458823529411765,5702423,26668,573300
Indústria,1873582,2020.0,2020-08-06,0,0,0,2,24.75909090909091,0.0,2.5166666666666666,5702423,26668,573300
Indústria,1811661,2020.0,2020-08-07,0,0,0,2,25.604761904761908,0.0,2.955555555555556,5702423,26668,573300
Indústria,1411765,2020.0,2020-08-08,1,0,0,2,26.61818181818182,0.0,2.427777777777778,5702423,26668,573300
Indústria,1271562,2020.0,2020-08-09,1,0,0,2,27.24761904761905,6.4,2.164705882352941,5702423,26668,573300
Indústria,1693987,2020.0,2020-08-10,0,0,0,2,25.96190476190477,0.2,2.2764705882352945,5702423,26668,573300
Indústria,1697880,2020.0,2020-08-11,0,0,0,2,26.305,0.2,1.9823529411764709,5702423,26668,573300
Indústria,1696908,2020.0,2020-08-12,0,0,0,2,25.9,7.7,2.711764705882353,5702423,26668,573300
Indústria,1649060,2020.0,2020-08-13,0,0,0,2,24.91428571428572,166.8,2.0823529411764703,5702423,26668,573300
Indústria,1600046,2020.0,2020-08-14,0,0,0,2,24.571428571428573,12.4,2.2588235294117647,5702423,26668,573300
Indústria,1235161,2020.0,2020-08-15,1,1,0,2,24.3,20.6,2.617647058823529,5702423,26668,573300
Indústria,1174134,2020.0,2020-08-16,1,0,0,2,23.914285714285715,11.6,2.476470588235294,5702423,26668,573300
Indústria,1629822,2020.0,2020-08-17,0,0,0,2,22.96666666666667,0.0,2.5058823529411764,5702423,26668,573300
Indústria,1670129,2020.0,2020-08-18,0,0,0,2,23.666666666666668,6.3,1.7823529411764707,5702423,26668,573300
Indústria,1699760,2020.0,2020-08-19,0,0,0,2,24.5,0.0,3.0055555555555555,5702423,26668,573300
Indústria,1731410,2020.0,2020-08-20,0,0,0,2,25.363636363636363,0.0,2.344444444444445,5702423,26668,573300
Indústria,1742227,2020.0,2020-08-21,0,0,0,2,26.204545454545453,0.0,1.9777777777777776,5702423,26668,573300
Indústria,1395781,2020.0,2020-08-22,1,0,0,2,25.895454545454548,0.0,2.7,5702423,26668,573300
Indústria,1225391,2020.0,2020-08-23,1,0,0,2,24.21818181818181,3.4,2.911111111111111,5702423,26668,573300
Indústria,1821795,2020.0,2020-08-24,0,0,0,2,23.09090909090909,0.0,2.816666666666667,5702423,26668,573300
Indústria,1883569,2020.0,2020-08-25,0,0,0,2,24.60454545454546,0.0,3.2555555555555555,5702423,26668,573300
Indústria,1918452,2020.0,2020-08-26,0,0,0,2,25.781818181818185,0.0,2.5,5702423,26668,573300
Indústria,1963049,2020.0,2020-08-27,0,0,0,2,25.24090909090909,0.2,2.388888888888889,5702423,26668,573300
Indústria,1893257,2020.0,2020-08-28,0,0,0,2,23.76363636363636,653.4,2.4944444444444445,5702423,26668,573300
Indústria,1271505,2020.0,2020-08-29,1,0,0,2,17.47142857142857,116.1,1.911764705882353,5702423,26668,573300
Indústria,1177131,2020.0,2020-08-30,1,0,0,2,17.73333333333333,86.0,2.617647058823529,5702423,26668,573300
Indústria,1665584,2020.0,2020-08-31,0,0,0,2,18.15714285714286,0.0,2.541176470588236,5702423,26668,573300
Indústria,1847171,2020.0,2020-09-01,0,0,0,2,19.30952380952381,30.700000000000003,1.9764705882352944,5702423,26668,573300
Indústria,1887182,2020.0,2020-09-02,0,0,0,2,20.081818181818186,0.0,2.35,5702423,26668,573300
Indústria,1935647,2020.0,2020-09-03,0,0,0,2,21.395454545454545,0.0,2.1500000000000004,5702423,26668,573300
Indústria,1880659,2020.0,2020-09-04,0,0,0,2,22.495454545454542,0.0,1.9777777777777776,5702423,26668,573300
Indústria,1449663,2020.0,2020-09-05,1,0,0,2,22.454545454545453,0.0,2.05,5702423,26668,573300
Indústria,1298520,2020.0,2020-09-06,1,0,0,2,22.422727272727272,206.6,2.805555555555556,5702423,26668,573300
Indústria,1827809,2020.0,2020-09-07,0,0,0,2,18.219047619047625,179.70000000000002,2.394117647058824,5702423,26668,573300
Indústria,1882306,2020.0,2020-09-08,0,0,0,2,18.795454545454547,162.2,2.6444444444444444,5702423,26668,573300
Indústria,1813849,2020.0,2020-09-09,0,0,0,2,18.845454545454547,159.9,1.7944444444444445,5702423,26668,573300
Indústria,1830877,2020.0,2020-09-10,0,0,0,2,20.37272727272727,135.8,1.877777777777777,5702423,26668,573300
Indústria,1544117,2020.0,2020-09-11,0,1,0,2,22.723809523809525,3.2,1.838888888888889,5702423,26668,573300
Indústria,1403526,2020.0,2020-09-12,1,0,0,2,23.05454545454545,0.0,1.5388888888888888,5702423,26668,573300
Indústria,1323880,2020.0,2020-09-13,1,0,0,2,23.73636363636364,0.0,1.6388888888888888,5702423,26668,573300
Indústria,1919034,2020.0,2020-09-14,0,0,1,2,22.92727272727273,0.0,1.7333333333333334,5702423,26668,573300
Indústria,2048044,2020.0,2020-09-15,0,0,1,2,22.37727272727273,0.0,1.876470588235294,5702423,26668,573300
Indústria,2035544,2020.0,2020-09-16,0,0,1,2,23.217391304347824,1.4,1.7444444444444445,5702423,26668,573300
Indústria,2073249,2020.0,2020-09-17,0,0,1,2,23.231818181818184,0.0,1.6722222222222225,5702423,26668,573300
Indústria,1963991,2020.0,2020-09-18,0,0,1,2,20.465217391304343,157.1,1.5333333333333334,5702423,26668,573300
Indústria,1452367,2020.0,2020-09-19,1,0,0,2,21.61304347826087,37.8,1.9055555555555557,5702423,26668,573300
Indústria,1239706,2020.0,2020-09-20,1,0,0,2,20.83478260869565,1.9,2.105555555555556,5702423,26668,573300
Indústria,1770709,2020.0,2020-09-21,0,0,1,2,19.4,226.0,1.6444444444444446,5702423,26668,573300
Indústria,1891909,2020.0,2020-09-22,0,0,1,2,19.85217391304348,66.6,1.95,5702423,26668,573300
Indústria,1855249,2020.0,2020-09-23,0,0,1,2,20.57391304347826,0.1,2.455555555555556,5702423,26668,573300
Indústria,1531040,2020.0,2020-09-24,0,1,0,2,20.717391304347824,0.4,2.838888888888889,5702423,26668,573300
Indústria,1518473,2020.0,2020-09-25,0,0,1,2,15.422727272727274,0.0,5.141176470588236,5702423,26668,573300
Indústria,1265591,2020.0,2020-09-26,1,0,0,2,14.590909090909092,6.5,3.288235294117648,5702423,26668,573300
Indústria,1122992,2020.0,2020-09-27,1,0,0,2,13.577272727272726,0.0,2.323529411764706,5702423,26668,573300
Indústria,1594285,2020.0,2020-09-28,0,0,1,2,16.077272727272728,0.0,2.123529411764706,5702423,26668,573300
Indústria,1699988,2020.0,2020-09-29,0,0,1,2,17.313636363636363,0.2,1.588235294117647,5702423,26668,573300
Indústria,1783124,2020.0,2020-09-30,0,0,1,2,17.539130434782606,0.6000000000000001,2.072222222222222,5702423,26668,573300
Indústria,1676829,2020.0,2020-10-01,0,0,1,2,19.454545454545453,4.8,2.466666666666667,5702423,13411,569700
Indústria,1595434,2020.0,2020-10-02,0,0,1,2,13.191304347826089,123.5,3.05,5702423,13411,569700
Indústria,1185993,2020.0,2020-10-03,1,0,0,2,11.986363636363636,9.8,3.588888888888889,5702423,13411,569700
Indústria,1094768,2020.0,2020-10-04,1,0,0,2,13.656521739130437,0.0,3.1333333333333333,5702423,13411,569700
Indústria,1528951,2020.0,2020-10-05,0,0,1,2,13.791304347826086,0.2,2.038888888888889,5702423,13411,569700
Indústria,1557525,2020.0,2020-10-06,0,0,1,2,16.152173913043477,0.0,2.4444444444444446,5702423,13411,569700
Indústria,1621962,2020.0,2020-10-07,0,0,1,2,18.44782608695652,1.7999999999999998,2.177777777777778,5702423,13411,569700
Indústria,1647916,2020.0,2020-10-08,0,0,1,2,18.691304347826087,3.4000000000000004,1.7000000000000002,5702423,13411,569700
Indústria,1659102,2020.0,2020-10-09,0,0,1,2,18.89130434782609,9.0,1.8176470588235292,5702423,13411,569700
Indústria,1221115,2020.0,2020-10-10,1,0,0,2,16.05909090909091,480.6,1.7705882352941178,5702423,13411,569700
Indústria,1075463,2020.0,2020-10-11,1,0,0,2,13.61904761904762,0.8,2.176470588235294,5702423,13411,569700
Indústria,1122738,2020.0,2020-10-12,0,1,0,2,14.090909090909092,0.2,2.2,5702423,13411,569700
Indústria,1522975,2020.0,2020-10-13,0,0,1,2,14.013636363636364,129.8,2.147058823529412,5702423,13411,569700
Indústria,1625451,2020.0,2020-10-14,0,0,1,2,10.777272727272727,57.8,2.10625,5702423,13411,569700
Indústria,1641703,2020.0,2020-10-15,0,0,1,2,10.709090909090907,10.1,2.2625,5702423,13411,569700
Indústria,1618182,2020.0,2020-10-16,0,0,1,2,10.660869565217393,0.0,1.7999999999999998,5702423,13411,569700
Indústria,1208768,2020.0,2020-10-17,1,0,0,2,11.408695652173911,0.2,1.6388888888888888,5702423,13411,569700
Indústria,1045397,2020.0,2020-10-18,1,0,0,2,12.43913043478261,0.2,1.5722222222222222,5702423,13411,569700
Indústria,1566837,2020.0,2020-10-19,0,0,1,2,13.417391304347827,0.0,2.076470588235294,5702423,13411,569700
Indústria,1625059,2020.0,2020-10-20,0,0,1,2,16.07391304347826,0.0,1.9944444444444445,5702423,13411,569700
Indústria,1653357,2020.0,2020-10-21,0,0,1,2,18.691304347826087,7.2,1.6722222222222225,5702423,13411,569700
Indústria,1684830,2020.0,2020-10-22,0,0,1,2,16.747826086956522,66.3,1.6944444444444444,5702423,13411,569700
Indústria,1624438,2020.0,2020-10-23,0,0,1,2,16.308695652173913,0.8,2.355555555555556,5702423,13411,569700
Indústria,1228802,2020.0,2020-10-24,1,0,0,2,14.11304347826087,0.0,2.2444444444444445,5702423,13411,569700
Indústria,1105553,2020.0,2020-10-25,1,0,0,2,15.117391304347825,0.7,2.933333333333333,5702423,13411,569700
Indústria,1614978,2020.0,2020-10-26,0,0,1,2,12.31304347826087,27.4,2.716666666666667,5702423,13411,569700
Indústria,1658642,2020.0,2020-10-27,0,0,1,2,11.247826086956522,0.0,1.7777777777777777,5702423,13411,569700
Indústria,1585114,2020.0,2020-10-28,0,0,1,2,13.808695652173911,0.0,1.9944444444444445,5702423,13411,569700
Indústria,1556831,2020.0,2020-10-29,0,0,1,2,14.595652173913043,0.2,1.7333333333333334,5702423,13411,569700
Indústria,1510015,2020.0,2020-10-30,0,0,1,2,15.565217391304348,0.0,1.577777777777778,5702423,13411,569700
Indústria,1099140,2020.0,2020-10-31,1,0,0,2,15.873913043478264,0.0,2.0,5702423,13411,569700
Indústria,1066631,2020.0,2020-11-01,1,0,0,2,16.06086956521739,0.0,1.7833333333333334,5702423,13411,569700
Indústria,1565454,2020.0,2020-11-02,0,0,1,2,16.717391304347824,0.0,2.0,5702423,13411,569700
Indústria,1622338,2020.0,2020-11-03,0,0,1,2,14.417391304347827,346.4,1.1777777777777778,5702423,13411,569700
Indústria,1612237,2020.0,2020-11-04,0,0,1,2,10.878260869565215,30.7,1.5499999999999998,5702423,13411,569700
Indústria,1620835,2020.0,2020-11-05,0,0,1,2,12.604347826086956,21.1,3.0166666666666666,5702423,13411,569700
Indústria,1566503,2020.0,2020-11-06,0,0,1,2,15.045833333333334,0.8,3.355555555555556,5702423,13411,569700
Indústria,1193588,2020.0,2020-11-07,1,0,0,2,14.126086956521736,292.0,2.638888888888889,5702423,13411,569700
Indústria,1037771,2020.0,2020-11-08,1,0,0,2,14.152173913043478,0.6000000000000001,1.4055555555555557,5702423,13411,569700
Indústria,1534002,2020.0,2020-11-09,0,0,1,2,13.682608695652174,0.4,1.5444444444444445,5702423,13411,569700
Indústria,1537480,2020.0,2020-11-10,0,0,1,2,13.669565217391304,2.8,1.3444444444444443,5702423,13411,569700
Indústria,1536624,2020.0,2020-11-11,0,0,1,2,13.104166666666666,0.7000000000000001,2.055555555555556,5702423,13411,569700
Indústria,1669383,2020.0,2020-11-12,0,0,1,2,12.845833333333331,0.3,1.1777777777777778,5702423,13411,569700
Indústria,1634614,2020.0,2020-11-13,0,0,1,2,13.095833333333331,0.4,1.1555555555555557,5702423,13411,569700
Indústria,1258982,2020.0,2020-11-14,1,0,0,2,13.23913043478261,0.1,1.5833333333333333,5702423,13411,569700
Indústria,1143709,2020.0,2020-11-15,1,0,0,2,14.654166666666669,0.0,2.388888888888889,5702423,13411,569700
Indústria,1607126,2020.0,2020-11-16,0,0,1,2,13.55,7.7,1.3722222222222222,5702423,13411,569700
Indústria,1609818,2020.0,2020-11-17,0,0,1,2,12.717391304347826,0.4,1.0823529411764703,5702423,13411,569700
Indústria,1612408,2020.0,2020-11-18,0,0,1,2,12.421739130434782,0.5,1.25625,5702423,13411,569700
Indústria,1614093,2020.0,2020-11-19,0,0,1,2,13.121739130434785,0.0,1.5941176470588236,5702423,13411,569700
Indústria,1643563,2020.0,2020-11-20,0,0,1,2,9.69090909090909,0.2,1.588888888888889,5702423,13411,569700
Indústria,1278537,2020.0,2020-11-21,1,0,0,2,8.131818181818183,0.0,1.5705882352941176,5702423,13411,569700
Indústria,1139510,2020.0,2020-11-22,1,0,0,2,8.391666666666667,0.3,1.363157894736842,5702423,13411,569700
Indústria,1654838,2020.0,2020-11-23,0,0,1,2,9.341666666666669,0.0,1.5789473684210529,5702423,13411,569700
Indústria,1636209,2020.0,2020-11-24,0,0,1,2,9.221739130434782,0.7000000000000001,1.661111111111111,5702423,13411,569700
Indústria,1622682,2020.0,2020-11-25,0,0,1,2,10.854166666666666,63.3,1.1421052631578947,5702423,13411,569700
Indústria,1572100,2020.0,2020-11-26,0,0,1,2,11.730434782608697,111.2,1.563157894736842,5702423,13411,569700
Indústria,1542435,2020.0,2020-11-27,0,0,1,2,12.0375,576.7,3.721052631578948,5702423,13411,569700
Indústria,1204728,2020.0,2020-11-28,1,0,0,2,10.478260869565217,180.5,2.847368421052632,5702423,13411,569700
Indústria,1029538,2020.0,2020-11-29,1,0,0,2,12.369565217391305,0.5,1.305263157894737,5702423,13411,569700
Indústria,1538153,2020.0,2020-11-30,0,0,1,2,10.995833333333332,0.3,1.4263157894736842,5702423,13411,569700
Indústria,1629893,2020.0,2020-12-01,0,0,1,2,8.404166666666667,1.9,1.5947368421052632,5702423,13411,569700
Indústria,1672550,2020.0,2020-12-02,0,0,1,2,7.004347826086956,0.0,1.9,5702423,13411,569700
Indústria,1671597,2020.0,2020-12-03,0,0,1,2,5.895833333333333,1.1,2.0789473684210527,5702423,13411,569700
Indústria,1614431,2020.0,2020-12-04,0,0,1,2,5.747826086956521,0.0,2.5105263157894737,5702423,13411,569700
Indústria,1177382,2020.0,2020-12-05,1,0,0,2,4.5625,0.0,2.126315789473684,5702423,13411,569700
Indústria,1060807,2020.0,2020-12-06,1,0,0,2,5.356521739130435,0.0,2.794736842105263,5702423,13411,569700
Indústria,1343518,2020.0,2020-12-07,0,0,1,2,5.895833333333333,30.4,1.831578947368421,5702423,13411,569700
Indústria,1161003,2020.0,2020-12-08,0,1,0,2,5.752173913043479,0.0,2.289473684210526,5702423,13411,569700
Indústria,1662192,2020.0,2020-12-09,0,0,1,2,5.882608695652174,3.6,2.7789473684210524,5702423,13411,569700
Indústria,1684625,2020.0,2020-12-10,0,0,1,2,7.5375,24.7,2.1894736842105265,5702423,13411,569700
Indústria,1720149,2020.0,2020-12-11,0,0,1,2,8.069565217391304,15.7,1.6526315789473685,5702423,13411,569700
Indústria,1213212,2020.0,2020-12-12,1,0,0,2,9.483333333333333,0.0,2.673684210526316,5702423,13411,569700
Indústria,1080404,2020.0,2020-12-13,1,0,0,2,7.7,0.2,1.4157894736842105,5702423,13411,569700
Indústria,1656190,2020.0,2020-12-14,0,0,1,2,9.465217391304348,0.5,1.1263157894736842,5702423,13411,569700
Indústria,1719230,2020.0,2020-12-15,0,0,1,2,11.5,0.2,1.894736842105263,5702423,13411,569700
Indústria,1629220,2020.0,2020-12-16,0,0,1,2,9.845454545454546,0.0,1.5789473684210529,5702423,13411,569700
Indústria,1621254,2020.0,2020-12-17,0,0,1,2,10.509090909090908,157.3,1.4105263157894736,5702423,13411,569700
Indústria,1578925,2020.0,2020-12-18,0,0,1,2,11.395652173913044,183.0,0.8526315789473684,5702423,13411,569700
Indústria,1148181,2020.0,2020-12-19,1,0,0,2,11.215,10.0,1.838888888888889,5702423,13411,569700
Indústria,1041377,2020.0,2020-12-20,1,0,0,2,10.0,0.6000000000000001,1.4277777777777778,5702423,13411,569700
Indústria,1573516,2020.0,2020-12-21,0,0,1,2,9.336363636363636,0.2,1.5777777777777775,5702423,13411,569700
Indústria,1604238,2020.0,2020-12-22,0,0,0,2,10.777272727272727,0.0,1.6578947368421053,5702423,13411,569700
Indústria,1480485,2020.0,2020-12-23,0,0,0,2,10.91304347826087,0.0,1.5052631578947366,5702423,13411,569700
Indústria,1212636,2020.0,2020-12-24,0,0,0,2,8.027272727272727,0.2,1.5473684210526315,5702423,13411,569700
Indústria,923546,2020.0,2020-12-25,0,1,0,2,5.8,2.3,2.810526315789473,5702423,13411,569700
Indústria,973718,2020.0,2020-12-26,1,1,0,2,5.1695652173913045,0.0,2.147368421052632,5702423,13411,569700
Indústria,998760,2020.0,2020-12-27,1,0,0,2,3.1090909090909093,0.0,2.272222222222222,5702423,13411,569700
Indústria,1284787,2020.0,2020-12-28,0,0,0,2,6.709090909090909,0.2,4.527777777777778,5702423,13411,569700
Indústria,1293681,2020.0,2020-12-29,0,0,0,2,6.021739130434782,0.0,2.6789473684210527,5702423,13411,569700
Indústria,1309179,2020.0,2020-12-30,0,0,0,2,5.079166666666667,0.2,2.857894736842105,5702423,13411,569700
Indústria,1189859,2020.0,2020-12-31,0,0,0,2,5.747619047619048,0.0,2.433333333333333,5702423,13411,569700
