fecha,tmed,prec,velmedia
2019-01-01,8.590909090909092,0.0,1.4176470588235295
2019-01-02,6.617391304347826,0.30000000000000004,2.152941176470588
2019-01-03,5.604347826086957,0.1,1.6764705882352942
2019-01-04,5.004347826086956,0.0,1.3352941176470587
2019-01-05,6.173913043478261,0.0,2.2470588235294118
2019-01-06,9.130434782608695,0.1,2.6411764705882352
2019-01-07,6.92608695652174,0.0,2.0352941176470587
2019-01-08,4.945454545454545,0.0,2.1999999999999997
2019-01-09,6.791304347826086,0.0,2.1882352941176473
2019-01-10,4.926086956521739,0.0,2.5176470588235293
2019-01-11,2.260869565217391,0.0,1.8823529411764706
2019-01-12,4.134782608695652,0.0,1.7588235294117647
2019-01-13,5.8999999999999995,0.0,2.011764705882353
2019-01-14,8.430434782608696,0.2,2.158823529411765
2019-01-15,7.28695652173913,0.30000000000000004,1.6588235294117646
2019-01-16,6.726086956521739,0.1,1.8529411764705883
2019-01-17,7.743478260869565,49.3,1.6235294117647059
2019-01-18,4.566666666666666,0.2,1.7999999999999998
2019-01-19,5.1875,122.2,1.2555555555555555
2019-01-20,5.079166666666667,124.2,1.8444444444444446
2019-01-21,5.029166666666667,0.0,1.4055555555555557
2019-01-22,3.025,0.0,1.8555555555555554
2019-01-23,4.3625,29.599999999999998,2.4722222222222223
2019-01-24,5.216666666666667,0.0,4.311111111111111
2019-01-25,7.4375,0.0,1.911111111111111
2019-01-26,8.4,0.2,2.0277777777777777
2019-01-27,7.675,0.2,3.0444444444444443
2019-01-28,6.204166666666667,2.6,2.8499999999999996
2019-01-29,3.875,1.1,1.8055555555555556
2019-01-30,6.5249999999999995,0.0,3.5166666666666666
2019-01-31,8.533333333333333,12.3,2.322222222222222
2019-02-01,9.25,50.4,3.272222222222222
2019-02-02,6.3374999999999995,14.5,2.6222222222222222
2019-02-03,5.454166666666667,0.0,2.977777777777778
2019-02-04,5.0249999999999995,0.0,1.7529411764705882
2019-02-05,8.829166666666667,0.0,1.438888888888889
2019-02-06,9.766666666666667,0.2,1.3944444444444446
2019-02-07,8.875,0.0,1.4944444444444445
2019-02-08,9.183333333333334,0.2,2.2333333333333334
2019-02-09,9.975,0.0,1.261111111111111
2019-02-10,10.366666666666667,0.1,3.3722222222222222
2019-02-11,9.008333333333333,0.0,1.75
2019-02-12,8.108333333333333,0.1,2.0166666666666666
2019-02-13,7.825,0.2,1.822222222222222
2019-02-14,8.104166666666666,0.0,2.1166666666666667
2019-02-15,8.429166666666667,0.0,1.6833333333333333
2019-02-16,9.465217391304348,0.0,1.5166666666666666
2019-02-17,8.208695652173912,0.2,1.822222222222222
2019-02-18,8.386956521739132,0.1,1.6944444444444444
2019-02-19,8.626086956521739,0.0,1.6388888888888888
2019-02-20,8.543478260869565,0.0,1.2166666666666666
2019-02-21,8.991304347826087,0.0,1.5777777777777777
2019-02-22,11.795652173913044,0.0,1.9823529411764707
2019-02-23,12.413636363636364,0.0,1.6944444444444444
2019-02-24,10.209090909090909,0.0,1.75
2019-02-25,10.395652173913044,0.0,1.6833333333333333
2019-02-26,12.421739130434782,0.0,1.6777777777777778
2019-02-27,13.513636363636364,0.0,1.6777777777777778
2019-02-28,12.944999999999999,0.0,1.4722222222222223
2019-03-01,10.578260869565218,0.2,1.6
2019-03-02,11.360869565217392,0.0,1.6055555555555554
2019-03-03,12.243478260869566,0.0,2.2666666666666666
2019-03-04,13.469565217391304,0.0,3.7277777777777774
2019-03-05,11.42608695652174,0.8,2.0444444444444443
2019-03-06,9.873913043478261,49.300000000000004,2.1333333333333333
2019-03-07,10.172727272727274,0.4,2.522222222222222
2019-03-08,9.642857142857142,0.0,1.6111111111111112
2019-03-09,10.872727272727273,0.0,1.822222222222222
2019-03-10,13.617391304347825,0.0,2.25
2019-03-11,12.38695652173913,0.2,2.5444444444444443
2019-03-12,11.456521739130435,0.0,2.6444444444444444
2019-03-13,10.208695652173914,12.9,2.8499999999999996
