Data,Sector_Economic,Valor,año
2019-04-15,Indústria,1668523,2019
2019-04-16,Indústria,1724042,2019
2019-04-17,Indústria,1668567,2019
2019-04-18,Indústria,1555656,2019
2019-04-19,Indústria,1280010,2019
2019-04-20,Indústria,1252574,2019
2019-04-21,Indústria,1216722,2019
2019-04-22,Indústria,1339961,2019
2019-04-23,Indústria,1934035,2019
2019-04-24,Indústria,1934863,2019
2019-04-25,Indústria,1842591,2019
2019-04-26,Indústria,1988793,2019
2019-04-27,Indústria,1495077,2019
2019-04-28,Indústria,1247520,2019
2019-04-29,Indústria,1973819,2019
2019-04-30,Indústria,2010547,2019
2019-05-01,Indústria,1385697,2019
2019-05-02,Indústria,1956527,2019
2019-05-03,Indústria,2052673,2019
2019-05-04,Indústria,1487725,2019
2019-05-05,Indústria,1276120,2019
2019-05-06,Indústria,2026288,2019
2019-05-07,Indústria,2068123,2019
2019-05-08,Indústria,1964473,2019
2019-05-09,Indústria,1946336,2019
2019-05-10,Indústria,2044120,2019
2019-05-11,Indústria,1548683,2019
2019-05-12,Indústria,1369931,2019
2019-05-13,Indústria,2073060,2019
2019-05-14,Indústria,2177741,2019
2019-05-15,Indústria,2117715,2019
2019-05-16,Indústria,2077293,2019
2019-05-17,Indústria,1983631,2019
2019-05-18,Indústria,1453765,2019
2019-05-19,Indústria,1267129,2019
2019-05-20,Indústria,1902383,2019
2019-05-21,Indústria,1990067,2019
2019-05-22,Indústria,2063749,2019
2019-05-23,Indústria,2100748,2019
2019-05-24,Indústria,2046971,2019
2019-05-25,Indústria,1483736,2019
2019-05-26,Indústria,1301444,2019
2019-05-27,Indústria,2029224,2019
2019-05-28,Indústria,2106909,2019
2019-05-29,Indústria,2091727,2019
2019-05-30,Indústria,2092238,2019
2019-05-31,Indústria,1990059,2019
2019-06-01,Indústria,1451714,2019
2019-06-02,Indústria,1307091,2019
2019-06-03,Indústria,2011267,2019
2019-06-04,Indústria,1971663,2019
2019-06-05,Indústria,2007176,2019
2019-06-06,Indústria,2018185,2019
2019-06-07,Indústria,2060641,2019
2019-06-08,Indústria,1427686,2019
2019-06-09,Indústria,1219406,2019
2019-06-10,Indústria,1541767,2019
2019-06-11,Indústria,1996468,2019
2019-06-12,Indústria,2038553,2019
2019-06-13,Indústria,2070348,2019
2019-06-14,Indústria,2080209,2019
2019-06-15,Indústria,1602220,2019
2019-06-16,Indústria,1435837,2019
2019-06-17,Indústria,2121433,2019
2019-06-18,Indústria,2143707,2019
2019-06-19,Indústria,2167610,2019
2019-06-20,Indústria,2187058,2019
2019-06-21,Indústria,2165131,2019
2019-06-22,Indústria,1555967,2019
2019-06-23,Indústria,1370515,2019
2019-06-24,Indústria,1412176,2019
2019-06-25,Indústria,2227176,2019
2019-06-26,Indústria,2309760,2019
2019-06-27,Indústria,2299851,2019
2019-06-28,Indústria,2439489,2019
2019-06-29,Indústria,1797473,2019
2019-06-30,Indústria,1567579,2019
2019-07-01,Indústria,2320414,2019
2019-07-02,Indústria,2393502,2019
2019-07-03,Indústria,2429884,2019
2019-07-04,Indústria,2399186,2019
2019-07-05,Indústria,2435057,2019
2019-07-06,Indústria,1663129,2019
2019-07-07,Indústria,1481364,2019
2019-07-08,Indústria,2310510,2019
2019-07-09,Indústria,2318150,2019
2019-07-10,Indústria,2339137,2019
2019-07-11,Indústria,2402979,2019
2019-07-12,Indústria,2388176,2019
2019-07-13,Indústria,1629028,2019
2019-07-14,Indústria,1456869,2019
2019-07-15,Indústria,2275138,2019
2019-07-16,Indústria,2324218,2019
2019-07-17,Indústria,2342260,2019
2019-07-18,Indústria,2381723,2019
2019-07-19,Indústria,2368084,2019
2019-07-20,Indústria,1644833,2019
2019-07-21,Indústria,1535278,2019
2019-07-22,Indústria,2375370,2019
2019-07-23,Indústria,2395763,2019
2019-07-24,Indústria,2445338,2019
2019-07-25,Indústria,2396725,2019
2019-07-26,Indústria,2410053,2019
2019-07-27,Indústria,1608191,2019
2019-07-28,Indústria,1413486,2019
2019-07-29,Indústria,2233792,2019
2019-07-30,Indústria,2357756,2019
2019-07-31,Indústria,2261363,2019
2019-08-01,Indústria,2381812,2019
2019-08-02,Indústria,2429841,2019
2019-08-03,Indústria,1755462,2019
2019-08-04,Indústria,1597200,2019
2019-08-05,Indústria,2213293,2019
2019-08-06,Indústria,2312853,2019
2019-08-07,Indústria,2263168,2019
2019-08-08,Indústria,2217240,2019
2019-08-09,Indústria,2183101,2019
2019-08-10,Indústria,1759668,2019
2019-08-11,Indústria,1508781,2019
2019-08-12,Indústria,1961722,2019
2019-08-13,Indústria,1939072,2019
2019-08-14,Indústria,1936225,2019
2019-08-15,Indústria,1648269,2019
2019-08-16,Indústria,1816769,2019
2019-08-17,Indústria,1656733,2019
2019-08-18,Indústria,1510235,2019
2019-08-19,Indústria,2034490,2019
2019-08-20,Indústria,2071196,2019
2019-08-21,Indústria,2110096,2019
2019-08-22,Indústria,2161501,2019
2019-08-23,Indústria,2133564,2019
2019-08-24,Indústria,1754687,2019
2019-08-25,Indústria,1547527,2019
2019-08-26,Indústria,2291884,2019
2019-08-27,Indústria,2348069,2019
2019-08-28,Indústria,2306881,2019
2019-08-29,Indústria,2284654,2019
2019-08-30,Indústria,2379605,2019
2019-08-31,Indústria,1797034,2019
2019-09-01,Indústria,1394358,2019
2019-09-02,Indústria,2255581,2019
2019-09-03,Indústria,2316212,2019
2019-09-04,Indústria,2362743,2019
2019-09-05,Indústria,2289466,2019
2019-09-06,Indústria,2172656,2019
2019-09-07,Indústria,1552779,2019
2019-09-08,Indústria,1334620,2019
2019-09-09,Indústria,2121618,2019
2019-09-10,Indústria,2090050,2019
2019-09-11,Indústria,1549319,2019
2019-09-12,Indústria,2124106,2019
2019-09-13,Indústria,2094761,2019
2019-09-14,Indústria,1576162,2019
2019-09-15,Indústria,1394467,2019
2019-09-16,Indústria,2237418,2019
2019-09-17,Indústria,2350742,2019
2019-09-18,Indústria,2402412,2019
2019-09-19,Indústria,2388658,2019
2019-09-20,Indústria,2290262,2019
2019-09-21,Indústria,1570471,2019
2019-09-22,Indústria,1374679,2019
2019-09-23,Indústria,1781766,2019
2019-09-24,Indústria,1680237,2019
2019-09-25,Indústria,2209958,2019
2019-09-26,Indústria,2221236,2019
2019-09-27,Indústria,2148038,2019
2019-09-28,Indústria,1484492,2019
2019-09-29,Indústria,1247378,2019
2019-09-30,Indústria,2143966,2019
2019-10-01,Indústria,2180817,2019
2019-10-02,Indústria,2062148,2019
2019-10-03,Indústria,1986348,2019
2019-10-04,Indústria,1964978,2019
2019-10-05,Indústria,1391120,2019
2019-10-06,Indústria,1172617,2019
2019-10-07,Indústria,1952211,2019
2019-10-08,Indústria,2041004,2019
2019-10-09,Indústria,2007025,2019
2019-10-10,Indústria,1900300,2019
2019-10-11,Indústria,1902537,2019
2019-10-12,Indústria,1339236,2019
2019-10-13,Indústria,1172522,2019
2019-10-14,Indústria,1976703,2019
2019-10-15,Indústria,1893750,2019
2019-10-16,Indústria,1891263,2019
2019-10-17,Indústria,1912751,2019
2019-10-18,Indústria,1677293,2019
2019-10-19,Indústria,1262544,2019
2019-10-20,Indústria,1139269,2019
2019-10-21,Indústria,1781004,2019
2019-10-22,Indústria,1876738,2019
2019-10-23,Indústria,1876201,2019
2019-10-24,Indústria,1904210,2019
2019-10-25,Indústria,1850932,2019
2019-10-26,Indústria,1272156,2019
2019-10-27,Indústria,1118552,2019
2019-10-28,Indústria,1737534,2019
2019-10-29,Indústria,1817347,2019
2019-10-30,Indústria,1884792,2019
2019-10-31,Indústria,1883967,2019
2019-11-01,Indústria,2349140,2019
2019-11-02,Indústria,2291900,2019
2019-11-03,Indústria,2205722,2019
2019-11-04,Indústria,3239054,2019
2019-11-05,Indústria,3365371,2019
2019-11-06,Indústria,3306554,2019
2019-11-07,Indústria,3277053,2019
2019-11-08,Indústria,3274329,2019
2019-11-09,Indústria,2465668,2019
2019-11-10,Indústria,2287503,2019
2019-11-11,Indústria,3543165,2019
2019-11-12,Indústria,3436097,2019
2019-11-13,Indústria,3339988,2019
2019-11-14,Indústria,3339084,2019
2019-11-15,Indústria,3475599,2019
2019-11-16,Indústria,2514812,2019
2019-11-17,Indústria,2200520,2019
2019-11-18,Indústria,3276041,2019
2019-11-19,Indústria,3291287,2019
2019-11-20,Indústria,3215394,2019
2019-11-21,Indústria,3144618,2019
2019-11-22,Indústria,2959934,2019
2019-11-23,Indústria,2027090,2019
2019-11-24,Indústria,1796038,2019
2019-11-25,Indústria,3057723,2019
2019-11-26,Indústria,3140335,2019
2019-11-27,Indústria,2976025,2019
2019-11-28,Indústria,2965277,2019
2019-11-29,Indústria,2974869,2019
2019-11-30,Indústria,2079872,2019
2019-12-01,Indústria,1031462,2019
2019-12-02,Indústria,1689425,2019
2019-12-03,Indústria,1780840,2019
2019-12-04,Indústria,1857273,2019
2019-12-05,Indústria,1815617,2019
2019-12-06,Indústria,1211922,2019
2019-12-07,Indústria,1150246,2019
2019-12-08,Indústria,1086340,2019
2019-12-09,Indústria,1849101,2019
2019-12-10,Indústria,1946341,2019
2019-12-11,Indústria,1940022,2019
2019-12-12,Indústria,1960050,2019
2019-12-13,Indústria,1875011,2019
2019-12-14,Indústria,1339530,2019
2019-12-15,Indústria,1149042,2019
2019-12-16,Indústria,1805748,2019
2019-12-17,Indústria,1902144,2019
2019-12-18,Indústria,1809228,2019
2019-12-19,Indústria,1833641,2019
2019-12-20,Indústria,1686432,2019
2019-12-21,Indústria,1184844,2019
2019-12-22,Indústria,1063756,2019
2019-12-23,Indústria,1366888,2019
2019-12-24,Indústria,1273782,2019
2019-12-25,Indústria,1004408,2019
2019-12-26,Indústria,1074429,2019
2019-12-27,Indústria,1284216,2019
2019-12-28,Indústria,1108430,2019
2019-12-29,Indústria,1087886,2019
2019-12-30,Indústria,1416578,2019
2019-12-31,Indústria,1318729,2019
2020-01-01,Indústria,1840619,2020
2020-01-02,Indústria,2530835,2020
2020-01-03,Indústria,2742286,2020
2020-01-04,Indústria,2230244,2020
2020-01-05,Indústria,2008513,2020
2020-01-06,Indústria,2030825,2020
2020-01-07,Indústria,3203844,2020
2020-01-08,Indústria,3451551,2020
2020-01-09,Indústria,3467895,2020
2020-01-10,Indústria,3434642,2020
2020-01-11,Indústria,2471020,2020
2020-01-12,Indústria,2158102,2020
2020-01-13,Indústria,3507069,2020
2020-01-14,Indústria,3582975,2020
2020-01-15,Indústria,3430711,2020
2020-01-16,Indústria,3428057,2020
2020-01-17,Indústria,3315270,2020
2020-01-18,Indústria,2391528,2020
2020-01-19,Indústria,2047111,2020
2020-01-20,Indústria,3517278,2020
2020-01-21,Indústria,3581980,2020
2020-01-22,Indústria,3580901,2020
2020-01-23,Indústria,3533117,2020
2020-01-24,Indústria,3462167,2020
2020-01-25,Indústria,2369734,2020
2020-01-26,Indústria,1966873,2020
2020-01-27,Indústria,3151161,2020
2020-01-28,Indústria,3414242,2020
2020-01-29,Indústria,3459676,2020
2020-01-30,Indústria,3451577,2020
2020-01-31,Indústria,3403140,2020
2020-02-01,Indústria,1368022,2020
2020-02-02,Indústria,1204103,2020
2020-02-03,Indústria,1883556,2020
2020-02-04,Indústria,1934601,2020
2020-02-05,Indústria,1981143,2020
2020-02-06,Indústria,2040938,2020
2020-02-07,Indústria,1946369,2020
2020-02-08,Indústria,1406367,2020
2020-02-09,Indústria,1289236,2020
2020-02-10,Indústria,1899175,2020
2020-02-11,Indústria,1950338,2020
2020-02-12,Indústria,2003946,2020
2020-02-13,Indústria,1971092,2020
2020-02-14,Indústria,1984016,2020
2020-02-15,Indústria,1412962,2020
2020-02-16,Indústria,1204713,2020
2020-02-17,Indústria,1868608,2020
2020-02-18,Indústria,1963298,2020
2020-02-19,Indústria,2006955,2020
2020-02-20,Indústria,1987849,2020
2020-02-21,Indústria,1930023,2020
2020-02-22,Indústria,1373344,2020
2020-02-23,Indústria,1208373,2020
2020-02-24,Indústria,1847382,2020
2020-02-25,Indústria,1903979,2020
2020-02-26,Indústria,1896455,2020
2020-02-27,Indústria,1915752,2020
2020-02-28,Indústria,1873233,2020
2020-02-29,Indústria,1326387,2020
2020-03-01,Indústria,1215322,2020
2020-03-02,Indústria,1922303,2020
2020-03-03,Indústria,1968828,2020
2020-03-04,Indústria,1920926,2020
2020-03-05,Indústria,1917233,2020
2020-03-06,Indústria,1855932,2020
2020-03-07,Indústria,1341991,2020
2020-03-08,Indústria,1230004,2020
2020-03-09,Indústria,1903821,2020
2020-03-10,Indústria,1949925,2020
2020-03-11,Indústria,1917192,2020
2020-03-12,Indústria,1897608,2020
2020-03-13,Indústria,1839894,2020
2020-03-14,Indústria,1335727,2020
2020-03-15,Indústria,1159383,2020
2020-03-16,Indústria,1575150,2020
2020-03-17,Indústria,1492713,2020
2020-03-18,Indústria,1399856,2020
2020-03-19,Indústria,1405800,2020
2020-03-20,Indústria,1408966,2020
2020-03-21,Indústria,1099797,2020
2020-03-22,Indústria,1113528,2020
2020-03-23,Indústria,1348972,2020
2020-03-24,Indústria,1328984,2020
2020-03-25,Indústria,1330919,2020
2020-03-26,Indústria,1308211,2020
2020-03-27,Indústria,1308722,2020
2020-03-28,Indústria,1104723,2020
2020-03-29,Indústria,1031258,2020
2020-03-30,Indústria,1258595,2020
2020-03-31,Indústria,1322209,2020
2020-04-01,Indústria,1204868,2020
2020-04-02,Indústria,1174811,2020
2020-04-03,Indústria,1194418,2020
2020-04-04,Indústria,1059616,2020
2020-04-05,Indústria,1010864,2020
2020-04-06,Indústria,1177798,2020
2020-04-07,Indústria,1199939,2020
2020-04-08,Indústria,1165431,2020
2020-04-09,Indústria,1129911,2020
2020-04-10,Indústria,1052852,2020
2020-04-11,Indústria,1081747,2020
2020-04-12,Indústria,1065108,2020
2020-04-13,Indústria,1101250,2020
2020-04-14,Indústria,1311472,2020
2020-04-15,Indústria,1376328,2020
2020-04-16,Indústria,1360597,2020
2020-04-17,Indústria,1329492,2020
2020-04-18,Indústria,1126457,2020
2020-04-19,Indústria,1046977,2020
2020-04-20,Indústria,1285811,2020
2020-04-21,Indústria,1336741,2020
2020-04-22,Indústria,1334407,2020
2020-04-23,Indústria,1341635,2020
2020-04-24,Indústria,1311952,2020
2020-04-25,Indústria,1109485,2020
2020-04-26,Indústria,1062793,2020
2020-04-27,Indústria,1370014,2020
2020-04-28,Indústria,1410587,2020
2020-04-29,Indústria,1398630,2020
2020-04-30,Indústria,1330454,2020
2020-05-01,Indústria,1087080,2020
2020-05-02,Indústria,1155978,2020
2020-05-03,Indústria,1186054,2020
2020-05-04,Indústria,1572782,2020
2020-05-05,Indústria,1569723,2020
2020-05-06,Indústria,1581836,2020
2020-05-07,Indústria,1531428,2020
2020-05-08,Indústria,1523408,2020
2020-05-09,Indústria,1173421,2020
2020-05-10,Indústria,1148067,2020
2020-05-11,Indústria,1488812,2020
2020-05-12,Indústria,1462277,2020
2020-05-13,Indústria,1483605,2020
2020-05-14,Indústria,1477376,2020
2020-05-15,Indústria,1429792,2020
2020-05-16,Indústria,1122181,2020
2020-05-17,Indústria,1030984,2020
2020-05-18,Indústria,1445529,2020
2020-05-19,Indústria,1497342,2020
2020-05-20,Indústria,1520729,2020
2020-05-21,Indústria,1575176,2020
2020-05-22,Indústria,1559618,2020
2020-05-23,Indústria,1183995,2020
2020-05-24,Indústria,1076047,2020
2020-05-25,Indústria,1509356,2020
2020-05-26,Indústria,1629393,2020
2020-05-27,Indústria,1604700,2020
2020-05-28,Indústria,1552635,2020
2020-05-29,Indústria,1556994,2020
2020-05-30,Indústria,1180367,2020
2020-05-31,Indústria,1085553,2020
2020-06-01,Indústria,1288977,2020
2020-06-02,Indústria,1545505,2020
2020-06-03,Indústria,1628192,2020
2020-06-04,Indústria,1536399,2020
2020-06-05,Indústria,1498573,2020
2020-06-06,Indústria,1200048,2020
2020-06-07,Indústria,1030400,2020
2020-06-08,Indústria,1442616,2020
2020-06-09,Indústria,1523091,2020
2020-06-10,Indústria,1547328,2020
2020-06-11,Indústria,1573016,2020
2020-06-12,Indústria,1592696,2020
2020-06-13,Indústria,1203851,2020
2020-06-14,Indústria,1098900,2020
2020-06-15,Indústria,1578910,2020
2020-06-16,Indústria,1629708,2020
2020-06-17,Indústria,1652966,2020
2020-06-18,Indústria,1598633,2020
2020-06-19,Indústria,1603333,2020
2020-06-20,Indústria,1261743,2020
2020-06-21,Indústria,1167105,2020
2020-06-22,Indústria,1560974,2020
2020-06-23,Indústria,1523741,2020
2020-06-24,Indústria,1260463,2020
2020-06-25,Indústria,1683636,2020
2020-06-26,Indústria,1702637,2020
2020-06-27,Indústria,1422452,2020
2020-06-28,Indústria,1257897,2020
2020-06-29,Indústria,1838793,2020
2020-06-30,Indústria,1904043,2020
2020-07-01,Indústria,1788681,2020
2020-07-02,Indústria,1838489,2020
2020-07-03,Indústria,1691983,2020
2020-07-04,Indústria,1267017,2020
2020-07-05,Indústria,1140586,2020
2020-07-06,Indústria,1649836,2020
2020-07-07,Indústria,1702775,2020
2020-07-08,Indústria,1809112,2020
2020-07-09,Indústria,1825667,2020
2020-07-10,Indústria,1751703,2020
2020-07-11,Indústria,1350753,2020
2020-07-12,Indústria,1153207,2020
2020-07-13,Indústria,1719943,2020
2020-07-14,Indústria,1791867,2020
2020-07-15,Indústria,1789628,2020
2020-07-16,Indústria,1742912,2020
2020-07-17,Indústria,1706300,2020
2020-07-18,Indústria,1336168,2020
2020-07-19,Indústria,1184641,2020
2020-07-20,Indústria,1742196,2020
2020-07-21,Indústria,1862141,2020
2020-07-22,Indústria,1820921,2020
2020-07-23,Indústria,1814495,2020
2020-07-24,Indústria,1755134,2020
2020-07-25,Indústria,1341111,2020
2020-07-26,Indústria,1206668,2020
2020-07-27,Indústria,1787849,2020
2020-07-28,Indústria,1855864,2020
2020-07-29,Indústria,1859286,2020
2020-07-30,Indústria,1825668,2020
2020-07-31,Indústria,1784202,2020
2020-08-01,Indústria,1471260,2020
2020-08-02,Indústria,1253375,2020
2020-08-03,Indústria,1713123,2020
2020-08-04,Indústria,1791142,2020
2020-08-05,Indústria,1837562,2020
2020-08-06,Indústria,1873582,2020
2020-08-07,Indústria,1811661,2020
2020-08-08,Indústria,1411765,2020
2020-08-09,Indústria,1271562,2020
2020-08-10,Indústria,1693987,2020
2020-08-11,Indústria,1697880,2020
2020-08-12,Indústria,1696908,2020
2020-08-13,Indústria,1649060,2020
2020-08-14,Indústria,1600046,2020
2020-08-15,Indústria,1235161,2020
2020-08-16,Indústria,1174134,2020
2020-08-17,Indústria,1629822,2020
2020-08-18,Indústria,1670129,2020
2020-08-19,Indústria,1699760,2020
2020-08-20,Indústria,1731410,2020
2020-08-21,Indústria,1742227,2020
2020-08-22,Indústria,1395781,2020
2020-08-23,Indústria,1225391,2020
2020-08-24,Indústria,1821795,2020
2020-08-25,Indústria,1883569,2020
2020-08-26,Indústria,1918452,2020
2020-08-27,Indústria,1963049,2020
2020-08-28,Indústria,1893257,2020
2020-08-29,Indústria,1271505,2020
2020-08-30,Indústria,1177131,2020
2020-08-31,Indústria,1665584,2020
2020-09-01,Indústria,1847171,2020
2020-09-02,Indústria,1887182,2020
2020-09-03,Indústria,1935647,2020
2020-09-04,Indústria,1880659,2020
2020-09-05,Indústria,1449663,2020
2020-09-06,Indústria,1298520,2020
2020-09-07,Indústria,1827809,2020
2020-09-08,Indústria,1882306,2020
2020-09-09,Indústria,1813849,2020
2020-09-10,Indústria,1830877,2020
2020-09-11,Indústria,1544117,2020
2020-09-12,Indústria,1403526,2020
2020-09-13,Indústria,1323880,2020
2020-09-14,Indústria,1919034,2020
2020-09-15,Indústria,2048044,2020
2020-09-16,Indústria,2035544,2020
2020-09-17,Indústria,2073249,2020
2020-09-18,Indústria,1963991,2020
2020-09-19,Indústria,1452367,2020
2020-09-20,Indústria,1239706,2020
2020-09-21,Indústria,1770709,2020
2020-09-22,Indústria,1891909,2020
2020-09-23,Indústria,1855249,2020
2020-09-24,Indústria,1531040,2020
2020-09-25,Indústria,1518473,2020
2020-09-26,Indústria,1265591,2020
2020-09-27,Indústria,1122992,2020
2020-09-28,Indústria,1594285,2020
2020-09-29,Indústria,1699988,2020
2020-09-30,Indústria,1783124,2020
2020-10-01,Indústria,1676829,2020
2020-10-02,Indústria,1595434,2020
2020-10-03,Indústria,1185993,2020
2020-10-04,Indústria,1094768,2020
2020-10-05,Indústria,1528951,2020
2020-10-06,Indústria,1557525,2020
2020-10-07,Indústria,1621962,2020
2020-10-08,Indústria,1647916,2020
2020-10-09,Indústria,1659102,2020
2020-10-10,Indústria,1221115,2020
2020-10-11,Indústria,1075463,2020
2020-10-12,Indústria,1122738,2020
2020-10-13,Indústria,1522975,2020
2020-10-14,Indústria,1625451,2020
2020-10-15,Indústria,1641703,2020
2020-10-16,Indústria,1618182,2020
2020-10-17,Indústria,1208768,2020
2020-10-18,Indústria,1045397,2020
2020-10-19,Indústria,1566837,2020
2020-10-20,Indústria,1625059,2020
2020-10-21,Indústria,1653357,2020
2020-10-22,Indústria,1684830,2020
2020-10-23,Indústria,1624438,2020
2020-10-24,Indústria,1228802,2020
2020-10-25,Indústria,1105553,2020
2020-10-26,Indústria,1614978,2020
2020-10-27,Indústria,1658642,2020
2020-10-28,Indústria,1585114,2020
2020-10-29,Indústria,1556831,2020
2020-10-30,Indústria,1510015,2020
2020-10-31,Indústria,1099140,2020
2020-11-01,Indústria,1066631,2020
2020-11-02,Indústria,1565454,2020
2020-11-03,Indústria,1622338,2020
2020-11-04,Indústria,1612237,2020
2020-11-05,Indústria,1620835,2020
2020-11-06,Indústria,1566503,2020
2020-11-07,Indústria,1193588,2020
2020-11-08,Indústria,1037771,2020
2020-11-09,Indústria,1534002,2020
2020-11-10,Indústria,1537480,2020
2020-11-11,Indústria,1536624,2020
2020-11-12,Indústria,1669383,2020
2020-11-13,Indústria,1634614,2020
2020-11-14,Indústria,1258982,2020
2020-11-15,Indústria,1143709,2020
2020-11-16,Indústria,1607126,2020
2020-11-17,Indústria,1609818,2020
2020-11-18,Indústria,1612408,2020
2020-11-19,Indústria,1614093,2020
2020-11-20,Indústria,1643563,2020
2020-11-21,Indústria,1278537,2020
2020-11-22,Indústria,1139510,2020
2020-11-23,Indústria,1654838,2020
2020-11-24,Indústria,1636209,2020
2020-11-25,Indústria,1622682,2020
2020-11-26,Indústria,1572100,2020
2020-11-27,Indústria,1542435,2020
2020-11-28,Indústria,1204728,2020
2020-11-29,Indústria,1029538,2020
2020-11-30,Indústria,1538153,2020
2020-12-01,Indústria,1629893,2020
2020-12-02,Indústria,1672550,2020
2020-12-03,Indústria,1671597,2020
2020-12-04,Indústria,1614431,2020
2020-12-05,Indústria,1177382,2020
2020-12-06,Indústria,1060807,2020
2020-12-07,Indústria,1343518,2020
2020-12-08,Indústria,1161003,2020
2020-12-09,Indústria,1662192,2020
2020-12-10,Indústria,1684625,2020
2020-12-11,Indústria,1720149,2020
2020-12-12,Indústria,1213212,2020
2020-12-13,Indústria,1080404,2020
2020-12-14,Indústria,1656190,2020
2020-12-15,Indústria,1719230,2020
2020-12-16,Indústria,1629220,2020
2020-12-17,Indústria,1621254,2020
2020-12-18,Indústria,1578925,2020
2020-12-19,Indústria,1148181,2020
2020-12-20,Indústria,1041377,2020
2020-12-21,Indústria,1573516,2020
2020-12-22,Indústria,1604238,2020
2020-12-23,Indústria,1480485,2020
2020-12-24,Indústria,1212636,2020
2020-12-25,Indústria,923546,2020
2020-12-26,Indústria,973718,2020
2020-12-27,Indústria,998760,2020
2020-12-28,Indústria,1284787,2020
2020-12-29,Indústria,1293681,2020
2020-12-30,Indústria,1309179,2020
2020-12-31,Indústria,1189859,2020
2021-01-01,Indústria,1022674,2021
2021-01-02,Indústria,1087037,2021
2021-01-03,Indústria,1083139,2021
2021-01-04,Indústria,1502585,2021
