pernoctaciones,fecha
894000,2022-10-02
894000,2022-10-03
894000,2022-10-04
894000,2022-10-05
894000,2022-10-06
894000,2022-10-07
894000,2022-10-08
894000,2022-10-09
894000,2022-10-10
894000,2022-10-11
894000,2022-10-12
894000,2022-10-13
894000,2022-10-14
894000,2022-10-15
894000,2022-10-16
894000,2022-10-17
894000,2022-10-18
894000,2022-10-19
894000,2022-10-20
894000,2022-10-21
894000,2022-10-22
894000,2022-10-23
894000,2022-10-24
894000,2022-10-25
894000,2022-10-26
894000,2022-10-27
894000,2022-10-28
894000,2022-10-29
894000,2022-10-30
894000,2022-10-31
619000,2022-11-01
619000,2022-11-02
619000,2022-11-03
619000,2022-11-04
619000,2022-11-05
619000,2022-11-06
619000,2022-11-07
619000,2022-11-08
619000,2022-11-09
619000,2022-11-10
619000,2022-11-11
619000,2022-11-12
619000,2022-11-13
619000,2022-11-14
619000,2022-11-15
619000,2022-11-16
619000,2022-11-17
619000,2022-11-18
619000,2022-11-19
619000,2022-11-20
619000,2022-11-21
619000,2022-11-22
619000,2022-11-23
619000,2022-11-24
619000,2022-11-25
619000,2022-11-26
619000,2022-11-27
619000,2022-11-28
619000,2022-11-29
619000,2022-11-30
601000,2022-12-01
601000,2022-12-02
601000,2022-12-03
601000,2022-12-04
601000,2022-12-05
601000,2022-12-06
601000,2022-12-07
601000,2022-12-08
601000,2022-12-09
601000,2022-12-10
601000,2022-12-11
601000,2022-12-12
601000,2022-12-13
601000,2022-12-14
601000,2022-12-15
601000,2022-12-16
601000,2022-12-17
601000,2022-12-18
601000,2022-12-19
601000,2022-12-20
601000,2022-12-21
601000,2022-12-22
601000,2022-12-23
601000,2022-12-24
601000,2022-12-25
601000,2022-12-26
601000,2022-12-27
601000,2022-12-28
601000,2022-12-29
601000,2022-12-30
601000,2022-12-31
579000,2023-01-01
579000,2023-01-02
579000,2023-01-03
579000,2023-01-04
579000,2023-01-05
579000,2023-01-06
579000,2023-01-07
579000,2023-01-08
579000,2023-01-09
579000,2023-01-10
579000,2023-01-11
579000,2023-01-12
579000,2023-01-13
579000,2023-01-14
579000,2023-01-15
579000,2023-01-16
579000,2023-01-17
579000,2023-01-18
579000,2023-01-19
579000,2023-01-20
579000,2023-01-21
579000,2023-01-22
579000,2023-01-23
579000,2023-01-24
579000,2023-01-25
579000,2023-01-26
579000,2023-01-27
579000,2023-01-28
579000,2023-01-29
579000,2023-01-30
579000,2023-01-31
668000,2023-02-01
668000,2023-02-02
668000,2023-02-03
668000,2023-02-04
668000,2023-02-05
668000,2023-02-06
668000,2023-02-07
668000,2023-02-08
668000,2023-02-09
668000,2023-02-10
668000,2023-02-11
668000,2023-02-12
668000,2023-02-13
668000,2023-02-14
668000,2023-02-15
668000,2023-02-16
668000,2023-02-17
668000,2023-02-18
668000,2023-02-19
668000,2023-02-20
668000,2023-02-21
668000,2023-02-22
668000,2023-02-23
668000,2023-02-24
668000,2023-02-25
668000,2023-02-26
668000,2023-02-27
668000,2023-02-28
772000,2023-03-01
772000,2023-03-02
772000,2023-03-03
772000,2023-03-04
772000,2023-03-05
772000,2023-03-06
772000,2023-03-07
772000,2023-03-08
772000,2023-03-09
772000,2023-03-10
772000,2023-03-11
772000,2023-03-12
772000,2023-03-13
772000,2023-03-14
772000,2023-03-15
772000,2023-03-16
772000,2023-03-17
772000,2023-03-18
772000,2023-03-19
772000,2023-03-20
772000,2023-03-21
772000,2023-03-22
772000,2023-03-23
772000,2023-03-24
772000,2023-03-25
772000,2023-03-26
772000,2023-03-27
772000,2023-03-28
772000,2023-03-29
772000,2023-03-30
772000,2023-03-31
959000,2023-04-01
959000,2023-04-02
959000,2023-04-03
959000,2023-04-04
959000,2023-04-05
959000,2023-04-06
959000,2023-04-07
959000,2023-04-08
959000,2023-04-09
959000,2023-04-10
959000,2023-04-11
959000,2023-04-12
959000,2023-04-13
959000,2023-04-14
959000,2023-04-15
959000,2023-04-16
959000,2023-04-17
959000,2023-04-18
959000,2023-04-19
959000,2023-04-20
959000,2023-04-21
959000,2023-04-22
959000,2023-04-23
959000,2023-04-24
959000,2023-04-25
959000,2023-04-26
959000,2023-04-27
959000,2023-04-28
959000,2023-04-29
959000,2023-04-30
966000,2023-05-01
966000,2023-05-02
966000,2023-05-03
966000,2023-05-04
966000,2023-05-05
966000,2023-05-06
966000,2023-05-07
966000,2023-05-08
966000,2023-05-09
966000,2023-05-10
966000,2023-05-11
966000,2023-05-12
966000,2023-05-13
966000,2023-05-14
966000,2023-05-15
966000,2023-05-16
966000,2023-05-17
966000,2023-05-18
966000,2023-05-19
966000,2023-05-20
966000,2023-05-21
966000,2023-05-22
966000,2023-05-23
966000,2023-05-24
966000,2023-05-25
966000,2023-05-26
966000,2023-05-27
966000,2023-05-28
966000,2023-05-29
966000,2023-05-30
966000,2023-05-31
981000,2023-06-01
981000,2023-06-02
981000,2023-06-03
981000,2023-06-04
981000,2023-06-05
981000,2023-06-06
981000,2023-06-07
981000,2023-06-08
981000,2023-06-09
981000,2023-06-10
981000,2023-06-11
981000,2023-06-12
981000,2023-06-13
981000,2023-06-14
981000,2023-06-15
981000,2023-06-16
981000,2023-06-17
981000,2023-06-18
981000,2023-06-19
981000,2023-06-20
981000,2023-06-21
981000,2023-06-22
981000,2023-06-23
981000,2023-06-24
981000,2023-06-25
981000,2023-06-26
981000,2023-06-27
981000,2023-06-28
981000,2023-06-29
981000,2023-06-30
1175000,2023-07-01
1175000,2023-07-02
1175000,2023-07-03
1175000,2023-07-04
1175000,2023-07-05
1175000,2023-07-06
1175000,2023-07-07
1175000,2023-07-08
1175000,2023-07-09
1175000,2023-07-10
1175000,2023-07-11
1175000,2023-07-12
1175000,2023-07-13
1175000,2023-07-14
1175000,2023-07-15
1175000,2023-07-16
1175000,2023-07-17
1175000,2023-07-18
1175000,2023-07-19
1175000,2023-07-20
1175000,2023-07-21
1175000,2023-07-22
1175000,2023-07-23
1175000,2023-07-24
1175000,2023-07-25
1175000,2023-07-26
1175000,2023-07-27
1175000,2023-07-28
1175000,2023-07-29
1175000,2023-07-30
1175000,2023-07-31
1183000,2023-08-01
1183000,2023-08-02
1183000,2023-08-03
1183000,2023-08-04
1183000,2023-08-05
1183000,2023-08-06
1183000,2023-08-07
1183000,2023-08-08
1183000,2023-08-09
1183000,2023-08-10
1183000,2023-08-11
1183000,2023-08-12
1183000,2023-08-13
1183000,2023-08-14
1183000,2023-08-15
1183000,2023-08-16
1183000,2023-08-17
1183000,2023-08-18
1183000,2023-08-19
1183000,2023-08-20
1183000,2023-08-21
1183000,2023-08-22
1183000,2023-08-23
1183000,2023-08-24
1183000,2023-08-25
1183000,2023-08-26
1183000,2023-08-27
1183000,2023-08-28
1183000,2023-08-29
1183000,2023-08-30
1183000,2023-08-31
998000,2023-09-01
998000,2023-09-02
998000,2023-09-03
998000,2023-09-04
998000,2023-09-05
998000,2023-09-06
998000,2023-09-07
998000,2023-09-08
998000,2023-09-09
998000,2023-09-10
998000,2023-09-11
998000,2023-09-12
998000,2023-09-13
998000,2023-09-14
998000,2023-09-15
998000,2023-09-16
998000,2023-09-17
998000,2023-09-18
998000,2023-09-19
998000,2023-09-20
998000,2023-09-21
998000,2023-09-22
998000,2023-09-23
998000,2023-09-24
998000,2023-09-25
998000,2023-09-26
998000,2023-09-27
998000,2023-09-28
998000,2023-09-29
998000,2023-09-30
1105000,2023-10-01
1105000,2023-10-02
1105000,2023-10-03
1105000,2023-10-04
1105000,2023-10-05
1105000,2023-10-06
1105000,2023-10-07
1105000,2023-10-08
1105000,2023-10-09
1105000,2023-10-10
1105000,2023-10-11
1105000,2023-10-12
1105000,2023-10-13
1105000,2023-10-14
1105000,2023-10-15
1105000,2023-10-16
1105000,2023-10-17
1105000,2023-10-18
1105000,2023-10-19
1105000,2023-10-20
1105000,2023-10-21
1105000,2023-10-22
1105000,2023-10-23
1105000,2023-10-24
1105000,2023-10-25
1105000,2023-10-26
1105000,2023-10-27
1105000,2023-10-28
1105000,2023-10-29
1105000,2023-10-30
1105000,2023-10-31
794000,2023-11-01
794000,2023-11-02
794000,2023-11-03
794000,2023-11-04
794000,2023-11-05
794000,2023-11-06
794000,2023-11-07
794000,2023-11-08
794000,2023-11-09
794000,2023-11-10
794000,2023-11-11
794000,2023-11-12
794000,2023-11-13
794000,2023-11-14
794000,2023-11-15
794000,2023-11-16
794000,2023-11-17
794000,2023-11-18
794000,2023-11-19
794000,2023-11-20
794000,2023-11-21
794000,2023-11-22
794000,2023-11-23
794000,2023-11-24
794000,2023-11-25
794000,2023-11-26
794000,2023-11-27
794000,2023-11-28
794000,2023-11-29
794000,2023-11-30
743000,2023-12-01
743000,2023-12-02
743000,2023-12-03
743000,2023-12-04
743000,2023-12-05
743000,2023-12-06
743000,2023-12-07
743000,2023-12-08
743000,2023-12-09
743000,2023-12-10
743000,2023-12-11
743000,2023-12-12
743000,2023-12-13
743000,2023-12-14
743000,2023-12-15
743000,2023-12-16
743000,2023-12-17
743000,2023-12-18
743000,2023-12-19
743000,2023-12-20
743000,2023-12-21
743000,2023-12-22
743000,2023-12-23
743000,2023-12-24
743000,2023-12-25
743000,2023-12-26
743000,2023-12-27
743000,2023-12-28
743000,2023-12-29
743000,2023-12-30
743000,2023-12-31
