Empleo,fecha
600300,2019-08-28
600300,2019-08-29
600300,2019-08-30
600300,2019-08-31
600300,2019-09-01
600300,2019-09-02
600300,2019-09-03
600300,2019-09-04
600300,2019-09-05
600300,2019-09-06
600300,2019-09-07
600300,2019-09-08
600300,2019-09-09
600300,2019-09-10
600300,2019-09-11
600300,2019-09-12
600300,2019-09-13
600300,2019-09-14
600300,2019-09-15
600300,2019-09-16
600300,2019-09-17
600300,2019-09-18
600300,2019-09-19
600300,2019-09-20
600300,2019-09-21
600300,2019-09-22
600300,2019-09-23
600300,2019-09-24
600300,2019-09-25
600300,2019-09-26
600300,2019-09-27
600300,2019-09-28
600300,2019-09-29
600300,2019-09-30
598700,2019-10-01
598700,2019-10-02
598700,2019-10-03
598700,2019-10-04
598700,2019-10-05
598700,2019-10-06
598700,2019-10-07
598700,2019-10-08
598700,2019-10-09
598700,2019-10-10
598700,2019-10-11
598700,2019-10-12
598700,2019-10-13
598700,2019-10-14
598700,2019-10-15
598700,2019-10-16
598700,2019-10-17
598700,2019-10-18
598700,2019-10-19
598700,2019-10-20
598700,2019-10-21
598700,2019-10-22
598700,2019-10-23
598700,2019-10-24
598700,2019-10-25
598700,2019-10-26
598700,2019-10-27
598700,2019-10-28
598700,2019-10-29
598700,2019-10-30
598700,2019-10-31
598700,2019-11-01
598700,2019-11-02
598700,2019-11-03
598700,2019-11-04
598700,2019-11-05
598700,2019-11-06
598700,2019-11-07
598700,2019-11-08
598700,2019-11-09
598700,2019-11-10
598700,2019-11-11
598700,2019-11-12
598700,2019-11-13
598700,2019-11-14
598700,2019-11-15
598700,2019-11-16
598700,2019-11-17
598700,2019-11-18
598700,2019-11-19
598700,2019-11-20
598700,2019-11-21
598700,2019-11-22
598700,2019-11-23
598700,2019-11-24
598700,2019-11-25
598700,2019-11-26
598700,2019-11-27
598700,2019-11-28
598700,2019-11-29
598700,2019-11-30
598700,2019-12-01
598700,2019-12-02
598700,2019-12-03
598700,2019-12-04
598700,2019-12-05
598700,2019-12-06
598700,2019-12-07
598700,2019-12-08
598700,2019-12-09
598700,2019-12-10
598700,2019-12-11
598700,2019-12-12
598700,2019-12-13
598700,2019-12-14
598700,2019-12-15
598700,2019-12-16
598700,2019-12-17
598700,2019-12-18
598700,2019-12-19
598700,2019-12-20
598700,2019-12-21
598700,2019-12-22
598700,2019-12-23
598700,2019-12-24
598700,2019-12-25
598700,2019-12-26
598700,2019-12-27
598700,2019-12-28
598700,2019-12-29
598700,2019-12-30
598700,2019-12-31
591300,2020-01-01
591300,2020-01-02
591300,2020-01-03
591300,2020-01-04
591300,2020-01-05
591300,2020-01-06
591300,2020-01-07
591300,2020-01-08
591300,2020-01-09
591300,2020-01-10
591300,2020-01-11
591300,2020-01-12
591300,2020-01-13
591300,2020-01-14
591300,2020-01-15
591300,2020-01-16
591300,2020-01-17
591300,2020-01-18
591300,2020-01-19
591300,2020-01-20
591300,2020-01-21
591300,2020-01-22
591300,2020-01-23
591300,2020-01-24
591300,2020-01-25
591300,2020-01-26
591300,2020-01-27
591300,2020-01-28
591300,2020-01-29
591300,2020-01-30
591300,2020-01-31
591300,2020-02-01
591300,2020-02-02
591300,2020-02-03
591300,2020-02-04
591300,2020-02-05
591300,2020-02-06
591300,2020-02-07
591300,2020-02-08
591300,2020-02-09
591300,2020-02-10
591300,2020-02-11
591300,2020-02-12
591300,2020-02-13
591300,2020-02-14
591300,2020-02-15
591300,2020-02-16
591300,2020-02-17
591300,2020-02-18
591300,2020-02-19
591300,2020-02-20
591300,2020-02-21
591300,2020-02-22
591300,2020-02-23
591300,2020-02-24
591300,2020-02-25
591300,2020-02-26
591300,2020-02-27
591300,2020-02-28
591300,2020-02-29
591300,2020-03-01
591300,2020-03-02
591300,2020-03-03
591300,2020-03-04
591300,2020-03-05
591300,2020-03-06
591300,2020-03-07
591300,2020-03-08
591300,2020-03-09
591300,2020-03-10
591300,2020-03-11
591300,2020-03-12
591300,2020-03-13
591300,2020-03-14
591300,2020-03-15
591300,2020-03-16
591300,2020-03-17
591300,2020-03-18
591300,2020-03-19
591300,2020-03-20
591300,2020-03-21
591300,2020-03-22
591300,2020-03-23
591300,2020-03-24
591300,2020-03-25
591300,2020-03-26
591300,2020-03-27
591300,2020-03-28
591300,2020-03-29
591300,2020-03-30
591300,2020-03-31
567700,2020-04-01
567700,2020-04-02
567700,2020-04-03
567700,2020-04-04
567700,2020-04-05
567700,2020-04-06
567700,2020-04-07
567700,2020-04-08
567700,2020-04-09
567700,2020-04-10
567700,2020-04-11
567700,2020-04-12
567700,2020-04-13
567700,2020-04-14
567700,2020-04-15
567700,2020-04-16
567700,2020-04-17
567700,2020-04-18
567700,2020-04-19
567700,2020-04-20
567700,2020-04-21
567700,2020-04-22
567700,2020-04-23
567700,2020-04-24
567700,2020-04-25
567700,2020-04-26
567700,2020-04-27
567700,2020-04-28
567700,2020-04-29
567700,2020-04-30
567700,2020-05-01
567700,2020-05-02
567700,2020-05-03
567700,2020-05-04
567700,2020-05-05
567700,2020-05-06
567700,2020-05-07
567700,2020-05-08
567700,2020-05-09
567700,2020-05-10
567700,2020-05-11
567700,2020-05-12
567700,2020-05-13
567700,2020-05-14
567700,2020-05-15
567700,2020-05-16
567700,2020-05-17
567700,2020-05-18
567700,2020-05-19
567700,2020-05-20
567700,2020-05-21
567700,2020-05-22
567700,2020-05-23
567700,2020-05-24
567700,2020-05-25
567700,2020-05-26
567700,2020-05-27
567700,2020-05-28
567700,2020-05-29
567700,2020-05-30
567700,2020-05-31
567700,2020-06-01
567700,2020-06-02
567700,2020-06-03
567700,2020-06-04
567700,2020-06-05
567700,2020-06-06
567700,2020-06-07
567700,2020-06-08
567700,2020-06-09
567700,2020-06-10
567700,2020-06-11
567700,2020-06-12
567700,2020-06-13
567700,2020-06-14
567700,2020-06-15
567700,2020-06-16
567700,2020-06-17
567700,2020-06-18
567700,2020-06-19
567700,2020-06-20
567700,2020-06-21
567700,2020-06-22
567700,2020-06-23
567700,2020-06-24
567700,2020-06-25
567700,2020-06-26
567700,2020-06-27
567700,2020-06-28
567700,2020-06-29
567700,2020-06-30
573300,2020-07-01
573300,2020-07-02
573300,2020-07-03
573300,2020-07-04
573300,2020-07-05
573300,2020-07-06
573300,2020-07-07
573300,2020-07-08
573300,2020-07-09
573300,2020-07-10
573300,2020-07-11
573300,2020-07-12
573300,2020-07-13
573300,2020-07-14
573300,2020-07-15
573300,2020-07-16
573300,2020-07-17
573300,2020-07-18
573300,2020-07-19
573300,2020-07-20
573300,2020-07-21
573300,2020-07-22
573300,2020-07-23
573300,2020-07-24
573300,2020-07-25
573300,2020-07-26
573300,2020-07-27
573300,2020-07-28
573300,2020-07-29
573300,2020-07-30
573300,2020-07-31
573300,2020-08-01
573300,2020-08-02
573300,2020-08-03
573300,2020-08-04
573300,2020-08-05
573300,2020-08-06
573300,2020-08-07
573300,2020-08-08
573300,2020-08-09
573300,2020-08-10
573300,2020-08-11
573300,2020-08-12
573300,2020-08-13
573300,2020-08-14
573300,2020-08-15
573300,2020-08-16
573300,2020-08-17
573300,2020-08-18
573300,2020-08-19
573300,2020-08-20
573300,2020-08-21
573300,2020-08-22
573300,2020-08-23
573300,2020-08-24
573300,2020-08-25
573300,2020-08-26
573300,2020-08-27
573300,2020-08-28
573300,2020-08-29
573300,2020-08-30
573300,2020-08-31
573300,2020-09-01
573300,2020-09-02
573300,2020-09-03
573300,2020-09-04
573300,2020-09-05
573300,2020-09-06
573300,2020-09-07
573300,2020-09-08
573300,2020-09-09
573300,2020-09-10
573300,2020-09-11
573300,2020-09-12
573300,2020-09-13
573300,2020-09-14
573300,2020-09-15
573300,2020-09-16
573300,2020-09-17
573300,2020-09-18
573300,2020-09-19
573300,2020-09-20
573300,2020-09-21
573300,2020-09-22
573300,2020-09-23
573300,2020-09-24
573300,2020-09-25
573300,2020-09-26
573300,2020-09-27
573300,2020-09-28
573300,2020-09-29
573300,2020-09-30
569700,2020-10-01
569700,2020-10-02
569700,2020-10-03
569700,2020-10-04
569700,2020-10-05
569700,2020-10-06
569700,2020-10-07
569700,2020-10-08
569700,2020-10-09
569700,2020-10-10
569700,2020-10-11
569700,2020-10-12
569700,2020-10-13
569700,2020-10-14
569700,2020-10-15
569700,2020-10-16
569700,2020-10-17
569700,2020-10-18
569700,2020-10-19
569700,2020-10-20
569700,2020-10-21
569700,2020-10-22
569700,2020-10-23
569700,2020-10-24
569700,2020-10-25
569700,2020-10-26
569700,2020-10-27
569700,2020-10-28
569700,2020-10-29
569700,2020-10-30
569700,2020-10-31
569700,2020-11-01
569700,2020-11-02
569700,2020-11-03
569700,2020-11-04
569700,2020-11-05
569700,2020-11-06
569700,2020-11-07
569700,2020-11-08
569700,2020-11-09
569700,2020-11-10
569700,2020-11-11
569700,2020-11-12
569700,2020-11-13
569700,2020-11-14
569700,2020-11-15
569700,2020-11-16
569700,2020-11-17
569700,2020-11-18
569700,2020-11-19
569700,2020-11-20
569700,2020-11-21
569700,2020-11-22
569700,2020-11-23
569700,2020-11-24
569700,2020-11-25
569700,2020-11-26
569700,2020-11-27
569700,2020-11-28
569700,2020-11-29
569700,2020-11-30
569700,2020-12-01
569700,2020-12-02
569700,2020-12-03
569700,2020-12-04
569700,2020-12-05
569700,2020-12-06
569700,2020-12-07
569700,2020-12-08
569700,2020-12-09
569700,2020-12-10
569700,2020-12-11
569700,2020-12-12
569700,2020-12-13
569700,2020-12-14
569700,2020-12-15
569700,2020-12-16
569700,2020-12-17
569700,2020-12-18
569700,2020-12-19
569700,2020-12-20
569700,2020-12-21
569700,2020-12-22
569700,2020-12-23
569700,2020-12-24
569700,2020-12-25
569700,2020-12-26
569700,2020-12-27
569700,2020-12-28
569700,2020-12-29
569700,2020-12-30
569700,2020-12-31
586300,2021-01-01
586300,2021-01-02
586300,2021-01-03
586300,2021-01-04
586300,2021-01-05
586300,2021-01-06
586300,2021-01-07
586300,2021-01-08
586300,2021-01-09
586300,2021-01-10
586300,2021-01-11
586300,2021-01-12
586300,2021-01-13
586300,2021-01-14
586300,2021-01-15
586300,2021-01-16
586300,2021-01-17
586300,2021-01-18
586300,2021-01-19
586300,2021-01-20
586300,2021-01-21
586300,2021-01-22
586300,2021-01-23
586300,2021-01-24
586300,2021-01-25
586300,2021-01-26
586300,2021-01-27
586300,2021-01-28
586300,2021-01-29
586300,2021-01-30
586300,2021-01-31
586300,2021-02-01
586300,2021-02-02
586300,2021-02-03
586300,2021-02-04
586300,2021-02-05
586300,2021-02-06
586300,2021-02-07
586300,2021-02-08
586300,2021-02-09
586300,2021-02-10
586300,2021-02-11
586300,2021-02-12
586300,2021-02-13
586300,2021-02-14
586300,2021-02-15
586300,2021-02-16
586300,2021-02-17
586300,2021-02-18
586300,2021-02-19
586300,2021-02-20
586300,2021-02-21
586300,2021-02-22
586300,2021-02-23
586300,2021-02-24
586300,2021-02-25
586300,2021-02-26
586300,2021-02-27
586300,2021-02-28
586300,2021-03-01
586300,2021-03-02
586300,2021-03-03
586300,2021-03-04
586300,2021-03-05
586300,2021-03-06
586300,2021-03-07
586300,2021-03-08
586300,2021-03-09
586300,2021-03-10
586300,2021-03-11
586300,2021-03-12
586300,2021-03-13
586300,2021-03-14
586300,2021-03-15
586300,2021-03-16
586300,2021-03-17
586300,2021-03-18
586300,2021-03-19
586300,2021-03-20
586300,2021-03-21
586300,2021-03-22
586300,2021-03-23
586300,2021-03-24
586300,2021-03-25
586300,2021-03-26
586300,2021-03-27
586300,2021-03-28
586300,2021-03-29
586300,2021-03-30
586300,2021-03-31
578500,2021-04-01
578500,2021-04-02
578500,2021-04-03
578500,2021-04-04
578500,2021-04-05
578500,2021-04-06
578500,2021-04-07
578500,2021-04-08
578500,2021-04-09
578500,2021-04-10
578500,2021-04-11
578500,2021-04-12
578500,2021-04-13
578500,2021-04-14
578500,2021-04-15
578500,2021-04-16
578500,2021-04-17
578500,2021-04-18
578500,2021-04-19
578500,2021-04-20
578500,2021-04-21
578500,2021-04-22
578500,2021-04-23
578500,2021-04-24
578500,2021-04-25
578500,2021-04-26
578500,2021-04-27
578500,2021-04-28
578500,2021-04-29
578500,2021-04-30
578500,2021-05-01
578500,2021-05-02
578500,2021-05-03
578500,2021-05-04
578500,2021-05-05
578500,2021-05-06
578500,2021-05-07
578500,2021-05-08
578500,2021-05-09
578500,2021-05-10
578500,2021-05-11
578500,2021-05-12
578500,2021-05-13
578500,2021-05-14
578500,2021-05-15
578500,2021-05-16
578500,2021-05-17
578500,2021-05-18
578500,2021-05-19
578500,2021-05-20
578500,2021-05-21
578500,2021-05-22
578500,2021-05-23
578500,2021-05-24
578500,2021-05-25
578500,2021-05-26
578500,2021-05-27
578500,2021-05-28
578500,2021-05-29
578500,2021-05-30
578500,2021-05-31
578500,2021-06-01
578500,2021-06-02
578500,2021-06-03
578500,2021-06-04
578500,2021-06-05
578500,2021-06-06
578500,2021-06-07
578500,2021-06-08
578500,2021-06-09
578500,2021-06-10
578500,2021-06-11
578500,2021-06-12
578500,2021-06-13
578500,2021-06-14
578500,2021-06-15
578500,2021-06-16
578500,2021-06-17
578500,2021-06-18
578500,2021-06-19
578500,2021-06-20
578500,2021-06-21
578500,2021-06-22
578500,2021-06-23
578500,2021-06-24
578500,2021-06-25
578500,2021-06-26
578500,2021-06-27
578500,2021-06-28
578500,2021-06-29
578500,2021-06-30
599200,2021-07-01
599200,2021-07-02
599200,2021-07-03
599200,2021-07-04
599200,2021-07-05
599200,2021-07-06
599200,2021-07-07
599200,2021-07-08
599200,2021-07-09
599200,2021-07-10
599200,2021-07-11
599200,2021-07-12
599200,2021-07-13
599200,2021-07-14
599200,2021-07-15
599200,2021-07-16
599200,2021-07-17
599200,2021-07-18
599200,2021-07-19
599200,2021-07-20
599200,2021-07-21
599200,2021-07-22
599200,2021-07-23
599200,2021-07-24
599200,2021-07-25
599200,2021-07-26
599200,2021-07-27
599200,2021-07-28
599200,2021-07-29
599200,2021-07-30
599200,2021-07-31
599200,2021-08-01
599200,2021-08-02
599200,2021-08-03
599200,2021-08-04
599200,2021-08-05
599200,2021-08-06
599200,2021-08-07
599200,2021-08-08
599200,2021-08-09
599200,2021-08-10
599200,2021-08-11
599200,2021-08-12
599200,2021-08-13
599200,2021-08-14
599200,2021-08-15
599200,2021-08-16
599200,2021-08-17
599200,2021-08-18
599200,2021-08-19
599200,2021-08-20
599200,2021-08-21
599200,2021-08-22
599200,2021-08-23
599200,2021-08-24
599200,2021-08-25
599200,2021-08-26
599200,2021-08-27
599200,2021-08-28
599200,2021-08-29
599200,2021-08-30
599200,2021-08-31
599200,2021-09-01
599200,2021-09-02
599200,2021-09-03
599200,2021-09-04
599200,2021-09-05
599200,2021-09-06
599200,2021-09-07
599200,2021-09-08
599200,2021-09-09
599200,2021-09-10
599200,2021-09-11
599200,2021-09-12
599200,2021-09-13
599200,2021-09-14
599200,2021-09-15
599200,2021-09-16
599200,2021-09-17
599200,2021-09-18
599200,2021-09-19
599200,2021-09-20
599200,2021-09-21
599200,2021-09-22
599200,2021-09-23
599200,2021-09-24
599200,2021-09-25
599200,2021-09-26
599200,2021-09-27
599200,2021-09-28
599200,2021-09-29
599200,2021-09-30
586500,2021-10-01
586500,2021-10-02
586500,2021-10-03
586500,2021-10-04
586500,2021-10-05
586500,2021-10-06
586500,2021-10-07
586500,2021-10-08
586500,2021-10-09
586500,2021-10-10
586500,2021-10-11
586500,2021-10-12
586500,2021-10-13
586500,2021-10-14
586500,2021-10-15
586500,2021-10-16
586500,2021-10-17
586500,2021-10-18
586500,2021-10-19
586500,2021-10-20
586500,2021-10-21
586500,2021-10-22
586500,2021-10-23
586500,2021-10-24
586500,2021-10-25
586500,2021-10-26
586500,2021-10-27
586500,2021-10-28
586500,2021-10-29
586500,2021-10-30
586500,2021-10-31
586500,2021-11-01
586500,2021-11-02
586500,2021-11-03
586500,2021-11-04
586500,2021-11-05
586500,2021-11-06
586500,2021-11-07
586500,2021-11-08
586500,2021-11-09
586500,2021-11-10
586500,2021-11-11
586500,2021-11-12
586500,2021-11-13
586500,2021-11-14
586500,2021-11-15
586500,2021-11-16
586500,2021-11-17
586500,2021-11-18
586500,2021-11-19
586500,2021-11-20
586500,2021-11-21
586500,2021-11-22
586500,2021-11-23
586500,2021-11-24
586500,2021-11-25
586500,2021-11-26
586500,2021-11-27
586500,2021-11-28
586500,2021-11-29
586500,2021-11-30
586500,2021-12-01
586500,2021-12-02
586500,2021-12-03
586500,2021-12-04
586500,2021-12-05
586500,2021-12-06
586500,2021-12-07
586500,2021-12-08
586500,2021-12-09
586500,2021-12-10
586500,2021-12-11
586500,2021-12-12
586500,2021-12-13
586500,2021-12-14
586500,2021-12-15
586500,2021-12-16
586500,2021-12-17
586500,2021-12-18
586500,2021-12-19
586500,2021-12-20
586500,2021-12-21
586500,2021-12-22
586500,2021-12-23
586500,2021-12-24
586500,2021-12-25
586500,2021-12-26
586500,2021-12-27
586500,2021-12-28
586500,2021-12-29
586500,2021-12-30
586500,2021-12-31
581700,2022-01-01
581700,2022-01-02
581700,2022-01-03
581700,2022-01-04
581700,2022-01-05
581700,2022-01-06
581700,2022-01-07
581700,2022-01-08
581700,2022-01-09
581700,2022-01-10
581700,2022-01-11
581700,2022-01-12
581700,2022-01-13
581700,2022-01-14
581700,2022-01-15
581700,2022-01-16
581700,2022-01-17
581700,2022-01-18
581700,2022-01-19
581700,2022-01-20
581700,2022-01-21
581700,2022-01-22
581700,2022-01-23
581700,2022-01-24
581700,2022-01-25
581700,2022-01-26
581700,2022-01-27
581700,2022-01-28
581700,2022-01-29
581700,2022-01-30
581700,2022-01-31
581700,2022-02-01
581700,2022-02-02
581700,2022-02-03
581700,2022-02-04
581700,2022-02-05
581700,2022-02-06
581700,2022-02-07
581700,2022-02-08
581700,2022-02-09
581700,2022-02-10
581700,2022-02-11
581700,2022-02-12
581700,2022-02-13
581700,2022-02-14
581700,2022-02-15
581700,2022-02-16
581700,2022-02-17
581700,2022-02-18
581700,2022-02-19
581700,2022-02-20
581700,2022-02-21
581700,2022-02-22
581700,2022-02-23
581700,2022-02-24
581700,2022-02-25
581700,2022-02-26
581700,2022-02-27
581700,2022-02-28
581700,2022-03-01
581700,2022-03-02
581700,2022-03-03
581700,2022-03-04
581700,2022-03-05
581700,2022-03-06
581700,2022-03-07
581700,2022-03-08
581700,2022-03-09
581700,2022-03-10
581700,2022-03-11
581700,2022-03-12
581700,2022-03-13
581700,2022-03-14
581700,2022-03-15
581700,2022-03-16
581700,2022-03-17
581700,2022-03-18
581700,2022-03-19
581700,2022-03-20
581700,2022-03-21
581700,2022-03-22
581700,2022-03-23
581700,2022-03-24
581700,2022-03-25
581700,2022-03-26
581700,2022-03-27
581700,2022-03-28
581700,2022-03-29
581700,2022-03-30
581700,2022-03-31
643700,2022-04-01
643700,2022-04-02
643700,2022-04-03
643700,2022-04-04
643700,2022-04-05
643700,2022-04-06
643700,2022-04-07
643700,2022-04-08
643700,2022-04-09
643700,2022-04-10
643700,2022-04-11
643700,2022-04-12
643700,2022-04-13
643700,2022-04-14
643700,2022-04-15
643700,2022-04-16
643700,2022-04-17
643700,2022-04-18
643700,2022-04-19
643700,2022-04-20
643700,2022-04-21
643700,2022-04-22
643700,2022-04-23
643700,2022-04-24
643700,2022-04-25
643700,2022-04-26
643700,2022-04-27
643700,2022-04-28
643700,2022-04-29
643700,2022-04-30
643700,2022-05-01
643700,2022-05-02
643700,2022-05-03
643700,2022-05-04
643700,2022-05-05
643700,2022-05-06
643700,2022-05-07
643700,2022-05-08
643700,2022-05-09
643700,2022-05-10
643700,2022-05-11
643700,2022-05-12
643700,2022-05-13
643700,2022-05-14
643700,2022-05-15
643700,2022-05-16
643700,2022-05-17
643700,2022-05-18
643700,2022-05-19
643700,2022-05-20
643700,2022-05-21
643700,2022-05-22
643700,2022-05-23
643700,2022-05-24
643700,2022-05-25
643700,2022-05-26
643700,2022-05-27
643700,2022-05-28
643700,2022-05-29
643700,2022-05-30
643700,2022-05-31
643700,2022-06-01
643700,2022-06-02
643700,2022-06-03
643700,2022-06-04
643700,2022-06-05
643700,2022-06-06
643700,2022-06-07
643700,2022-06-08
643700,2022-06-09
643700,2022-06-10
643700,2022-06-11
643700,2022-06-12
643700,2022-06-13
643700,2022-06-14
643700,2022-06-15
643700,2022-06-16
643700,2022-06-17
643700,2022-06-18
643700,2022-06-19
643700,2022-06-20
643700,2022-06-21
643700,2022-06-22
643700,2022-06-23
643700,2022-06-24
643700,2022-06-25
643700,2022-06-26
643700,2022-06-27
643700,2022-06-28
643700,2022-06-29
643700,2022-06-30
627300,2022-07-01
627300,2022-07-02
627300,2022-07-03
627300,2022-07-04
627300,2022-07-05
627300,2022-07-06
627300,2022-07-07
627300,2022-07-08
627300,2022-07-09
627300,2022-07-10
627300,2022-07-11
627300,2022-07-12
627300,2022-07-13
627300,2022-07-14
627300,2022-07-15
627300,2022-07-16
627300,2022-07-17
627300,2022-07-18
627300,2022-07-19
627300,2022-07-20
627300,2022-07-21
627300,2022-07-22
627300,2022-07-23
627300,2022-07-24
627300,2022-07-25
627300,2022-07-26
627300,2022-07-27
627300,2022-07-28
627300,2022-07-29
627300,2022-07-30
627300,2022-07-31
627300,2022-08-01
627300,2022-08-02
627300,2022-08-03
627300,2022-08-04
627300,2022-08-05
627300,2022-08-06
627300,2022-08-07
627300,2022-08-08
627300,2022-08-09
627300,2022-08-10
627300,2022-08-11
627300,2022-08-12
627300,2022-08-13
627300,2022-08-14
627300,2022-08-15
627300,2022-08-16
627300,2022-08-17
627300,2022-08-18
627300,2022-08-19
627300,2022-08-20
627300,2022-08-21
627300,2022-08-22
627300,2022-08-23
627300,2022-08-24
627300,2022-08-25
627300,2022-08-26
627300,2022-08-27
627300,2022-08-28
627300,2022-08-29
627300,2022-08-30
627300,2022-08-31
627300,2022-09-01
627300,2022-09-02
627300,2022-09-03
627300,2022-09-04
627300,2022-09-05
627300,2022-09-06
627300,2022-09-07
627300,2022-09-08
627300,2022-09-09
627300,2022-09-10
627300,2022-09-11
627300,2022-09-12
627300,2022-09-13
627300,2022-09-14
627300,2022-09-15
627300,2022-09-16
627300,2022-09-17
627300,2022-09-18
627300,2022-09-19
627300,2022-09-20
627300,2022-09-21
627300,2022-09-22
627300,2022-09-23
627300,2022-09-24
627300,2022-09-25
627300,2022-09-26
627300,2022-09-27
627300,2022-09-28
627300,2022-09-29
627300,2022-09-30
607800,2022-10-01
607800,2022-10-02
607800,2022-10-03
607800,2022-10-04
607800,2022-10-05
607800,2022-10-06
607800,2022-10-07
607800,2022-10-08
607800,2022-10-09
607800,2022-10-10
607800,2022-10-11
607800,2022-10-12
607800,2022-10-13
607800,2022-10-14
607800,2022-10-15
607800,2022-10-16
607800,2022-10-17
607800,2022-10-18
607800,2022-10-19
607800,2022-10-20
607800,2022-10-21
607800,2022-10-22
607800,2022-10-23
607800,2022-10-24
607800,2022-10-25
607800,2022-10-26
607800,2022-10-27
607800,2022-10-28
607800,2022-10-29
