fecha,indicativo,tmed,prec,velmedia
2019-06-15,0106X,"19,8","0,0","3,6"
2019-06-16,0106X,"20,3","0,0","3,1"
2019-06-17,0106X,"21,2","0,0","3,3"
2019-06-18,0106X,"21,0","0,0","3,6"
2019-06-19,0106X,"21,1","0,0","3,3"
2019-06-20,0106X,"23,4","0,0","3,6"
2019-06-21,0106X,"21,2","0,2","2,5"
2019-06-22,0106X,"21,8","0,0","4,2"
2019-06-23,0106X,"23,8","0,0","3,6"
2019-06-24,0106X,"23,0","0,0","3,6"
2019-06-25,0106X,"25,2","0,0","3,1"
2019-06-26,0106X,"26,9","0,0","3,3"
2019-06-27,0106X,"27,2","0,0","3,1"
2019-06-28,0106X,"29,2","0,0","2,8"
2019-06-29,0106X,"28,3","0,0","3,3"
2019-06-30,0106X,"27,5","0,0","3,1"
2019-07-01,0106X,"26,0","0,0","3,9"
2019-07-02,0106X,"25,2","0,0","3,1"
2019-07-03,0106X,"26,8","0,0","2,5"
2019-07-04,0106X,"24,6","0,0","2,8"
2019-07-05,0106X,"26,5","0,0","3,9"
2019-07-06,0106X,"27,3","0,0","3,6"
2019-07-07,0106X,"27,5","0,2","2,2"
2019-07-08,0106X,"24,0","9,0","2,5"
2019-07-09,0106X,"21,9","18,8","2,5"
2019-07-10,0106X,"23,2","0,0","1,9"
2019-07-11,0106X,"25,6","0,0","2,2"
2019-07-12,0106X,"26,3","0,0","3,6"
2019-07-13,0106X,"26,3","0,0","2,8"
2019-07-14,0106X,"23,6","0,0","2,5"
2019-07-15,0106X,"24,1","0,0","3,3"
2019-07-16,0106X,"23,5","0,0","4,2"
2019-07-17,0106X,"23,6","29,0","1,4"
2019-07-18,0106X,"23,0","0,0","2,8"
2019-07-19,0106X,"23,2","0,0","3,3"
2019-07-20,0106X,"24,4","0,0","3,3"
2019-07-21,0106X,"25,6","0,0","3,3"
2019-07-22,0106X,"26,8","0,0","3,3"
2019-07-23,0106X,"26,2","0,0","4,2"
2019-07-24,0106X,"26,2","0,0","3,1"
2019-07-25,0106X,"25,7","0,0","3,6"
2019-07-26,0106X,"25,0","0,0","3,3"
2019-07-27,0106X,"21,1","4,8","1,7"
2019-07-28,0106X,"21,4","0,0","3,6"
2019-07-29,0106X,"23,2","0,0","3,9"
2019-07-30,0106X,"24,4","0,0","2,8"
2019-07-31,0106X,"23,8","0,0","4,4"
2019-08-01,0106X,"25,2","0,0","3,3"
2019-08-02,0106X,"25,0","0,0","3,1"
2019-08-03,0106X,"24,4","0,0","3,1"
2019-08-04,0106X,"25,0","0,0","3,1"
2019-08-05,0106X,"25,4","0,0","3,1"
2019-08-06,0106X,"26,1","0,0","2,8"
2019-08-07,0106X,"26,8","0,0","3,1"
2019-08-08,0106X,"28,7","0,0","3,9"
2019-08-09,0106X,"28,2","0,0","3,1"
2019-08-10,0106X,"27,4","0,0","3,3"
2019-08-11,0106X,"26,4","21,0","2,5"
2019-08-12,0106X,"22,7","0,0","2,5"
2019-08-13,0106X,"20,8","0,0","2,2"
2019-08-14,0106X,"21,2","0,0","2,8"
2019-08-15,0106X,"23,8","0,0","3,1"
2019-08-16,0106X,"25,1","0,0","3,3"
2019-08-17,0106X,"24,8","0,0","3,3"
2019-08-18,0106X,"25,2","0,0","3,6"
2019-08-19,0106X,"23,8","0,0","2,8"
2019-08-20,0106X,"19,6","3,0","0,8"
2019-08-21,0106X,"21,6","0,0","2,5"
2019-08-22,0106X,"24,8","0,0","2,5"
2019-08-23,0106X,"23,3","0,0","3,1"
2019-08-24,0106X,"24,4","0,0","3,3"
2019-08-25,0106X,"24,8","0,0","2,8"
2019-08-26,0106X,"23,0","0,2","3,6"
2019-08-27,0106X,"22,6","0,8","2,8"
2019-08-28,0106X,"23,6","0,0","2,5"
2019-08-29,0106X,"24,6","0,0","2,8"
2019-08-30,0106X,"25,4","0,0","1,4"
2019-08-31,0106X,"24,6","0,0","1,9"
2019-09-01,0106X,"22,2","8,4","3,3"
2019-09-02,0106X,"23,0","0,0","2,8"
2019-09-03,0106X,"22,6","0,0","2,5"
2019-09-04,0106X,"22,6","0,0","2,5"
2019-09-05,0106X,"22,4","0,0","3,9"
2019-09-06,0106X,"19,1","0,0","2,2"
2019-09-07,0106X,"19,2","0,0","2,8"
2019-09-08,0106X,"19,2","0,0","3,3"
2019-09-09,0106X,"20,5","1,0","3,6"
2019-09-10,0106X,"16,0","10,0","1,1"
2019-09-11,0106X,"19,0","0,0","2,2"
2019-09-12,0106X,"20,8","0,0","1,7"
2019-09-13,0106X,"19,4","0,2","2,2"
2019-09-14,0106X,"23,2","0,0","2,2"
2019-09-15,0106X,"24,2","0,0","2,8"
2019-09-16,0106X,"22,2","0,0","1,9"
2019-09-17,0106X,"22,8","0,0","1,9"
2019-09-18,0106X,"22,8","1,4","2,8"
2019-09-19,0106X,"21,4","0,0","2,8"
2019-09-20,0106X,"21,0","0,0","2,8"
2019-09-21,0106X,"20,2","3,2","1,7"
2019-09-22,0106X,"21,5","0,0","2,2"
2019-09-23,0106X,"18,7","0,0","2,2"
2019-09-24,0106X,"19,8","0,0","1,7"
2019-09-25,0106X,"19,6","0,0","3,3"
2019-09-26,0106X,"21,0","0,0","2,5"
2019-09-27,0106X,"20,3","0,0","3,6"
2019-09-28,0106X,"20,4","0,0","3,6"
2019-09-29,0106X,"21,5","0,0","2,5"
2019-09-30,0106X,"19,8","0,0","3,6"
2019-10-01,0106X,"23,7","0,0","2,5"
2019-10-02,0106X,"19,2","0,0","2,8"
2019-10-03,0106X,"16,8","0,0","1,4"
2019-10-04,0106X,"16,6","0,0","1,7"
2019-10-05,0106X,"18,0","0,0","2,5"
2019-10-06,0106X,"18,8","0,0","1,7"
2019-10-07,0106X,"18,1","0,0","1,7"
2019-10-08,0106X,"18,0","0,0","2,5"
2019-10-09,0106X,"17,8","0,0","3,3"
2019-10-10,0106X,"17,0","0,0","1,9"
2019-10-11,0106X,"17,3","0,0","3,1"
2019-10-12,0106X,"20,4","0,0","2,8"
2019-10-13,0106X,"20,5","0,0","2,8"
2019-10-14,0106X,"18,6","6,0","2,8"
2019-10-15,0106X,"13,4","0,0","2,2"
2019-10-16,0106X,"13,0","0,0","1,9"
2019-10-17,0106X,"14,6","0,0","1,7"
2019-10-18,0106X,"15,3","0,0","1,7"
2019-10-19,0106X,"16,7","7,8","3,1"
2019-10-22,0106X,,"64,6",
2019-10-23,0106X,"13,6","1,2","2,2"
2019-10-24,0106X,"11,3","0,0","1,4"
2019-10-25,0106X,"13,2","0,0","1,7"
2019-10-26,0106X,"13,6","0,0","1,4"
2019-10-27,0106X,"14,4","0,0","1,1"
2019-10-28,0106X,"13,0","0,0","0,8"
2019-10-29,0106X,"14,8","0,0","0,8"
2019-10-30,0106X,"14,4","0,0","1,7"
2019-10-31,0106X,"15,4","0,0","1,4"
2019-11-01,0106X,"14,0","2,0","1,4"
2019-11-02,0106X,"16,0","0,6","2,5"
2019-11-03,0106X,"14,6","0,0","3,9"
2019-11-04,0106X,"13,8","3,4","2,2"
2019-11-05,0106X,"11,8","0,0","3,3"
2019-11-06,0106X,"9,8","0,0","2,5"
2019-11-07,0106X,"7,2","0,0","1,7"
2019-11-08,0106X,"6,3","0,0","2,2"
2019-11-09,0106X,"6,1","0,8","1,7"
2019-11-10,0106X,"7,6","0,0","1,7"
2019-11-11,0106X,"5,5","0,0","0,8"
2019-11-12,0106X,"7,4","0,0","2,2"
2019-11-13,0106X,"6,8","0,0","0,8"
2019-11-14,0106X,"3,6","3,8","1,7"
2019-11-15,0106X,"3,2","0,0","1,7"
2019-11-16,0106X,"4,2","0,0","1,4"
2019-11-17,0106X,"3,5","0,0","1,1"
2019-11-18,0106X,"6,4","0,0","1,4"
2019-11-19,0106X,"3,4","0,0","1,9"
2019-11-20,0106X,"3,2","0,0","1,7"
2019-11-21,0106X,"4,8","0,0","1,7"
2019-11-22,0106X,"5,3","17,0","0,8"
2019-11-23,0106X,"8,6","0,0","1,7"
2019-11-24,0106X,"7,4","0,0","1,9"
2019-11-25,0106X,"7,5","0,0","1,4"
2019-11-26,0106X,"8,6","0,2","1,4"
2019-11-27,0106X,"11,6","0,0","2,2"
2019-11-28,0106X,"10,7","0,0","1,7"
2019-11-29,0106X,"11,0","0,0","2,2"
2019-11-30,0106X,"12,0","0,2","1,1"
2019-12-01,0106X,"9,6","0,0","1,4"
2019-12-02,0106X,"7,8","0,0","1,9"
2019-12-03,0106X,"7,6","0,0","1,7"
2019-12-04,0106X,"10,6","16,4","3,6"
2019-12-05,0106X,"10,0","0,4","1,9"
2019-12-06,0106X,"9,6","0,0","1,7"
2019-12-07,0106X,"8,0","0,0","0,8"
2019-12-08,0106X,"4,4","0,0","0,8"
2019-12-09,0106X,"9,2","0,0","1,9"
2019-12-10,0106X,"4,6","0,0","1,9"
2019-12-11,0106X,"4,0","0,0","1,4"
2019-12-12,0106X,"3,9","0,0","2,5"
2019-12-13,0106X,"12,6","0,0","3,1"
2019-12-14,0106X,"6,9","0,0","1,1"
2019-12-15,0106X,"7,0","0,0","0,8"
2019-12-16,0106X,"4,8","0,2","1,1"
2019-12-17,0106X,"11,2","0,0","0,8"
2019-12-18,0106X,"10,0","0,0","1,1"
2019-12-19,0106X,"8,6","16,6","1,9"
2019-12-20,0106X,"11,9","4,6","5,0"
2019-12-21,0106X,"12,2","3,8","1,4"
2019-12-22,0106X,"11,6","0,0","2,5"
2019-12-23,0106X,"8,2","0,0","1,7"
2019-12-24,0106X,"7,0","0,0","1,1"
2019-12-25,0106X,"7,6","0,0","1,4"
2019-12-26,0106X,"7,2","0,0","0,8"
2019-12-27,0106X,"5,1","0,0","1,1"
2019-12-28,0106X,"5,5","0,0","1,7"
2019-12-29,0106X,"7,6","0,0","1,9"
2019-12-30,0106X,"6,7","0,0","1,4"
2019-12-31,0106X,"4,4","0,0","1,1"
2020-01-01,0106X,"5,0","0,0","1,4"
2020-01-02,0106X,"1,6","0,0","1,1"
2020-01-03,0106X,"2,0","0,0","1,1"
2020-01-04,0106X,"3,8","0,0","0,6"
2020-01-05,0106X,"3,5","0,0","1,1"
2020-01-06,0106X,"4,6","0,0","1,1"
2020-01-07,0106X,"4,1","0,0","1,1"
2020-01-08,0106X,"6,2","0,0","0,8"
2020-01-09,0106X,"5,6","2,2","1,1"
2020-01-10,0106X,"6,3","0,8","0,8"
2020-01-11,0106X,"3,3","0,0","1,1"
2020-01-12,0106X,"3,2","0,0","0,8"
2020-01-13,0106X,"2,0","0,0","1,1"
2020-01-14,0106X,"4,0","0,0","1,4"
2020-01-15,0106X,"3,6","0,0","1,7"
2020-01-16,0106X,"5,2","0,0","1,7"
2020-01-17,0106X,"6,6","0,0","2,2"
2020-01-18,0106X,"5,2","0,2","1,7"
2020-01-19,0106X,"7,6","0,0","3,9"
2020-01-20,0106X,"7,0","9,4","8,3"
2020-01-21,0106X,"6,4","47,2","6,7"
2020-01-22,0106X,"8,8","16,0","2,5"
2020-01-23,0106X,"7,0","1,0","2,5"
2020-01-24,0106X,"6,6","0,0","1,1"
2020-01-25,0106X,"6,3","0,0","0,8"
2020-01-26,0106X,"6,5","0,0","0,8"
2020-01-27,0106X,"7,4","0,0","1,4"
2020-01-28,0106X,"7,8","0,0","1,7"
2020-01-29,0106X,"7,4","0,0","1,4"
2020-01-30,0106X,"9,1","0,0","1,7"
2020-01-31,0106X,"10,9","0,0","1,7"
2020-02-01,0106X,"10,2","0,0","1,1"
2020-02-02,0106X,"11,8","0,0","1,7"
2020-02-03,0106X,"12,7","0,0","1,1"
2020-02-04,0106X,"11,2","0,0","2,5"
2020-02-05,0106X,"6,8","0,0","1,4"
2020-02-06,0106X,"6,3","0,0","2,5"
2020-02-07,0106X,"6,3","0,0","0,8"
2020-02-08,0106X,"8,0","0,0","0,6"
2020-02-09,0106X,"7,2","0,0","3,1"
2020-02-10,0106X,"11,2","0,0","1,4"
2020-02-11,0106X,"9,0","0,0","0,8"
2020-02-12,0106X,"9,6","0,0","2,2"
2020-02-13,0106X,"11,4","0,0","1,7"
2020-02-14,0106X,"9,3","0,0","1,4"
2020-02-15,0106X,"12,0","0,0","1,1"
2020-02-16,0106X,"12,7","0,0","1,9"
2020-02-17,0106X,"12,8","0,0","1,9"
2020-02-18,0106X,"7,8","0,0","0,8"
2020-02-19,0106X,"6,8","0,0","1,7"
2020-02-20,0106X,"7,7","0,0","1,4"
2020-02-21,0106X,"8,0","0,0","1,4"
2020-02-22,0106X,"9,4","0,0","1,7"
2020-02-23,0106X,"10,4","0,0","1,4"
2020-02-24,0106X,"10,8","0,0","1,1"
2020-02-25,0106X,"8,0","0,0","1,7"
2020-02-26,0106X,"8,3","0,0","4,4"
2020-02-27,0106X,"9,6","0,0","2,5"
2020-02-28,0106X,"9,1","0,0","3,3"
2020-02-29,0106X,"12,8","0,0","2,5"
2020-03-01,0106X,"13,4","3,8","3,6"
2020-03-02,0106X,"8,9","2,4","3,1"
2020-03-03,0106X,"7,6","0,0","2,8"
2020-03-04,0106X,"9,7","0,0","2,8"
2020-03-05,0106X,"10,3","0,0","1,9"
2020-03-06,0106X,"6,5","0,0","3,9"
2020-03-07,0106X,"8,1","0,0","1,9"
2020-03-08,0106X,"8,8","0,0","1,4"
2020-03-09,0106X,"9,8","0,0","2,2"
2020-03-10,0106X,"8,0","0,0","2,2"
2020-03-11,0106X,"12,2","0,0","1,7"
2020-03-12,0106X,"14,0","0,0","2,5"
2020-03-13,0106X,"13,4","0,0","1,1"
2020-03-14,0106X,"11,4","0,0","1,7"
2020-03-15,0106X,"11,0","0,0","3,3"
2020-03-16,0106X,"11,0","23,0","3,9"
2020-03-17,0106X,"11,2","0,0","1,9"
2020-03-18,0106X,"11,4","0,0","1,7"
2020-03-19,0106X,"9,9","0,0","2,2"
2020-03-20,0106X,"9,4","0,0","1,9"
2020-03-21,0106X,"8,2","0,0","2,2"
2020-03-22,0106X,"11,6","0,6","1,4"
2020-03-23,0106X,"11,3","3,2","1,9"
2020-03-24,0106X,"11,0","0,2","3,9"
2020-03-25,0106X,"5,9","0,0","2,2"
2020-03-26,0106X,"5,0","0,0","3,1"
2020-03-27,0106X,"4,7","0,0","1,4"
2020-03-28,0106X,"10,9","0,0","1,7"
2020-03-29,0106X,"9,9","0,8","1,9"
2020-03-30,0106X,"7,7","0,4","1,4"
2020-03-31,0106X,"9,2","3,6","3,1"
2020-04-01,0106X,"9,2","3,0","4,4"
2020-04-02,0106X,"11,2","0,0","2,8"
2020-04-03,0106X,"8,4","0,0","1,7"
2020-04-04,0106X,"10,4","0,0","3,3"
2020-04-05,0106X,"9,4","0,0","3,1"
2020-04-06,0106X,"11,4","0,0","3,1"
2020-04-07,0106X,"11,0","0,0","1,4"
2020-04-08,0106X,"12,9","0,0","2,8"
2020-04-09,0106X,"12,9","0,0","3,3"
2020-04-10,0106X,"12,3","0,0","3,1"
2020-04-11,0106X,"11,2","0,0","3,3"
2020-04-12,0106X,"11,4","1,6","2,8"
2020-04-13,0106X,"9,9","11,0","2,2"
2020-04-14,0106X,"14,8","0,0","3,6"
2020-04-15,0106X,"12,8","0,0","3,1"
2020-04-16,0106X,"16,0","0,0","1,9"
2020-04-17,0106X,"16,6","0,0","3,1"
2020-04-18,0106X,"15,8","5,0","2,8"
2020-04-19,0106X,"13,7","24,2","1,4"
2020-04-20,0106X,"15,8","16,8","1,7"
2020-04-21,0106X,"13,2","9,0","2,2"
2020-04-22,0106X,"14,4","0,0","2,5"
2020-04-23,0106X,"16,5","0,4","1,7"
2020-04-24,0106X,"16,0","0,0","2,8"
2020-04-25,0106X,"14,4","0,0","3,1"
2020-04-26,0106X,"15,5","1,6","2,5"
2020-04-27,0106X,"14,9","7,2","1,7"
2020-04-28,0106X,"14,4","0,0","3,3"
2020-04-29,0106X,"12,4","0,0","3,3"
2020-04-30,0106X,"14,4","0,0","2,8"
2020-05-01,0106X,"16,4","0,0","4,7"
2020-05-02,0106X,"18,6","0,0","3,3"
2020-05-03,0106X,"18,7","0,0","2,8"
2020-05-04,0106X,"18,4","0,0","2,5"
2020-05-05,0106X,"17,9","0,0","1,9"
2020-05-06,0106X,"19,2","0,0","3,9"
2020-05-07,0106X,"18,5","0,0","2,2"
2020-05-08,0106X,"17,6","0,0","2,2"
2020-05-09,0106X,"14,8","3,0","1,4"
2020-05-10,0106X,"14,7","48,6","1,9"
2020-05-11,0106X,"16,6","0,0","3,3"
2020-05-12,0106X,"14,0","0,4","2,8"
2020-05-13,0106X,"16,4","0,0","3,3"
2020-05-14,0106X,"14,0","12,0","1,1"
2020-05-15,0106X,"16,1","1,0","2,2"
2020-05-16,0106X,"16,6","13,4","1,7"
2020-05-17,0106X,"17,0","0,0","1,7"
2020-05-18,0106X,"17,4","0,0","1,7"
2020-05-19,0106X,"17,8","0,0","2,8"
2020-05-20,0106X,"19,4","0,0","2,2"
2020-05-21,0106X,"20,8","0,0","1,1"
2020-05-22,0106X,"21,6","0,0","2,8"
2020-05-23,0106X,"20,4","0,8","3,6"
2020-05-24,0106X,"20,7","0,0","2,5"
2020-05-25,0106X,"20,6","0,0","1,7"
2020-05-26,0106X,"19,9","0,0","1,9"
2020-05-27,0106X,"19,3","0,0","2,5"
2020-05-28,0106X,"20,4","0,0","3,3"
2020-05-29,0106X,"19,5","14,4","2,2"
2020-05-30,0106X,"18,6","0,0","3,1"
2020-05-31,0106X,"18,7","0,0","3,1"
2020-06-01,0106X,"18,6","22,8","1,9"
2020-06-02,0106X,"19,4","9,6","1,9"
2020-06-03,0106X,"21,0","32,4","2,2"
2020-06-04,0106X,"15,4","0,2","3,6"
2020-06-05,0106X,"17,4","0,0","3,1"
2020-06-06,0106X,"18,6","0,4","3,6"
2020-06-07,0106X,"17,5","29,0","2,8"
2020-06-08,0106X,"15,2","0,0","2,8"
2020-06-09,0106X,"14,8","2,0","2,2"
2020-06-10,0106X,"16,2","0,0","2,2"
2020-06-11,0106X,"17,3","4,8","1,9"
2020-06-12,0106X,"18,0","0,0","3,3"
2020-06-13,0106X,"17,1","0,0","3,1"
2020-06-14,0106X,"18,0","0,0","2,8"
2020-06-15,0106X,"20,0","3,8","3,3"
2020-06-16,0106X,"17,3","10,4","1,7"
2020-06-17,0106X,"18,1","6,2","3,6"
2020-06-18,0106X,"18,4","1,0","3,3"
2020-06-19,0106X,"20,2","0,0","3,3"
2020-06-20,0106X,"20,2","0,0","3,3"
2020-06-21,0106X,"22,9","0,0","2,5"
2020-06-22,0106X,"23,4","0,0","3,1"
2020-06-23,0106X,"23,1","0,0","3,3"
2020-06-24,0106X,"22,0","0,0","2,8"
2020-06-25,0106X,"23,8","0,0","2,5"
2020-06-26,0106X,"23,2","0,0","3,1"
2020-06-27,0106X,"23,6","0,0","3,1"
2020-06-28,0106X,"24,8","0,0","3,1"
2020-06-29,0106X,"23,4","0,0","3,3"
2020-06-30,0106X,"25,4","0,2","3,3"
2020-07-01,0106X,"26,1","0,0","3,3"
2020-07-02,0106X,"23,2","41,6","3,9"
2020-07-03,0106X,"21,4","0,0","3,9"
2020-07-04,0106X,"22,6","0,0","2,8"
2020-07-05,0106X,"23,2","0,0","2,2"
2020-07-06,0106X,"23,6","0,0","3,1"
2020-07-07,0106X,"23,8","0,0","3,1"
2020-07-08,0106X,"23,5","0,0","3,9"
2020-07-09,0106X,"25,7","0,0","2,2"
2020-07-10,0106X,"24,2","0,0","2,5"
2020-07-11,0106X,"23,6","0,0","2,5"
2020-07-12,0106X,"24,2","0,0","3,3"
2020-07-13,0106X,"24,2","26,0","3,1"
